ticker,BRZV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-21,900.0
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,-4.0
2009-07-10,0.0
2009-07-13,4.1667
2009-07-15,-4.0
2009-07-16,4.1667
2009-07-20,-4.0
2009-07-23,0.0
2009-07-30,0.0
2009-08-03,4.1667
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,0.0
2009-08-18,26.0
2009-08-20,19.0476
2009-08-21,23.3333
2009-08-24,-18.9189
2009-08-25,22.6667
2009-08-28,0.5435
2009-09-03,-35.1351
2009-09-04,0.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-14,54.1667
2009-09-15,0.0
2009-09-16,18.9189
2009-09-17,0.0
2009-09-18,-9.0909
2009-09-22,2.0
2009-09-23,17.647100000000002
2009-09-25,0.0
2009-09-28,0.0
2009-09-30,8.3333
2009-10-01,0.0
2009-10-07,-15.3846
2009-10-12,0.0
2009-10-16,0.0
2009-10-23,-27.2727
2009-10-26,-12.5
2009-10-28,14.2857
2009-10-29,2.5
2009-10-30,19.5122
2009-11-02,-18.3673
2009-11-03,-12.5
2009-11-04,34.2857
2009-11-05,0.0
2009-11-10,-8.5106
2009-11-13,16.2791
2009-11-16,10.0
2009-11-17,0.0
2009-11-18,-3.6364
2009-11-19,-15.0943
2009-11-20,-11.1111
2009-11-24,0.0
2009-11-25,25.0
2009-11-27,10.0
2009-11-30,-16.3636
2009-12-01,4.3478
2009-12-02,-16.6667
2009-12-03,0.0
2009-12-07,0.0
2009-12-08,10.0
2009-12-09,-2.2727
2009-12-10,-2.3256
2009-12-11,2.3810000000000002
2009-12-14,0.0
2009-12-15,0.0
2009-12-18,-6.9767
2009-12-21,-2.5
2009-12-22,0.0
2009-12-23,0.0
2009-12-30,-35.8974
2009-12-31,0.0
2010-01-06,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-08-30,-96.0
2010-09-10,10.0
2010-09-13,0.0
2010-10-01,0.0
2010-11-05,0.0
