ticker,OXLC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-20,-1.5
2011-01-21,1.4213
2011-01-24,0.0
2011-01-25,-0.4004
2011-01-26,0.5025
2011-01-27,0.0
2011-01-28,0.0
2011-02-01,0.1
2011-02-02,0.8991
2011-02-03,-1.9802
2011-02-04,1.0101
2011-02-07,-0.0006
2011-02-08,-0.5494
2011-02-09,-1.4586000000000001
2011-02-10,-0.5102
2011-02-11,1.0263
2011-02-14,-1.5228000000000002
2011-02-15,1.0309
2011-02-16,0.0
2011-02-17,2.0408
2011-02-18,-1.15
2011-02-22,-3.2372
2011-02-23,1.4114
2011-02-25,0.0
2011-02-28,0.5155
2011-03-01,-1.2821
2011-03-02,-0.0006
2011-03-03,0.2084
2011-03-04,0.0
2011-03-07,-0.9331
2011-03-08,-0.5197
2011-03-09,-0.0562
2011-03-10,0.0
2011-03-11,-1.3158
2011-03-14,-0.3733
2011-03-15,-3.1585
2011-03-16,1.2161
2011-03-17,-1.0923
2011-03-18,-1.5118
2011-03-21,0.7959
2011-03-22,-1.2972000000000001
2011-03-23,-0.8
2011-03-24,0.8065
2011-03-25,0.8571
2011-03-28,0.5099
2011-03-29,1.4092
2011-03-30,2.8794
2011-03-31,1.3075
2011-04-01,-0.64
2011-04-04,0.6441
2011-04-05,-0.6027
2011-04-06,-0.7351
2011-04-07,2.7027
2011-04-08,-0.5789
2011-04-11,3.0175
2011-04-12,1.2333
2011-04-13,-0.5076
2011-04-14,-4.0306
2011-04-18,-0.6911
2011-04-19,0.4818
2011-04-20,-0.6393
2011-04-21,0.2145
2011-04-25,1.6051
2011-04-26,3.6334999999999997
2011-04-27,-2.7439
2011-04-28,0.5747
2011-04-29,2.337
2011-05-03,0.4575
2011-05-04,-2.9308
2011-05-05,-0.3123
2011-05-06,-0.7826
2011-05-09,0.2099
2011-05-10,4.2542
2011-05-11,0.7557
2011-05-12,-3.0
2011-05-16,0.0
2011-05-17,-0.9794
2011-05-18,1.2753999999999999
2011-05-20,0.6933
2011-05-23,-1.9391
2011-05-24,-0.2082
2011-05-25,0.939
2011-05-26,0.3101
2011-05-31,0.2061
2011-06-01,-1.491
2011-06-02,0.9916
2011-06-06,-1.292
2011-06-07,-0.4712
2011-06-08,0.2104
2011-06-09,2.0472
2011-06-10,0.823
2011-06-13,-1.0714
2011-06-14,2.5786
2011-06-15,-2.8881
2011-06-16,-0.2655
2011-06-17,-0.9585
2011-06-20,0.8065
2011-06-21,-2.4373
2011-06-22,2.2796
