ticker,NUMD US Equity
2016-10-21,11.1111
2016-10-24,0.0
2016-10-28,10.0
2016-10-31,-18.1818
2016-11-04,0.0
2016-11-07,17.7778
2016-11-08,-16.9811
2016-11-09,2.2727
2016-11-10,-2.2222
2016-11-15,9.0909
2016-11-21,-16.6667
2016-11-22,-12.5
2016-11-30,0.0
2016-12-01,0.0
2016-12-05,0.0
2016-12-08,-14.2857
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-19,-16.6667
2016-12-21,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-30,0.0
2017-01-03,4.0
2017-01-04,1.9231
2017-01-05,0.0
2017-01-06,0.0
2017-01-09,1.8868
2017-01-10,1.8519
2017-01-11,27.2727
2017-01-13,-42.8571
2017-01-31,20.0
2017-02-01,0.0
2017-02-03,0.0
2017-02-07,37.5
2017-02-08,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-24,-39.3939
2017-03-08,100.0
2017-03-16,-50.0
2017-03-23,100.0
2017-03-31,-50.0
2017-04-03,75.0
2017-04-04,-42.8571
2017-04-06,75.0
2017-04-13,14.2857
2017-04-21,-40.0
2017-04-24,0.0
2017-05-01,66.6667
2017-05-09,-50.0
2017-05-11,0.0
2017-05-15,0.0
2017-05-19,25.0
2017-05-25,-20.0
2017-05-26,0.0
2017-06-01,24.75
2017-06-02,-15.8317
2017-06-06,-4.7619
2017-06-07,-24.5
2017-06-08,32.4503
2017-06-09,5.5
2017-06-13,82.4645
2017-06-14,1.2987
2017-06-19,-58.9744
2017-06-23,25.0
2017-06-27,0.0
2017-06-28,12.5
2017-06-29,-11.1111
2017-07-05,49.5
2017-07-06,0.3344
2017-07-07,0.0
2017-07-11,0.0
2017-07-12,-23.0
2017-07-13,29.0043
2017-07-14,-31.9128
2017-07-17,92.2129
2017-07-27,-41.0256
2017-07-28,69.5652
2017-07-31,-47.9744
2017-08-01,3.795
2017-08-02,-5.0332
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,5.5
2017-08-09,-5.2133
2017-08-10,0.0
2017-08-11,0.0
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,-10.0
2017-08-18,0.0
2017-08-21,32.2222
2017-08-22,54.6218
2017-08-23,-22.337
2017-08-24,-16.76
2017-08-25,-20.1345
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-11,0.0
2017-09-12,35.7368
2017-09-15,1.7061
2017-09-18,-2.0206
2017-09-21,2.0623
2017-09-26,0.0
2017-09-27,2.9356
2017-09-28,18.5185
2017-09-29,9.375
2017-10-03,11.4286
2017-10-10,2.5641
2017-10-12,-7.5
2017-10-18,0.0
2017-10-19,0.0
2017-10-23,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-02,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,8.1081
2017-11-17,-25.0
2017-12-06,33.3333
2017-12-13,-5.75
2017-12-15,6.1008
2017-12-20,0.0
2017-12-22,-12.5
2017-12-29,14.2857
2018-01-23,0.0
2018-02-01,0.0
2018-02-08,0.0
2018-02-26,0.0
2018-03-05,0.0
2018-03-13,0.0
2018-03-19,0.0
2018-03-21,50.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-28,0.0
2018-04-02,-8.3333
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-19,-18.1818
2018-04-25,33.3333
2018-04-30,0.0
2018-05-14,66.6667
2018-05-16,-4.0
2018-05-17,-21.875
2018-05-18,6.6667
2018-05-21,-6.25
2018-05-29,6.6667
2018-06-04,-31.25
2018-06-05,80.0
2018-06-06,0.0
2018-06-08,-4.0404
2018-06-18,5.2632
2018-06-19,0.0
2018-06-21,0.0
2018-07-05,-10.0
2018-07-09,11.1111
2018-07-11,-20.0
2018-07-12,25.0
2018-07-13,-2.0
2018-07-17,-23.4694
2018-07-18,5.3333
2018-07-19,-5.0633
2018-07-20,-6.6667
2018-07-23,-7.1429
2018-07-24,-23.0769
2018-07-25,0.0
2018-07-26,30.0
2018-07-30,52.3077
2018-07-31,0.0
2018-08-03,-39.3939
2018-08-06,65.0
2018-08-07,-4.4444
2018-08-09,-31.2896
2018-08-10,46.1538
2018-08-13,5.2632
2018-08-15,-5.0
2018-08-16,0.0
2018-08-20,-2.1053
2018-08-21,0.0
2018-08-31,6.4516
2018-09-04,0.0
2018-09-07,-3.0303
2018-09-10,1.5625
2018-09-12,-1.5385
2018-09-18,0.0
2018-09-20,0.0
2018-09-25,-27.0833
2018-09-26,-27.1429
2018-09-27,78.4314
2018-10-01,-1.1099
2018-10-03,-41.1046
2018-10-05,69.8113
2018-10-09,-3.5556
2018-10-10,1.3825
2018-10-12,4.5455
2018-10-26,-34.7826
2018-11-02,8.3333
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,29.2308
2018-11-09,0.0
2018-11-26,-22.619
2018-11-28,30.7692
2018-12-26,-11.7647
2019-01-25,-26.6667
2019-01-28,18.1818
2019-02-19,29.2308
2019-02-20,-1.7856999999999998
2019-02-25,-32.0061
2019-02-26,24.4318
2019-03-04,3.1519
2019-03-05,4.1667
2019-03-11,0.0
2019-03-19,-13.3333
2019-03-20,0.0
2019-03-21,0.0
2019-03-26,0.0
2019-03-27,30.4615
2019-04-03,16.7453
2019-04-08,-13.737400000000001
2019-04-18,-12.178
2019-05-21,-13.3333
2019-05-28,7.6923
2019-05-30,-21.4286
2019-05-31,9.0909
2019-06-05,16.6667
2019-06-19,7.1429
2019-07-01,-19.9
2019-07-09,6.5335
2019-07-29,-29.3594
2019-07-30,43.7735
2019-08-06,-21.5385
2019-08-08,17.647100000000002
2019-08-09,0.0
2019-08-12,-15.0
2019-08-14,17.647100000000002
2019-08-26,-8.3333
2019-08-27,0.0
2019-08-29,-7.2727
2019-09-04,7.8431
2019-09-09,-9.0909
2019-09-16,0.0
2019-09-23,0.0
2019-09-26,-9.58
2019-09-27,-0.4645
2019-10-03,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-11,-11.1111
2019-10-15,12.5
2019-10-21,11.1111
2019-10-23,-10.0
2019-11-01,-10.6667
2019-11-04,11.9403
2019-11-20,0.0
2019-11-26,-11.1111
2019-12-03,2.5
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,-2.439
2019-12-31,12.5
2020-01-09,6.6667
2020-01-10,-6.25
2020-01-14,-0.0222
2020-01-29,0.0
2020-02-05,0.0222
2020-02-18,-11.1111
2020-02-26,12.5
2020-02-27,0.0
2020-03-03,0.0
2020-03-10,0.0
2020-03-12,-11.1111
2020-03-13,25.0
2020-03-16,0.0
2020-03-20,-10.0
2020-03-23,0.0
2020-03-25,20.0
2020-03-26,-25.9259
2020-03-31,37.5
2020-04-01,10.0
2020-04-03,-0.8264
2020-04-06,8.3333
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,7.6923
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,10.0
2020-04-17,2.5974
2020-04-20,1.2658
2020-04-22,0.0
2020-04-24,0.0
2020-04-28,6.25
2020-04-29,-17.6588
2020-04-30,0.0143
2020-05-01,14.2857
2020-05-07,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-15,0.0
2020-05-28,0.0
2020-06-01,-6.25
2020-06-02,0.0
2020-06-03,13.3333
2020-06-05,0.0
2020-06-10,5.8824
2020-06-11,0.0
2020-06-19,-3.3333
2020-06-23,1.1494
2020-06-24,-1.1364
2020-06-25,14.9425
2020-06-26,-5.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-07,5.2632
2020-07-09,0.0
2020-07-10,0.0
2020-07-28,0.0
2020-07-31,0.0
