ticker,NUMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-29,33.3333
2014-09-30,0.0
2014-10-07,-25.0
2014-10-09,-20.0
2014-10-10,66.6667
2014-10-13,-0.1
2014-10-15,-29.9299
2014-10-16,0.0
2014-10-22,0.0
2014-10-31,0.0
2014-11-06,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-21,0.0
2014-12-01,0.0
2014-12-10,-7.1429
2014-12-12,0.0
2014-12-18,7.6923
2014-12-23,-35.7143
2014-12-26,-66.6667
2014-12-29,266.6667
2015-01-05,0.0
2015-01-12,9.0909
2015-01-13,-25.0
2015-01-21,22.2222
2015-01-28,54.5455
2015-04-28,0.0
2015-04-29,5.8824
2015-04-30,0.0
2015-05-12,-27.7778
2015-06-12,52.3077
2015-06-18,1.0101
2015-06-23,0.0
2015-06-26,-4.0
2015-07-09,-21.875
2015-07-10,0.0
2015-07-13,0.0
2015-08-04,6.6667
2015-08-05,-6.25
2015-08-10,-6.6667
2015-08-11,42.8571
2015-08-19,-30.0
2015-08-27,0.0
2015-09-04,-21.4286
2015-09-08,-7.2727
2015-09-11,0.0
2015-09-15,7.8431
2015-09-30,9.0909
2015-10-23,-25.0
2015-10-27,22.2222
2015-11-11,-9.0909
2015-12-01,88.0
2016-01-07,-57.4468
2016-01-08,100.0
2016-01-27,-43.75
2016-01-28,0.0
2016-02-01,11.1111
2016-02-04,20.0
2016-02-08,22.3333
2016-02-16,-30.5177
2016-02-17,7.8431
2016-02-19,-18.1818
2016-03-03,2.2222
2016-03-07,8.6957
2016-03-31,-20.0
2016-04-01,10.0
2016-04-05,13.6364
2016-04-15,0.0
2016-04-19,-30.0
2016-04-20,-14.2857
2016-04-21,50.0
2016-04-22,0.0
2016-04-25,-2.2222
2016-04-26,0.0
2016-05-02,0.0
2016-05-03,13.6364
2016-05-04,0.0
2016-05-13,0.0
2016-05-17,-2.0
2016-05-23,2.0408
2016-06-07,-10.4
2016-06-10,-9.5982
2016-06-13,-1.2346
2016-06-14,0.0
2016-06-15,0.0
2016-06-20,0.0
2016-06-22,0.0
2016-06-30,-12.75
2016-07-05,14.613199999999999
2016-07-25,-25.0
2016-07-26,33.3333
2016-07-29,-13.0
2016-08-01,-13.7931
2016-08-02,0.0
2016-08-15,0.0
2016-08-26,0.0
2016-09-01,16.6667
2016-09-13,8.5714
2016-09-29,5.2632
2016-09-30,0.0
2016-10-05,12.0
2016-10-13,0.4464
2016-10-17,-2.2222
2016-10-20,2.2727
