ticker,ITLL US Equity
2017-04-06,30.4348
2017-04-10,-8.3333
2017-04-12,18.1818
2017-04-13,-7.6923
2017-04-17,0.0
2017-04-18,0.0
2017-04-21,-33.3333
2017-04-25,25.0
2017-04-26,20.0
2017-04-27,8.3333
2017-04-28,1.5385
2017-05-01,0.0
2017-05-03,1.5152
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-12,0.0
2017-06-05,-17.9104
2017-06-07,-3.6364
2017-06-09,0.0
2017-06-14,-5.6604
2017-06-20,-3.6
2017-06-21,14.1079
2017-06-22,27.2727
2017-06-23,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,34.2857
2017-06-29,-20.2128
2017-06-30,0.0
2017-07-05,-8.0
2017-07-06,5.2174
2017-07-07,-0.8264
2017-07-10,3.4722
2017-07-11,-4.698
2017-07-12,8.4507
2017-07-13,0.0
2017-07-14,3.8961
2017-07-17,-3.75
2017-07-18,-2.5974
2017-07-20,0.0
2017-07-21,6.6667
2017-07-24,1.25
2017-07-25,4.9383
2017-07-26,1.7647
2017-07-27,10.6358
2017-07-28,0.8359
2017-07-31,-0.5078
2017-08-01,-4.1766
2017-08-02,-7.6087
2017-08-03,4.7059
2017-08-04,2.0124
2017-08-07,-2.4132
2017-08-08,-20.9932
2017-08-09,10.0
2017-08-10,-6.4935
2017-08-11,4.1667
2017-08-14,1.3333
2017-08-15,-5.2632
2017-08-16,18.0417
2017-08-17,-0.1647
2017-08-18,0.1768
2017-08-21,-4.1176
2017-08-22,-17.7914
2017-08-23,-4.1378
2017-08-24,-3.4684
2017-08-25,-1.6129
2017-08-28,13.1148
2017-08-29,1.4493
2017-08-30,0.0
2017-08-31,-0.7143
2017-09-01,0.7194
2017-09-05,0.0
2017-09-06,-1.4285999999999999
2017-09-07,-8.6957
2017-09-08,7.3333
2017-09-11,-4.7915
2017-09-12,0.963
2017-09-13,4.6154
2017-09-18,-16.0735
2017-09-19,0.0
2017-09-20,-3.6271
2017-09-21,7.0
2017-09-22,8.7511
2017-09-25,1.5625
2017-09-26,0.0
2017-09-27,1.5385
2017-09-28,0.0
2017-09-29,-13.6364
2017-10-02,22.2632
2017-10-03,0.4448
2017-10-04,4.2857
2017-10-05,1.3699
2017-10-06,2.7027
2017-10-09,-6.5789
2017-10-10,-9.8592
2017-10-11,1.5625
2017-10-12,6.1385
2017-10-13,-7.2329
2017-10-16,-7.8125
2017-10-17,1.6949
2017-10-18,-2.1833
2017-10-19,-4.5834
2017-10-20,25.0
2017-10-23,-17.1429
2017-10-24,-5.1724
2017-10-25,5.4545
2017-10-26,-6.8966
2017-10-27,14.7963
2017-10-30,-4.8234
2017-10-31,8.4746
2017-11-01,9.375
2017-11-02,1.4285999999999999
2017-11-03,-16.9014
2017-11-06,10.1695
2017-11-07,7.6923
2017-11-08,-4.1429
2017-11-09,8.7928
2017-11-10,-1.3699
2017-11-13,-23.6111
2017-11-14,-7.2727
2017-11-15,25.4706
2017-11-16,1.5784
2017-11-17,-10.7846
2017-11-20,-6.8805
2017-11-21,0.0
2017-11-22,0.0
2017-11-24,-3.7037
2017-11-27,-5.7692
2017-11-28,-32.6531
2017-11-29,21.2121
2017-11-30,-12.5
2017-12-04,-17.6
2017-12-05,7.4896
2017-12-06,29.0323
2017-12-07,-5.0
2017-12-12,-13.1579
2017-12-13,0.0
2017-12-15,-51.5152
2017-12-18,24.4231
2017-12-19,-19.6291
2017-12-20,56.25
2017-12-21,-4.0
2017-12-26,-37.5
2017-12-27,32.0
2017-12-29,-9.0909
2018-01-02,22.2222
2018-01-03,18.1818
2018-01-04,26.1154
2018-01-05,4.6356
2018-01-08,2.0111
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,-14.2857
2018-01-16,-13.3333
2018-01-18,3.5385
2018-01-24,-3.4175
2018-01-29,15.3846
2018-01-31,0.0
2018-02-01,-13.3333
2018-02-02,15.3846
2018-02-06,-3.3333
2018-02-14,-60.6897
2018-02-21,154.386
2018-02-23,-3.4483
2018-02-28,0.0
2018-03-02,-14.2857
2018-03-05,29.1667
2018-03-06,-12.9032
2018-03-07,18.5185
2018-03-08,-12.5
2018-03-09,7.1429
2018-03-12,-10.0
2018-03-13,3.7037
2018-03-14,-28.5714
2018-03-15,10.0
2018-03-16,-9.0909
2018-03-19,-5.0
2018-03-20,-26.8421
2018-03-21,-8.2734
2018-03-22,16.0784
2018-03-23,0.0
2018-03-27,-5.4054
2018-03-28,-21.4286
2018-03-29,4.5455
2018-04-04,13.0435
2018-04-05,-23.0769
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-16,20.0
2018-04-17,8.3333
2018-04-18,7.6923
2018-04-19,-14.2857
2018-04-20,25.0
2018-04-23,0.0
2018-04-26,-20.0
2018-05-03,-8.3333
2018-05-04,-10.9091
2018-05-07,-28.5714
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,-14.2857
2018-05-29,16.6667
2018-05-30,15.0
2018-06-04,-0.6211
2018-06-05,-18.75
2018-06-06,7.6923
2018-06-08,-12.857099999999999
2018-06-11,14.7541
2018-06-13,-14.2857
2018-06-18,0.0
2018-06-19,-16.6667
2018-06-21,0.0
2018-06-25,-58.0
2018-06-27,90.4762
2018-06-29,-22.5
2018-07-05,6.4516
2018-07-06,-24.2424
2018-07-10,20.0
2018-07-17,66.6667
2018-07-20,-40.0
2018-07-24,2.3333
2018-07-25,-2.2801
2018-07-27,0.0
2018-08-02,-6.6667
2018-08-06,42.8571
2018-08-08,0.0
2018-08-10,-25.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-20,0.0
2018-08-27,-16.6667
2018-08-28,0.0
2018-08-29,-20.0
2018-09-04,-25.0
2018-09-11,0.0
2018-09-14,-55.3333
2018-09-17,6.194
2018-09-18,-38.1588
2018-09-19,-6.8182
2018-09-26,63.4146
2018-09-27,-11.194
2018-10-04,12.605
2018-10-12,-25.3731
2018-10-15,-18.0
2018-10-16,-48.7805
2018-10-17,180.9524
2018-10-18,0.0
2018-10-22,-32.2034
2018-11-01,47.5
2018-11-05,0.0
2018-11-09,-16.9492
2018-11-20,-41.6327
2018-11-26,-2.0979
2018-12-04,0.0
2018-12-10,0.0
2018-12-14,-3.5714
2018-12-17,-22.2222
2018-12-19,42.8571
2018-12-21,-23.3333
2018-12-24,36.9565
2018-12-28,-26.9841
2018-12-31,22.1739
2019-01-04,12.0996
2019-01-09,-26.9841
2019-01-10,113.0435
2019-01-17,-44.898
2019-01-24,196.2963
2019-01-25,-66.25
2019-02-05,58.8889
2019-03-04,-6.7599
2019-03-05,-32.5
2019-03-15,0.0
2019-03-25,48.1481
2019-05-01,-22.75
2019-05-03,-12.6214
2019-05-22,0.0
2019-06-10,-11.1111
2019-06-14,12.5
2019-06-26,0.0
2019-06-28,48.1481
2019-07-09,-32.5
2019-07-12,48.1481
2019-07-16,90.0
2019-07-17,-7.8947
2019-07-23,14.2857
2019-07-25,525.0
2019-07-26,-40.0
2019-07-30,-56.6667
2019-08-02,53.8462
2019-08-08,0.0
2019-08-12,-54.25
2019-08-19,118.5792
2019-08-20,10.0
2019-08-22,36.3636
2019-08-23,-26.3333
2019-08-26,35.7466
2019-08-28,0.0
2019-08-30,0.0
2019-09-16,-45.0
2019-09-17,-39.3939
2019-09-18,0.0
2019-09-19,-1.0
2019-09-20,152.5253
2019-10-04,-60.0
2019-10-07,65.0
2019-10-08,51.5152
2019-10-16,80.0
2019-10-17,-44.4444
2019-10-22,4.8
2019-10-29,-4.5802
2019-11-05,-20.0
2019-11-06,0.0
2019-11-07,-25.0
2019-11-08,90.0
2019-11-11,24.5614
2019-11-13,-43.662
2019-11-15,0.0
2019-11-20,0.0
2019-11-21,10.0
2019-11-25,-9.0909
2019-11-29,-10.0
2019-12-02,-7.7778
2019-12-03,8.4337
2019-12-09,-11.1111
2019-12-13,18.75
2019-12-20,5.2632
2019-12-23,-26.0
2020-01-03,28.3784
2020-01-06,0.0
2020-01-08,-16.5789
2020-01-15,19.8738
2020-01-22,-21.0526
2020-01-24,-6.6667
2020-02-03,25.0
2020-02-06,-48.5714
2020-02-11,0.0
2020-02-24,-11.1111
2020-02-25,25.0
2020-03-12,0.0
2020-03-18,-39.0
2020-03-26,0.0
2020-03-30,14.7541
2020-04-08,0.0
2020-04-13,0.0
2020-04-21,-12.857099999999999
2020-04-22,14.7541
2020-04-27,35.7143
2020-05-13,0.0
2020-05-15,3.1579
2020-05-21,104.0816
2020-05-29,-16.8
2020-06-03,20.1923
2020-06-04,-20.0
2020-06-05,11.5625
2020-06-29,-11.4846
2020-07-08,-0.6329
2020-07-13,27.3885
2020-07-16,0.0
2020-07-17,-20.0
2020-07-24,-1.875
2020-07-29,0.0
