ticker,HRRB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-01,16.5049
2017-11-03,4.1667
2017-11-09,0.0
2017-12-18,27.2
2017-12-19,13.2075
2017-12-20,33.3333
2017-12-22,-8.3333
2017-12-28,-43.1818
2018-01-26,1.6
2018-02-02,0.1575
2018-02-12,2.2013
2018-03-14,15.3846
2018-03-21,13.3333
2018-03-26,-21.7647
2018-04-16,12.782
2018-04-17,0.0
2018-05-10,-6.6667
2018-05-14,3.5714
2018-05-18,3.4483
2018-05-22,0.0
2018-07-10,0.0
2018-08-02,3.3333
2018-09-10,1.2903
2018-09-12,1.9108
2018-09-13,0.0
2018-09-17,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-12-04,0.0
2018-12-07,-1.625
2019-01-03,-1.5248
2019-01-09,0.2581
2019-01-29,-0.7722
2019-02-01,3.7613
2019-02-07,0.0
2019-02-13,0.0
2019-02-19,-0.625
2019-02-20,-0.5031
2019-04-09,1.1378
2019-04-26,0.5
2019-04-29,24.2537
2019-04-30,-19.3193
2019-05-13,0.0
2019-05-31,0.0
2019-06-11,0.0
2019-06-14,0.0
2019-07-08,0.2481
2019-07-11,11.3861
2019-07-26,-8.3333
2019-08-05,-2.303
2019-08-06,0.0
2019-08-07,-0.6203
2019-08-12,0.0
2019-08-21,1.7478
2019-08-28,-1.1043
2019-08-29,-0.3722
2019-09-06,0.2491
2019-09-10,0.1242
2019-09-11,0.4963
2019-09-17,-0.6173
2019-09-18,0.0
2019-09-19,0.6211
2019-09-25,-0.9877
2019-09-26,2.8678
2019-09-30,-2.4242
2019-10-01,5.5901
2019-10-02,-2.9412000000000003
2019-10-03,0.0
2019-10-11,-1.8182
2019-10-28,0.0
2019-11-04,-0.4938
2019-11-18,1.6129
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-26,0.6105
2019-11-27,3.1553
2019-11-29,0.0
2019-12-03,-3.2941
2019-12-19,-0.2433
2020-01-09,1.7073
2020-01-10,-2.0384
2020-01-27,-0.8568
2020-01-28,-0.2469
2020-01-30,0.2475
2020-01-31,-0.4938
2020-02-03,0.4963
2020-02-05,-1.1099
2020-02-06,1.1223
2020-02-10,0.0
2020-02-11,-0.6173
2020-02-12,-0.3727
2020-02-13,0.8728
2020-02-14,-0.3894
2020-02-18,0.7632
2020-02-24,-1.1084
2020-02-26,-1.6189
2020-02-27,-2.2785
2020-03-03,2.3316
2020-03-09,-12.7848
2020-03-10,-7.1118
2020-03-12,-6.25
2020-03-13,8.3333
2020-03-16,-11.538499999999999
2020-03-17,4.3478
2020-03-20,-29.1667
2020-03-26,17.647100000000002
2020-04-02,-9.0
2020-04-03,4.3956
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,0.2105
2020-04-22,-0.8403
2020-04-23,5.9322
2020-04-24,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-13,-3.0
2020-05-14,0.0
2020-05-15,21.6495
2020-05-21,0.8475
2020-05-26,0.0
2020-06-10,0.8403
2020-06-26,-7.5
2020-07-01,0.0991
2020-07-09,-0.099
2020-07-15,0.0
2020-07-22,-0.9009
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.5455
2020-07-31,-5.0633
