ticker,FIDS US Equity
2004-10-28,4.811
2004-11-04,11.4754
2004-11-24,-11.0294
2005-01-03,0.0
2005-01-06,0.8264
2005-01-19,-2.459
2005-01-21,3.8655
2005-01-31,-3.5599
2005-02-04,3.6913
2005-02-11,1.9417
2005-02-17,1.5873
2005-02-22,-0.7813
2005-03-15,0.9449
2005-03-21,4.9922
2005-03-24,1.0401
2005-06-09,-1.4706000000000001
2005-06-28,-1.4925
2005-07-18,-9.0909
2005-08-16,0.0
2005-08-26,-1.6667
2005-08-30,1.6949
2005-08-31,-1.6667
2005-09-07,-1.6949
2005-09-22,1.7241
2005-09-23,0.0
2005-09-30,-1.5253999999999999
2005-10-04,-1.7212
2005-10-13,8.5814
2005-11-03,-7.2581
2005-11-04,0.0
2005-11-08,-0.6957
2005-11-10,0.0
2005-12-06,0.0
2005-12-15,2.5568999999999997
2005-12-16,-2.4932
2005-12-22,1.5762
2005-12-27,0.0
2005-12-29,1.7241
2006-02-02,0.8475
2006-02-22,0.0
2006-03-01,-2.521
2006-03-10,-2.931
2006-03-16,0.3552
2006-04-18,-0.885
2006-04-20,1.7856999999999998
2006-05-01,-2.6316
2006-05-15,0.7207
2006-05-22,0.1789
2006-06-01,-1.6071
2006-06-02,-0.1815
2006-06-14,5.4545
2006-06-15,0.0
2006-06-28,3.4483
2006-07-21,-5.0
2006-08-09,5.2632
2006-08-31,0.0
2006-09-19,-1.6667
2007-02-12,-6.4407
2007-02-13,3.2609
2007-02-14,0.0
2007-02-20,-1.5789
2007-02-21,0.0
2007-02-23,0.107
2007-02-26,-0.1068
2007-02-27,0.5348
2007-02-28,-0.4255
2007-03-07,-0.1068
2007-03-08,0.5348
2007-03-13,1.0638
2007-03-15,0.8772
2007-03-16,-1.3913
2007-04-10,-0.3527
2007-04-18,13.2743
2007-04-26,-6.25
2007-05-03,0.0
2007-05-09,5.8333
2007-05-17,-3.9370000000000003
2007-07-20,-1.6393
2007-07-25,6.6667
2007-07-26,-14.8438
2007-08-03,0.0
2007-08-09,0.0
2007-08-15,-0.9174
2007-08-30,-1.8519
2007-10-19,0.9434
2007-11-02,-6.2804
2007-11-06,-4.268
2007-11-07,0.0
2007-11-09,-7.9167
2007-11-12,0.4525
2007-11-13,8.1081
2007-11-14,-5.2083
2007-11-15,8.8636
2007-11-19,-0.8351
2007-11-23,-6.7368
2007-11-26,1.1287
2007-11-27,2.2321
2007-11-28,4.8035
2007-12-07,0.0
2007-12-10,-1.0417
2007-12-17,0.0
2007-12-27,-1.0526
2008-01-02,2.1277
2008-01-03,6.25
2008-01-16,-1.9607999999999999
2008-01-22,0.0
2008-01-30,15.0
2008-02-14,-13.0435
2008-02-27,-1.0
2008-03-07,-2.0202
2008-03-19,-0.4124
2008-05-15,7.1882
2008-06-17,6.5089
2008-06-18,0.0
2008-06-19,-10.3704
2008-07-17,0.4132
2008-08-07,2.8807
2008-08-12,0.0
2008-08-14,0.0
2008-09-25,-6.0
2008-09-26,6.383
2008-11-05,-19.0
2008-11-06,18.5185
2008-11-07,2.0833
2008-11-13,-2.0408
2008-11-24,3.4409
2008-12-18,0.0
2009-01-15,0.8316
2009-02-27,-17.5258
2009-03-04,-23.5
2009-03-13,22.549
2009-03-16,-1.3333
2009-03-17,-5.4054
2009-03-18,2.8
2009-03-19,-2.7237
2009-03-23,-4.2857
2009-04-07,1.4925
2009-04-09,5.8824
2009-04-21,-5.5556
2009-04-30,5.8824
2009-09-10,5.7143
2009-12-16,18.3099
2010-02-25,-2.3810000000000002
2010-04-23,2.439
2010-06-08,17.0732
2010-06-09,-12.5
2010-06-11,0.0
2010-06-16,7.1429
2010-06-17,2.2222
2010-09-28,8.2609
2010-12-09,0.4115
2010-12-27,-9.3852
2011-01-27,11.9403
2011-03-04,-3.0303
2011-03-15,8.3333
2011-03-24,-10.5769
2011-03-25,0.0
2011-04-07,3.2258
2011-05-02,0.0
2011-06-07,2.0833
2011-08-15,-7.9167
2011-08-16,6.3347999999999995
2011-09-19,-6.383
2011-10-10,-5.6818
2011-11-16,0.7229
2011-11-17,3.4483
2012-01-03,-1.1905000000000001
2012-01-20,0.0
2012-02-06,-1.9277
2012-02-15,2.2113
2012-02-21,10.5769
2012-05-01,-4.3478
2012-06-11,4.186
2012-07-23,4.9107
2012-07-31,0.0
2012-08-07,4.2553
2012-09-07,-4.0816
2012-10-09,-2.9787
2012-10-11,4.1667
2012-10-31,0.0
2012-12-17,0.216
2012-12-20,0.0
2012-12-21,2.5862
2012-12-28,-2.479
2012-12-31,14.6273
2013-01-08,-6.2206
2013-03-19,-5.2104
2013-05-08,3.5941
2013-05-24,0.4167
2013-05-29,4.7718
2013-06-03,1.9802
2013-08-09,0.9709
2013-10-14,0.0
2013-10-15,3.8462
2013-12-18,0.7605
2014-01-14,1.8868
2014-01-22,-0.9259
2014-01-27,0.9346
2014-03-11,4.0741
2014-03-28,0.5338
2014-04-03,0.0
2014-04-23,-0.708
2014-04-24,2.6738
2014-05-15,2.4735
2014-05-16,0.3448
2014-06-03,0.0
2014-06-12,0.0
2014-07-11,0.0
2014-09-08,20.2749
2014-10-14,0.7143
2014-11-19,0.7092
2014-11-25,0.2865
2015-03-09,7.2143
2015-04-14,-6.0626
2015-04-20,2.1277
2015-04-27,6.25
2015-04-30,0.0
2015-05-07,-1.9607999999999999
2015-05-22,0.0
2015-05-28,-2.7027
2015-05-29,-2.7778
2015-06-02,-1.4285999999999999
2015-06-03,-1.4493
2015-06-04,0.0
2015-06-10,-1.4706000000000001
2015-06-11,4.4776
2015-07-02,-4.2571
2015-07-06,-0.0298
2015-07-07,-3.7313
2015-07-16,8.5271
2015-07-17,2.8571
2015-08-13,0.0
2015-08-18,-0.6944
2015-08-24,-7.6923
2015-08-28,3.0303
2015-09-08,-2.9412000000000003
2015-09-23,-1.2121
2015-09-29,1.227
2015-10-07,-1.9697
2015-10-09,0.0
2015-10-23,4.4822
2016-01-12,-3.1477
2016-01-14,2.3438
2016-01-29,16.0305
2016-02-29,-0.2632
2016-04-04,0.0
2016-04-12,-7.6517
2016-04-14,0.0
2016-04-29,5.7143
2016-05-13,-7.4324
2016-05-18,10.219
2016-06-06,-3.3557
2016-06-21,-2.0833
2016-07-14,0.0
2016-07-22,-0.7092
2016-07-27,1.4285999999999999
2016-08-16,-7.0423
2016-08-18,9.0909
2016-09-19,-2.7778
2016-09-21,0.0
2017-03-09,2.519
2017-04-19,5.7143
2017-05-04,0.0
2017-05-05,0.0
2017-07-25,-4.1096
2017-09-20,0.0
2017-11-06,0.2857
2017-11-13,0.0
2017-11-30,-8.2408
2017-12-13,0.0
2018-01-03,-0.1592
2018-01-04,4.9442
2018-02-01,-0.3036
2018-02-16,-4.421
2018-02-20,-0.1595
2018-02-21,3.8339
2018-02-27,1.5385
2018-03-06,0.0
2018-03-12,3.0303
2018-03-26,0.0
2018-06-25,1.0811
2018-08-02,0.1485
2018-08-03,0.0
2018-08-14,0.0
2018-08-15,-1.1865999999999999
2018-08-21,-3.9328
2018-08-31,0.0
2018-09-11,0.0
2018-09-17,-0.625
2018-09-18,0.6289
2018-09-20,3.125
2018-09-26,-3.0303
2018-10-01,0.0
2018-10-22,-1.25
2018-10-29,-0.6329
2018-10-30,3.5032
2018-10-31,-3.3846
2018-11-08,0.0
2018-11-27,1.3072
2018-12-31,1.0323
2019-03-05,2.1711
2019-05-08,3.125
2019-06-05,2.4845
2019-06-25,-3.0303
2019-08-20,0.3125
2019-09-13,2.8037
2019-09-18,0.0
2019-09-19,0.7576
2019-10-04,-0.7218
2019-10-10,20.5695
2019-11-05,-2.0101
2019-11-06,-2.8974
2019-11-08,-6.7072
2019-11-11,2.604
2019-11-12,0.0
2019-11-15,-5.1904
2019-11-22,15.4418
2019-11-25,-0.1289
2019-11-29,-0.129
2019-12-10,-10.8527
2019-12-16,7.1014
2019-12-20,-7.6861
2019-12-26,8.326
2019-12-27,0.0
2019-12-30,-6.7659
2019-12-31,0.2903
2020-01-02,-0.1158
2020-01-13,0.0
2020-01-17,0.029
2020-01-24,2.8388999999999998
2020-01-27,-1.4085
2020-02-21,-1.5714000000000001
2020-02-25,0.4354
2020-03-11,3.7572
2020-03-12,3.0641
2020-03-27,0.0
2020-03-31,-13.5135
2020-04-07,-14.6875
2020-04-24,9.8901
2020-05-05,-3.3333
2020-05-29,-7.1804
2020-07-06,5.6604
2020-07-14,-3.5714
