ticker,SRUP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-13,112.0
2017-01-17,13.3962
2017-01-18,3.1614
2017-01-19,4.8387
2017-01-20,3.0769
2017-01-23,11.9403
2017-01-24,1.7332999999999998
2017-01-25,8.175
2017-01-26,-23.0653
2017-01-27,-62.2047
2017-01-30,-31.6667
2017-01-31,-51.9055
2017-02-01,14.1046
2017-02-02,-12.7778
2017-02-03,-22.293
2017-02-06,-1.6393
2017-02-07,3.6458
2017-02-08,7.7387
2017-02-09,-5.9701
2017-02-10,7.9365
2017-02-13,-10.2941
2017-02-14,-1.6393
2017-02-15,4.1667
2017-02-16,0.0
2017-02-17,-2.4
2017-02-21,0.0
2017-02-22,-1.6393
2017-02-23,8.3333
2017-02-24,9.2308
2017-02-27,5.6338
2017-03-01,6.6667
2017-03-02,-6.0938
2017-03-03,0.0
2017-03-06,0.0
2017-03-08,1.8303
2017-03-09,-5.8824
2017-03-10,9.5486
2017-03-13,0.7924
2017-03-15,-9.434
2017-03-16,0.0
2017-03-21,-1.3889
2017-03-23,-2.8169
2017-03-24,2.6268000000000002
2017-03-27,-2.5596
2017-03-28,-4.3478
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-03,6.0606
2017-04-04,2.8571
2017-04-13,-8.3333
2017-04-17,0.0
2017-04-19,0.0
2017-04-20,9.0909
2017-04-24,-16.6667
2017-04-25,16.4583
2017-04-26,-14.1324
2017-04-28,5.0
2017-05-01,-11.9048
2017-05-02,0.9009
2017-05-04,32.1429
2017-05-05,-10.8108
2017-05-08,1.5152
2017-05-09,4.4776
2017-05-10,-4.2857
2017-05-11,1.0261
2017-05-12,-1.0157
2017-05-15,0.0
2017-05-16,6.7164
2017-05-17,0.0
2017-05-19,39.8601
2017-05-22,12.6875
2017-05-23,-0.6101
2017-05-24,-1.7856999999999998
2017-05-25,4.5455
2017-05-26,-7.8261
2017-05-31,-2.8302
2017-06-02,0.0
2017-06-05,0.0
2017-06-06,6.7961
2017-06-07,0.0
2017-06-08,-0.9091
2017-06-09,-5.5963
2017-06-12,-5.7337
2017-06-13,2.9897
2017-06-14,20.1201
2017-06-15,-37.9167
2017-06-16,-26.1745
2017-06-19,-40.0
2017-06-20,-6.9697
2017-06-21,-30.8469
2017-06-22,-15.6854
2017-06-23,6.1453
2017-06-26,46.8421
2017-06-27,-10.7527
2017-06-28,-15.6627
2017-06-29,-5.2381
2017-06-30,-4.5226
2017-07-03,13.6842
2017-07-05,-15.2778
