ticker,SKAJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-28,-0.5086
2013-07-15,2.8086
2013-07-19,1.1173
2013-09-12,-3.3149
2013-09-19,0.0
2013-10-11,-0.0857
2015-12-10,-90.8493
2016-03-17,0.0
2016-03-18,-18.75
