ticker,SKPN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-18,0.0
2008-04-23,0.0
2008-04-24,0.0
2008-05-05,0.0
2008-05-06,21.0526
2008-05-07,8.6957
2008-05-08,-4.0
2008-05-09,-8.3333
2008-05-12,0.0
2008-05-13,7.2727
2008-05-14,10.1695
2008-05-15,0.0
2008-05-16,3.8462
2008-05-19,0.0
2008-05-20,-3.7037
2008-05-21,0.0
2008-05-22,0.0
2008-05-23,0.0
2008-05-27,-6.1538
2008-05-30,12.2951
2008-06-02,0.0
2008-06-03,1.4599
2008-06-04,0.7194
2008-06-05,-2.1429
2008-06-06,0.0
2008-06-09,3.6496
2008-06-10,0.7042
2008-06-12,0.0
2008-06-13,1.3986
2008-06-16,-3.4483
2008-06-17,0.0
2008-06-18,2.1429
2008-06-19,-2.0979
2008-06-20,-2.1429
2008-06-23,0.0
2008-06-25,0.0
2008-06-26,-1.4599
2008-06-27,0.0
2008-06-30,7.4074
2008-07-01,-2.7586
2008-07-02,2.8369
2008-07-07,-8.2759
2008-07-10,6.015
2008-07-11,-0.7092
2008-07-15,0.0
2008-07-16,-2.1429
2008-07-17,-0.0091
2008-07-18,2.1991
2008-07-21,2.8571
2008-07-22,0.0
2008-07-23,-2.7778
2008-07-24,0.0
2008-07-25,-0.0089
2008-07-29,0.0
2008-07-30,0.0089
2008-07-31,1.4285999999999999
2008-08-01,0.0
2008-08-04,-1.4085
2008-08-05,0.0
2008-08-06,2.8571
2008-08-07,0.6944
2008-08-08,-0.6897
2008-08-11,2.7083
2008-08-12,0.7437
2008-08-13,0.0
2008-08-15,0.6711
2008-08-18,-4.0
2008-08-19,0.6944
2008-08-20,-0.6897
2008-08-21,0.5556
2008-08-22,-0.5525
2008-08-26,0.0
2008-08-27,0.6944
2008-08-28,0.0
2008-09-02,-2.069
2008-09-03,-2.1127
2008-09-04,2.8777
2008-09-05,0.6993
2008-09-10,0.0
2008-09-11,-2.7778
2008-09-12,2.1429
2008-09-15,1.3986
2008-09-16,-4.1379
2008-09-24,-13.6691
2008-09-25,0.0
2008-09-26,-12.5
2008-09-30,19.0476
2008-10-01,-4.0
2008-10-02,-8.3333
2008-10-03,-8.1818
2008-10-06,-5.9406
2008-10-07,0.0
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,-10.526299999999999
2008-10-13,-23.5294
2008-10-17,-21.5385
2008-10-20,-3.9215999999999998
2008-10-23,0.0
2008-10-24,-28.5714
2008-10-27,8.5714
2008-10-28,5.2632
