ticker,ATMO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-20,0.0
2000-02-01,-20.0
2000-02-03,-25.0
2000-02-04,66.6667
2000-02-09,0.0
2000-03-03,0.0
2000-03-07,0.0
2000-03-10,-40.0
2000-03-13,33.3333
2000-03-15,12.5
2000-03-17,0.0
2000-03-21,0.0
2000-03-23,0.0
2000-03-29,0.0
2000-04-10,0.0
2000-05-05,0.0
2001-12-28,-92.2222
2002-05-21,-22.8571
2002-09-12,-37.037
2002-09-18,-5.8824
2002-10-08,-6.25
2002-10-09,-33.3333
2002-10-11,-50.0
2002-10-14,0.0
2003-05-06,20.0
2003-09-18,66.6667
2005-02-25,-30.0
2005-12-06,14.2857
2006-01-10,0.0
2006-11-29,0.0
2007-03-12,775.0
2007-04-10,-21.4286
2007-05-02,0.0
2007-05-15,-45.4545
2007-05-17,-16.6667
2007-06-04,-80.0
2007-06-06,-40.0
2007-06-13,-16.6667
2007-08-21,-38.0
2007-08-28,-9.6774
2007-09-05,-10.7143
2007-09-06,-82.4
2007-09-07,-4.5455
2007-09-11,-14.2857
2007-09-12,11.1111
2007-09-13,5.0
2007-09-14,0.0
2007-09-17,0.0
2007-09-18,4.7619
2007-09-19,13.6364
2007-09-20,8.0
2007-09-21,14.8148
2007-09-24,-1.6129
2007-09-25,1.6393
2007-09-26,-9.6774
2007-09-27,7.1429
2007-09-28,-3.3333
2007-10-01,3.4483
2007-10-03,0.0
2007-10-04,-3.3333
2007-10-05,0.0
2007-10-08,0.0
2007-10-09,-6.8966
2007-10-10,3.7037
2007-10-11,14.2857
2007-10-12,18.125
2007-10-15,11.1111
2007-10-16,-23.8095
2007-10-17,-43.75
2007-10-18,-33.3333
2007-10-19,8.3333
2007-10-22,-32.3077
2007-10-23,-14.7727
2007-10-24,-20.0
2007-10-25,-8.3333
2007-10-26,-18.1818
2007-10-29,0.0
2007-10-30,-44.4444
2007-10-31,40.0
2007-11-01,-14.2857
2007-11-02,0.0
2007-11-05,-16.6667
2007-11-06,16.0
2007-11-07,-13.7931
2007-11-08,-20.0
2007-11-09,15.0
2007-11-12,8.6957
2007-11-13,-8.0
2007-11-14,0.0
2007-11-15,0.0
2007-11-16,-13.0435
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,0.0
2007-11-26,-45.0
2007-11-27,-36.3636
2007-11-28,0.0
2007-11-29,14.2857
2007-11-30,-25.0
2007-12-03,66.6667
2007-12-04,-50.0
2007-12-05,20.0
2007-12-06,16.6667
