ticker,ATMO US Equity
2007-12-07,85.7143
2007-12-10,-61.5385
2007-12-11,0.0
2007-12-12,0.0
2007-12-13,60.0
2007-12-17,-25.0
2007-12-18,33.3333
2007-12-19,-31.25
2007-12-20,0.0
2007-12-21,-9.0909
2007-12-24,-10.0
2007-12-26,-4.1667
2007-12-27,-7.2464
2007-12-28,0.0
2007-12-31,0.0
2008-01-02,-25.0
2008-01-04,66.6667
2008-01-08,40.0
2008-01-09,-28.5714
2008-01-14,0.0
2008-01-16,40.0
2008-01-18,-28.5714
2008-01-22,0.0
2008-01-23,-20.0
2008-01-24,0.0
2008-01-25,-25.0
2008-01-29,0.0
2008-01-31,0.0
2008-02-05,0.0
2008-02-06,-16.6667
2008-02-07,0.0
2008-02-08,20.0
2008-02-11,33.3333
2008-02-13,0.0
2008-02-15,0.0
2008-02-19,0.0
2008-02-21,0.0
2008-02-29,-25.0
2008-03-03,0.0
2008-03-04,33.3333
2008-03-07,25.0
2008-03-11,20.0
2008-03-13,-16.6667
2008-03-14,0.0
2008-03-18,100.0
2008-03-20,0.0
2008-03-24,0.0
2008-03-25,-40.0
2008-03-26,16.6667
2008-03-28,0.0
2008-04-03,42.8571
2008-04-04,20.0
2008-04-09,0.0
2008-04-14,-16.6667
2008-04-16,-50.0
2008-04-18,0.0
2008-04-21,12.0
2008-04-23,39.2857
2008-04-24,-25.641
2008-04-28,-3.4483
2008-04-29,-32.1429
2008-04-30,0.0
2008-05-05,5.2632
2008-05-07,-50.0
2008-05-08,-30.0
2008-05-09,0.0
2008-05-13,228.5714
2008-05-14,-76.087
2008-05-21,0.0
2008-05-30,0.0
2008-06-19,0.0
2008-06-24,0.0
2008-07-30,0.0
2008-08-07,0.0
2008-08-26,0.0
2008-08-28,0.0
2008-09-10,0.0
2008-09-12,0.0
2008-09-22,263.6364
2008-09-23,-60.0
2008-09-26,-23.75
2008-10-03,0.0
2008-10-14,0.0
2008-10-24,1539.3443
2008-11-12,-93.0
2008-11-13,0.0
2008-11-14,-28.5714
2008-11-17,0.0
2008-11-18,-40.0
2008-11-19,733.3333
2008-11-20,-84.0
2008-11-21,525.0
2008-12-01,-60.0
2008-12-02,50.0
2008-12-03,-20.0
2008-12-04,25.0
2008-12-05,33.3333
2008-12-11,0.0
2008-12-18,-10.0
2008-12-22,-27.7778
2008-12-23,69.2308
2008-12-24,13.6364
2008-12-26,16.0
2008-12-29,3.4483
2008-12-30,10.0
2008-12-31,-21.2121
2009-01-02,-3.8462
2009-01-05,32.0
2009-01-07,21.2121
2009-01-09,-10.0
2009-01-12,19.4444
2009-01-16,4.6512
2009-01-20,0.0
2009-01-21,13.3333
2009-01-22,-1.9607999999999999
2009-01-23,2.0
2009-01-26,-1.9607999999999999
2009-01-29,0.0
2009-02-05,-64.0
2009-02-06,44.4444
2009-02-11,-30.7692
2009-02-13,0.0
2009-02-19,44.4444
2009-03-06,-11.538499999999999
2009-03-17,0.0
2009-03-30,-21.7391
2009-04-02,0.0
2009-04-15,27.7778
2009-05-06,-21.7391
2009-06-05,5.5556
2009-06-11,-90.0
2009-06-15,952.6316
2009-06-17,300.0
2009-07-16,-81.25
2009-08-07,0.0
2009-08-18,-80.0
2009-08-21,0.0
2009-09-14,0.0
2009-09-24,0.0
2009-09-30,0.0
2009-11-03,0.0
2009-11-18,0.0
2009-12-14,0.0
2009-12-28,0.0
2010-03-02,0.0
2010-03-18,0.0
2010-03-22,-66.6667
2010-03-29,0.0
2010-05-07,0.0
2010-06-30,0.0
2010-07-02,0.0
2010-08-09,0.0
2010-08-13,7400.0
2010-10-08,-96.0
2010-12-06,33.3333
2010-12-07,0.0
2010-12-13,0.0
2010-12-23,0.0
2011-01-12,0.0
2011-02-10,0.0
2011-02-25,0.0
2011-03-18,-87.5
2011-06-29,22.5
2011-09-22,6.1224
2011-11-11,0.0
2011-12-07,0.0
2011-12-20,0.0
2011-12-29,0.0
2012-04-13,0.0
2012-09-11,0.0
2012-09-20,0.0
2012-10-26,55.7692
2012-12-13,97.5309
2012-12-24,0.0
2012-12-28,0.0
2013-02-12,0.0
2013-04-01,0.0
2013-08-28,400.0
2013-08-29,40.0
2013-09-06,14.2857
2013-11-01,-12.5
2013-11-15,0.0
2013-11-25,0.0
2013-12-09,0.0
2013-12-17,0.0
2013-12-20,0.0
2014-01-24,0.0
2014-04-03,0.0
2014-05-15,14.2857
2014-08-25,-12.5
2014-11-04,0.0
2014-11-06,0.0
2014-11-21,0.0
2014-12-12,0.0
2014-12-18,0.0
2014-12-24,0.0
2015-01-16,0.0
2015-02-24,0.0
2015-03-10,-28.5714
2015-04-15,0.0
2015-07-01,0.0
2015-08-03,0.0
2015-08-05,100.0
2015-08-25,0.0
2015-08-27,50.0
2015-09-01,-96.6667
2015-11-20,1300.0
2015-11-30,-35.7143
2015-12-18,0.0
2015-12-31,0.0
2016-01-22,122.2222
2016-01-25,45.0
2016-01-26,-48.2759
2016-01-28,0.0
2016-02-01,0.0
2016-02-03,61.3333
2016-02-08,0.0
2016-03-14,-38.0165
2016-03-17,0.0
2016-03-24,15.3333
2016-05-09,-13.2948
2016-05-10,0.0
2016-05-19,15.3333
2016-06-08,44.5087
2016-06-14,20.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,16.6667
2016-06-23,11.4286
2016-06-24,1.2821
2016-06-27,0.0
2016-06-28,1.2658
2016-06-29,0.0
2016-06-30,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,44.5
2016-07-08,5.5363
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,121.3115
2016-07-18,2.963
2016-07-19,0.0
2016-07-20,0.7194
2016-07-21,-0.7143
2016-07-22,-10.0719
2016-07-25,60.0
2016-07-26,-10.0
2016-07-27,-1.1111
2016-07-28,3.9326
2016-07-29,35.1351
2016-08-02,60.0
2016-08-03,21.25
2016-08-04,-1.2371
2016-08-05,-1.8789
2016-08-08,5.1064
2016-08-10,-5.2632
2016-08-11,-11.3248
2016-08-12,-26.506
2016-08-17,14.7541
2016-08-18,14.2857
2016-08-19,12.0
2016-08-22,0.4464
2016-08-23,0.0
2016-08-24,-1.1111
2016-08-25,1.1236
2016-08-26,0.0
2016-08-29,20.0
2016-08-30,34.2593
2016-08-31,3.4483
2016-09-02,10.0
2016-09-07,9.2121
2016-09-09,8.1021
2016-09-13,-0.7187
2016-09-15,-2.2751
2016-09-19,0.5291
2016-09-21,-10.526299999999999
2016-09-27,-35.0588
2016-09-29,-22.1014
2016-10-07,20.0
2016-10-13,55.0388
2016-10-14,-16.25
2016-10-17,-2.9851
2016-10-20,-30.7692
2016-10-21,38.8889
2016-10-24,4.0
2016-10-25,-26.9231
2016-10-27,57.8947
2016-10-28,6.6667
2016-10-31,0.0
2016-11-07,12.25
2016-11-23,-0.3341
2016-12-21,0.0
2017-01-06,0.0
2017-01-11,0.4469
2017-01-18,1.7798
2017-02-06,-23.4973
2017-02-07,9.7143
2017-02-24,-30.9896
2017-02-27,-0.9434
2017-03-02,14.2857
2017-03-09,9.6667
2017-03-10,0.0
2017-03-13,18.997
2017-03-15,19.9234
2017-03-17,-0.9585
2017-03-21,-0.7527
2017-03-27,-19.8267
2017-04-11,9.7297
2017-04-12,1.601
2017-04-19,-63.6364
2017-04-20,8.3333
2017-04-21,-3.0769
2017-04-24,0.0
2017-04-26,-4.7619
2017-05-02,-33.3333
2017-05-05,12.0
2017-05-10,-21.875
2017-05-11,-80.0
2017-05-12,322.8571
2017-05-15,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,187.1622
2017-05-22,-3.7647
2017-05-23,-3.423
2017-05-31,-31.3924
2017-06-01,-26.1993
2017-06-07,-25.0
2017-06-12,0.0
2017-06-16,-32.0
2017-06-19,275.4902
2017-06-21,-2.3499
2017-06-26,-73.262
2017-06-30,0.0
2017-07-17,-39.98
2017-07-18,-16.6611
2017-07-19,19.951999999999998
2017-07-20,0.0
2017-07-21,-16.8333
2017-07-24,0.2004
2017-07-25,0.0
2017-07-31,10.0
2017-08-04,-25.4545
2017-08-14,2.439
2017-08-15,-28.5714
2017-08-16,23.3333
2017-08-17,0.0
2017-08-22,-32.4324
2017-08-25,20.0
2017-08-28,0.0
2017-08-29,70.0
2017-08-30,76.4706
2017-08-31,66.6667
2017-09-01,0.0
2017-09-05,62.6667
2017-09-06,50.8197
2017-09-07,4.6196
2017-09-08,46.7532
2017-09-11,19.469
2017-09-13,49.9259
2017-09-14,147.0356
2017-09-18,2.0
2017-09-19,3.9608
2017-09-20,8.6382
2017-09-21,21.5625
2017-09-22,114.2245
2017-09-25,-0.0133
2017-10-12,-87.3316
2017-10-13,15.7895
2017-10-18,0.0909
2017-10-23,4.9955
2017-10-24,0.0
2017-11-07,-47.2318
2017-11-08,0.0
2018-01-16,-34.4262
2018-01-25,0.0
2018-01-26,0.0
2018-01-29,-73.8025
2018-02-22,-47.5141
2018-02-23,-9.0909
2018-02-27,0.0
2018-03-07,-30.0
2019-04-10,-97.1429
2019-04-15,60.0
2019-08-30,-74.8625
2019-11-07,0.0
2019-12-27,-0.0497
