ticker,DMTK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-15,0.0
2017-08-17,-0.2062
2017-08-21,0.0
2017-08-24,0.0
2017-08-28,0.2066
2017-08-30,0.0
2017-08-31,0.4124
2017-09-06,0.4107
2017-09-08,0.0
2017-09-11,0.0
2017-09-18,0.0
2017-09-25,-0.2045
2017-09-26,-0.1025
2017-09-27,0.0
2017-10-05,-0.3077
2017-10-09,0.2058
2017-10-10,0.2053
2017-10-11,0.0
2017-10-16,0.9221
2017-10-17,-1.0152
2017-10-20,-0.001
2017-10-23,0.001
2017-10-26,-0.2051
2017-11-07,-0.4111
2017-11-08,0.3096
2017-11-09,-0.1029
2017-11-13,0.102
2017-11-16,0.001
2017-11-29,-0.001
2017-12-05,0.001
2017-12-07,0.1029
2017-12-11,0.4111
2017-12-12,0.0
2017-12-13,0.0
2017-12-15,-0.3071
2017-12-27,0.1027
2018-01-03,0.0
2018-01-04,0.0954
2018-01-08,0.0072
2018-01-09,0.1025
2018-01-19,0.0
2018-01-22,-0.2047
2018-01-23,0.2051
2018-01-24,0.0
2018-01-25,0.1024
2018-02-06,-0.1022
2018-02-07,-0.1024
2018-02-12,0.0
2018-02-13,-0.1025
2018-02-14,0.2051
2018-02-15,-0.4094
2018-02-16,0.3083
2018-02-21,0.3074
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.3064
2018-03-01,0.0
2018-03-05,-0.1018
2018-03-06,0.2039
2018-03-07,0.1017
2018-03-08,-0.2033
2018-03-09,0.2037
2018-03-13,0.1016
2018-03-14,0.0
2018-03-19,0.0
2018-03-22,0.0
2018-03-23,0.1005
2018-03-26,0.001
2018-03-27,0.1014
2018-03-29,0.0
2018-04-05,0.2026
2018-04-06,0.1011
2018-04-10,0.0
2018-04-13,0.0
2018-04-18,0.0
2018-04-20,0.5051
2018-04-23,-0.1005
2018-04-24,-0.1006
2018-04-25,0.0
2018-04-26,0.1007
2018-04-30,-0.1006
2018-05-02,0.0413
2018-05-03,0.462
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,-0.4008
2018-05-14,0.4024
2018-05-15,-0.4008
2018-05-16,-0.1006
2018-05-18,-0.1007
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-29,0.0
2018-06-01,0.0
2018-06-04,0.3024
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-12,0.0
2018-06-13,0.402
2018-06-18,-0.3003
2018-06-20,-0.1004
2018-06-21,0.0
