ticker,CAR US Equity
2000-05-23,-3.5088
2000-05-24,-1.8182
2000-05-25,0.463
2000-05-26,-3.6866
2000-05-30,0.9569
2000-05-31,0.4739
2000-06-01,-0.9434
2000-06-02,1.9048
2000-06-05,-5.1402
2000-06-06,2.4631
2000-06-07,-2.8846
2000-06-08,0.0
2000-06-09,0.495
2000-06-12,-2.4631
2000-06-13,-1.7677
2000-06-14,2.3136
2000-06-15,8.5427
2000-06-16,0.0
2000-06-19,-0.9259
2000-06-20,-3.271
2000-06-21,-0.9662
2000-06-22,-1.4634
2000-06-23,-0.9901
2000-06-26,-0.5
2000-06-27,3.5176
2000-06-28,16.5049
2000-06-29,-0.8333
2000-06-30,-5.8824
2000-07-03,5.3571
2000-07-05,-1.2711999999999999
2000-07-06,-1.2876
2000-07-07,0.4348
2000-07-10,-1.7316
2000-07-11,-1.7621
2000-07-12,0.0
2000-07-13,1.3453
2000-07-14,2.6549
2000-07-17,1.2931
2000-07-18,-6.383
2000-07-19,1.8182
2000-07-20,-0.8929
2000-07-21,-2.2523
2000-07-24,-0.9217
2000-07-25,-0.9302
2000-07-26,-7.5117
2000-07-27,-1.0152
2000-07-28,2.0513
2000-07-31,3.0151
2000-08-01,0.4878
2000-08-02,-0.9709
2000-08-03,-0.4902
2000-08-04,5.4187
2000-08-07,0.0
2000-08-08,-1.8692
2000-08-09,0.9524
2000-08-10,-4.2453
2000-08-11,2.4631
2000-08-14,2.4038
2000-08-15,-2.8169
2000-08-16,0.9662
2000-08-17,-1.9139
2000-08-18,-0.9756
2000-08-21,2.4631
2000-08-22,-1.4423
2000-08-23,-1.4634
2000-08-24,1.4851
2000-08-25,2.439
2000-08-28,-0.4762
2000-08-29,-1.4354
2000-08-30,1.4563
2000-08-31,1.1067
2000-09-01,-2.041
2000-09-05,14.9758
2000-09-06,-12.605
2000-09-07,0.0
2000-09-08,-1.9231
2000-09-11,2.451
2000-09-12,-0.4785
2000-09-13,-1.4423
2000-09-14,-1.4634
2000-09-15,0.495
2000-09-18,-5.4187
2000-09-19,-2.0833
2000-09-20,-2.1277
2000-09-21,-2.1739
2000-09-22,-4.4444
2000-09-25,0.0
2000-09-26,0.0
2000-09-27,-1.1628
2000-09-28,5.8824
2000-09-29,-3.3333
2000-10-02,-2.2989
2000-10-03,-4.1176
2000-10-04,1.8405
2000-10-05,0.6024
2000-10-06,-5.3892
2000-10-09,1.2658
2000-10-10,-3.125
2000-10-11,-2.5806
2000-10-12,-2.649
2000-10-13,-1.3605
2000-10-16,4.8276
2000-10-17,-5.9211
2000-10-18,-4.8951
2000-10-19,14.7059
2000-10-20,0.641
2000-10-23,0.0
2000-10-24,1.9108
2000-10-25,-2.5
2000-10-26,1.9231
2000-10-27,10.0629
2000-10-30,8.5714
2000-10-31,1.0526
2000-11-01,0.5208
2000-11-02,1.0363
2000-11-03,3.0769
2000-11-06,0.0
2000-11-07,-1.99
2000-11-08,0.5076
2000-11-09,-1.5152
2000-11-10,-1.5385
2000-11-13,-4.1667
2000-11-14,-7.0652
2000-11-15,2.3392
2000-11-16,-3.4286
2000-11-17,-4.142
2000-11-20,-2.4691
2000-11-21,-1.2658
2000-11-22,-5.1282
2000-11-24,4.0541
2000-11-27,-2.5974
2000-11-28,2.0
2000-11-29,-1.3072
2000-11-30,-2.649
2000-12-01,0.6803
2000-12-04,-4.0541
2000-12-05,5.6338
2000-12-06,-0.6667
2000-12-07,-1.3423
2000-12-08,1.3605
2000-12-11,8.0537
2000-12-12,3.1056
2000-12-13,3.6145
2000-12-14,-1.7442
2000-12-15,-4.7337
2000-12-18,0.0
2000-12-19,-4.3478
2000-12-20,-1.2987
2000-12-21,-5.9211
2000-12-22,4.8951
2000-12-26,-3.3333
2000-12-27,3.4483
2000-12-28,0.0
2000-12-29,2.6667
2001-01-02,0.0
2001-01-03,17.5325
2001-01-04,0.0
2001-01-05,-0.5525
2001-01-08,-2.2222
2001-01-09,1.7045
2001-01-10,3.9106
2001-01-11,2.1505
2001-01-12,5.2632
2001-01-16,-1.0
2001-01-17,3.5354
2001-01-18,4.3902
2001-01-19,-2.3364
2001-01-22,-1.4354
2001-01-23,2.4272
2001-01-24,0.4739
2001-01-25,-1.8868
2001-01-26,-2.8846
2001-01-29,1.8614000000000002
2001-01-30,1.0886
2001-01-31,-1.4615
2001-02-01,3.8251
2001-02-02,-0.9023
2001-02-05,0.7587
2001-02-06,-0.6024
2001-02-07,4.5455
2001-02-08,-3.5507
2001-02-09,-0.9016
2001-02-12,1.9712
2001-02-13,1.0409
2001-02-14,1.1773
2001-02-15,0.3636
2001-02-16,-0.1449
2001-02-20,-1.8142
2001-02-21,-3.0303
2001-02-22,0.6098
2001-02-23,-1.4394
2001-02-26,0.9224
2001-02-27,0.0
2001-02-28,-0.3808
2001-03-01,0.1529
2001-03-02,0.9924
2001-03-05,1.285
2001-03-06,1.194
2001-03-07,4.646
2001-03-08,4.0169
2001-03-09,-0.2033
2001-03-12,-5.2274
2001-03-13,3.3668
2001-03-14,-1.4553
2001-03-15,0.9845
2001-03-16,1.1838
2001-03-19,1.4453
2001-03-20,-2.9851
2001-03-21,-5.1049
2001-03-22,-3.0214
2001-03-23,2.8116
2001-03-26,3.1042
2001-03-27,2.509
2001-03-28,-0.3497
2001-03-29,1.7544
2001-03-30,0.6207
2001-04-02,-1.1652
2001-04-03,-3.6755
2001-04-04,0.7919
2001-04-05,3.5714
2001-04-06,0.0
2001-04-09,6.5517
2001-04-10,1.6827999999999999
2001-04-11,-1.655
2001-04-12,0.1942
2001-04-16,1.4212
2001-04-17,4.4586
2001-04-18,2.9878
2001-04-19,6.5127
2001-04-20,-3.5019
2001-04-23,-1.4977
2001-04-24,-0.0585
2001-04-25,1.6383999999999999
2001-04-26,2.1877
2001-04-27,2.2535
2001-04-30,-2.259
2001-05-01,-1.9165999999999999
2001-05-02,2.8736
2001-05-03,-1.8994
2001-05-04,0.5125
2001-05-07,1.9263
2001-05-08,-0.8338
2001-05-09,0.5605
2001-05-10,-2.5641
2001-05-11,-2.1739
2001-05-14,1.2865
2001-05-15,3.3487
2001-05-16,1.1173
2001-05-17,-1.5470000000000002
2001-05-18,0.6173
2001-05-21,1.5059
2001-05-22,4.1209
2001-05-23,-1.6359
2001-05-24,2.0923
2001-05-25,-0.8408
2001-05-29,-0.6359
2001-05-30,1.0667
2001-05-31,1.2137
2001-06-01,-1.0428
2001-06-04,0.1054
2001-06-05,1.1579
2001-06-06,-3.8502
2001-06-07,-2.1104
2001-06-08,1.7137
2001-06-11,-0.7609
2001-06-12,0.0548
2001-06-13,1.2589000000000001
2001-06-14,0.5405
2001-06-15,-0.8065
2001-06-18,3.0894
2001-06-19,2.8391
2001-06-20,2.2495
2001-06-21,1.85
2001-06-22,-1.6691
2001-06-25,-1.2981
2001-06-26,1.7704
2001-06-27,-1.839
2001-06-28,-0.5063
2001-06-29,-0.7634
2001-07-02,3.1282
2001-07-03,0.5967
2001-07-05,3.3119
2001-07-06,-1.9139
2001-07-09,-1.2195
2001-07-10,-0.5432
2001-07-11,2.433
2001-07-12,0.5817
2001-07-13,0.2892
2001-07-16,-1.3936
2001-07-17,0.0
2001-07-18,-1.7057
2001-07-19,6.7427
2001-07-20,-1.5792000000000002
2001-07-23,-2.1236
2001-07-24,-1.5911
2001-07-25,1.2739
2001-07-26,-0.8708
2001-07-27,1.6105
2001-07-30,-1.4889999999999999
2001-07-31,-0.7801
2001-08-01,-3.0467
2001-08-02,-1.1657
2001-08-03,0.0
2001-08-06,0.4615
2001-08-07,2.0929
2001-08-08,-0.65
2001-08-09,-2.466
2001-08-10,-0.9288
2001-08-13,2.1875
2001-08-14,1.682
2001-08-15,1.8045
2001-08-16,-0.7878
2001-08-17,-0.5459
2001-08-20,-0.0499
2001-08-21,2.4463
2001-08-22,-0.6823
2001-08-23,1.9136
2001-08-24,-0.7703
2001-08-27,-2.3775
2001-08-28,-2.0875
2001-08-29,-1.7766
2001-08-30,-1.5504
2001-08-31,0.105
2001-09-04,-1.0488
2001-09-05,-1.4308
2001-09-06,-1.8279999999999998
2001-09-07,-4.1621
2001-09-10,1.4857
2001-09-17,-18.9189
2001-09-18,-3.4722
2001-09-19,-10.0719
2001-09-20,-6.48
2001-09-21,-5.6459
2001-09-24,4.6238
2001-09-25,5.286
2001-09-26,-4.6091
2001-09-27,-1.2942
2001-09-28,11.8881
2001-10-01,-1.0156
2001-10-02,-3.8674
2001-10-03,5.9113
2001-10-04,2.093
2001-10-05,-1.2908
2001-10-08,-6.5385
2001-10-09,-0.9053
2001-10-10,3.6545
2001-10-11,9.375
2001-10-12,-0.1465
2001-10-15,-4.2553
2001-10-16,0.0
2001-10-17,-1.5326
2001-10-18,1.4008
2001-10-19,0.8442
2001-10-22,2.3592
2001-10-23,2.6766
2001-10-24,-0.4345
2001-10-25,-1.0909
2001-10-26,1.8382
2001-10-29,-3.1769
2001-10-30,-3.8777
2001-10-31,0.5431
2001-11-01,3.1636
2001-11-02,0.6731
2001-11-05,2.3031
2001-11-06,0.581
2001-11-07,0.6498
2001-11-08,1.5065
2001-11-09,2.8269
2001-11-12,-4.6735
2001-11-13,1.6583
2001-11-14,5.2482
2001-11-15,5.9973
2001-11-16,2.6701
2001-11-19,0.6192
2001-11-20,-3.2615
2001-11-21,1.7812000000000001
2001-11-23,0.9375
2001-11-26,1.2384
2001-11-27,0.0612
2001-11-28,-0.0611
2001-11-29,1.5291000000000001
2001-11-30,2.6506
2001-12-03,-0.4695
2001-12-04,2.2995
2001-12-05,2.536
2001-12-06,2.8668
2001-12-07,3.0055
2001-12-10,-1.2732
2001-12-11,1.1284
2001-12-12,1.5409000000000002
2001-12-13,-1.9885000000000002
2001-12-14,0.0534
2001-12-17,1.6542
2001-12-18,2.3622
2001-12-19,-0.2564
2001-12-20,0.0
2001-12-21,0.7712
2001-12-24,-3.1122
2001-12-26,0.5266
2001-12-27,2.0953
2001-12-28,1.6419000000000001
2001-12-31,-1.0096
2002-01-02,-1.5808
2002-01-03,-0.6736
2002-01-04,-0.2608
2002-01-07,-0.4184
2002-01-08,-1.7856999999999998
2002-01-09,1.8717000000000001
2002-01-10,0.9974
2002-01-11,-0.4678
2002-01-14,-1.4099
2002-01-15,0.5297
2002-01-16,0.1581
2002-01-17,1.1047
2002-01-18,-0.8845
2002-01-22,2.2572
2002-01-23,-1.4374
2002-01-24,-1.7187999999999999
2002-01-25,-2.2258
2002-01-28,-0.542
2002-01-29,-9.9728
2002-01-30,-2.8449999999999998
2002-01-31,8.9097
2002-02-01,-5.0343
2002-02-04,-4.3373
2002-02-05,-3.3375
2002-02-06,1.4332
2002-02-07,2.8902
2002-02-08,3.1211
2002-02-11,1.3317
2002-02-12,-2.8076
2002-02-13,1.721
2002-02-14,-0.423
2002-02-15,-2.0631
2002-02-19,-2.974
2002-02-20,3.1928
2002-02-21,-2.5371
2002-02-22,-0.4444
2002-02-25,1.9133
2002-02-26,3.8173
2002-02-27,5.5455
2002-02-28,-0.5711
2002-03-01,4.7099
2002-03-04,0.384
2002-03-05,0.8743
2002-03-06,1.7875999999999999
2002-03-07,-2.2885
2002-03-08,0.7081
2002-03-11,-0.2704
2002-03-12,0.0
2002-03-13,-1.0846
2002-03-14,2.4671
2002-03-15,0.9096
2002-03-18,2.0679
2002-03-19,3.8442
2002-03-20,-0.4002
2002-03-21,-1.9588
2002-03-22,1.6905999999999999
2002-03-25,-3.4761
2002-03-26,-0.0522
2002-03-27,-0.2089
2002-03-28,0.471
2002-04-01,-0.9375
2002-04-02,-1.8927
2002-04-03,-1.0718
2002-04-04,1.1376
2002-04-05,-0.3749
2002-04-08,0.3763
2002-04-09,0.0536
2002-04-10,-0.7495
2002-04-11,-0.2157
2002-04-12,-3.2432
2002-04-15,1.5642
2002-04-16,3.1353
2002-04-17,-0.3733
2002-04-18,1.8737
2002-04-19,-1.8392
2002-04-22,-0.6959
2002-04-23,-0.4852
2002-04-24,2.7086
2002-04-25,-1.1602999999999999
2002-04-26,-1.8143
2002-04-29,-2.337
2002-04-30,0.1113
2002-05-01,-0.7226
2002-05-02,3.4714
2002-05-03,-1.3528
2002-05-06,-2.249
2002-05-07,1.1223
2002-05-08,2.3862
2002-05-09,-1.626
2002-05-10,-2.3691
2002-05-13,1.5800999999999998
2002-05-14,3.2222
2002-05-15,0.8073
2002-05-16,-0.1602
2002-05-17,-1.123
2002-05-20,-1.1898
2002-05-21,1.1494
2002-05-22,-1.0823
2002-05-23,1.2035
2002-05-24,-1.7297
2002-05-28,-1.5952
2002-05-29,0.3354
2002-05-30,-1.7269999999999999
2002-05-31,3.6281
2002-06-03,-3.884
2002-06-04,-1.8782
2002-06-05,1.2181
2002-06-06,-2.063
2002-06-07,-1.4628
2002-06-10,-1.7221
2002-06-11,-1.6314
2002-06-12,-3.5012
2002-06-13,0.0
2002-06-14,0.7002
2002-06-17,4.9305
2002-06-18,-0.3012
2002-06-19,-3.3233
2002-06-20,-2.6875
2002-06-21,-0.4496
2002-06-24,0.2581
2002-06-25,-0.7722
2002-06-26,-1.751
2002-06-27,1.1881
2002-06-28,3.5877
2002-07-01,-3.2746
2002-07-02,-4.9479
2002-07-03,3.8356
2002-07-05,3.2982
2002-07-08,-1.341
2002-07-09,-3.1715
2002-07-10,-4.6123
2002-07-11,-1.8921000000000001
2002-07-12,1.0714
2002-07-15,-1.8375
2002-07-16,-4.8956
2002-07-17,3.5579
2002-07-18,-6.7982
2002-07-19,3.8430999999999997
2002-07-22,-3.1722
2002-07-23,-3.8222
2002-07-24,3.163
2002-07-25,-0.7862
2002-07-26,3.4073
2002-07-29,9.1954
2002-07-30,-0.2807
2002-07-31,-2.7445
2002-08-01,-1.1577
2002-08-02,-6.735
2002-08-05,-3.9246
2002-08-06,7.7614
2002-08-07,0.3033
2002-08-08,1.5117
2002-08-09,1.1914
2002-08-12,0.0
2002-08-13,-1.6924000000000001
2002-08-14,1.1976
2002-08-15,8.432
2002-08-16,1.9782
2002-08-19,-0.2676
2002-08-20,-0.1341
2002-08-21,-0.2686
2002-08-22,2.0202
2002-08-23,-1.3860999999999999
2002-08-26,1.071
2002-08-27,-2.053
2002-08-28,-0.6085
2002-08-29,-1.0204
2002-08-30,-1.6495
2002-09-03,-5.4507
2002-09-04,5.3215
2002-09-05,-2.1053
2002-09-06,2.7957
2002-09-09,0.0
2002-09-10,1.325
2002-09-11,-0.6882
2002-09-12,-0.9702
2002-09-13,1.2596
2002-09-16,0.0691
2002-09-17,-2.6243
2002-09-18,-0.1418
2002-09-19,-6.321
2002-09-20,0.9098
2002-09-23,-1.2772000000000001
2002-09-24,-1.3699
2002-09-25,-13.1944
2002-09-26,-4.4444
2002-09-27,2.3256
2002-09-30,-2.1818
2002-10-01,3.3457
2002-10-02,-2.2482
2002-10-03,-1.8399
2002-10-04,-0.656
2002-10-07,-4.8113
2002-10-08,0.5946
2002-10-09,-10.936
2002-10-10,8.4071
2002-10-11,12.2449
2002-10-14,-2.5455
2002-10-15,10.8209
2002-10-16,-4.5455
2002-10-17,5.1146
2002-10-18,-3.5235
2002-10-21,6.6957
2002-10-22,1.956
2002-10-23,1.5987
2002-10-24,-3.3045
2002-10-25,-0.895
2002-10-28,-2.7915
2002-10-29,0.1689
2002-10-30,1.1804000000000001
2002-10-31,-4.1667
2002-11-01,3.4783
2002-11-04,4.2017
2002-11-05,-0.8065
2002-11-06,1.7886
2002-11-07,-2.6358
2002-11-08,-1.1485
2002-11-11,0.0
2002-11-12,-0.5809
2002-11-13,-2.6711
2002-11-14,0.0
2002-11-15,2.1441
2002-11-18,3.5263999999999998
2002-11-19,-1.8654
2002-11-20,2.8099
2002-11-21,3.537
2002-11-22,-1.3975
2002-11-25,-3.4646
2002-11-26,-3.752
2002-11-27,5.2542
2002-11-29,1.2882
2002-12-02,-3.2591
2002-12-03,1.1504
2002-12-04,0.9748
2002-12-05,-2.2526
2002-12-06,1.2346
2002-12-09,-2.9268
2002-12-10,1.1724999999999999
2002-12-11,0.2483
2002-12-12,-0.9909
2002-12-13,-4.6706
2002-12-16,1.4873
2002-12-17,-4.3966
2002-12-18,1.4426999999999999
2002-12-19,-3.1111
2002-12-20,1.8349
2002-12-23,-0.9009
2002-12-24,-0.4545
2002-12-26,0.3653
2002-12-27,-3.4577
2002-12-30,-0.6598
2002-12-31,-0.5693
2003-01-02,3.0534
2003-01-03,3.0556
2003-01-06,1.0782
2003-01-07,-2.9333
2003-01-08,-1.1905000000000001
2003-01-09,4.1705
2003-01-10,0.6228
2003-01-13,3.0062
2003-01-14,-0.2575
2003-01-15,-0.0861
2003-01-16,-0.1723
2003-01-17,1.7256
2003-01-21,-2.0356
2003-01-22,-3.7229
2003-01-23,1.8885
2003-01-24,-0.1765
2003-01-27,-0.5305
2003-01-28,-0.4444
2003-01-29,0.9821
2003-01-30,-2.8294
2003-01-31,0.8189
2003-02-03,-1.6245
2003-02-04,-1.8349
2003-02-05,-1.3084
2003-02-06,4.5455
2003-02-07,-0.3623
2003-02-10,4.0
2003-02-11,0.7867
2003-02-12,-4.0763
2003-02-13,0.1808
2003-02-14,0.6318
2003-02-18,5.6502
2003-02-19,-2.3769
2003-02-20,-0.7826
2003-02-21,3.5933
2003-02-24,-2.2843
2003-02-25,0.4329
2003-02-26,1.2931
2003-02-27,4.766
2003-02-28,0.0
2003-03-03,-0.8936
2003-03-04,-0.4098
2003-03-05,0.9053
2003-03-06,-1.0604
2003-03-07,3.1327
2003-03-10,-2.0783
2003-03-11,-3.102
2003-03-12,1.6007
2003-03-13,0.7463
2003-03-14,2.7984
2003-03-17,2.7222
2003-03-18,2.1044
2003-03-19,-0.3817
2003-03-20,3.4483
2003-03-21,3.3333
2003-03-24,-4.8746
2003-03-25,1.3564
2003-03-26,-1.487
2003-03-27,-1.3585
2003-03-28,0.0765
2003-03-31,-2.9052
2003-04-01,-0.2362
2003-04-02,4.6567
2003-04-03,-1.5836999999999999
2003-04-04,-1.6092
2003-04-07,2.1028000000000002
2003-04-08,-0.9916
2003-04-09,-1.6949
2003-04-10,-0.4702
2003-04-11,1.1811
2003-04-14,2.4125
2003-04-15,0.304
2003-04-16,-2.4242
2003-04-17,1.6303999999999998
2003-04-21,-0.8403
2003-04-22,5.0847
2003-04-23,1.173
2003-04-24,-1.2319
2003-04-25,-2.2744
2003-04-28,4.0541
2003-04-29,3.3189
2003-04-30,-0.2793
2003-05-01,1.1905000000000001
2003-05-02,2.3529
2003-05-05,-0.7437
2003-05-06,2.1117
2003-05-07,0.0
2003-05-08,-0.0667
2003-05-09,-0.7343
2003-05-12,2.3537
2003-05-13,0.4599
2003-05-14,-0.5886
2003-05-15,4.3421
2003-05-16,0.8197
2003-05-19,-4.5028
2003-05-20,-0.0655
2003-05-21,-0.0655
2003-05-22,3.7377000000000002
2003-05-23,3.4134
2003-05-27,1.6503999999999999
2003-05-28,-1.0222
2003-05-29,-1.0328
2003-05-30,3.1308
2003-06-02,-0.2976
2003-06-03,-0.597
2003-06-04,1.7417
2003-06-05,2.6564
2003-06-06,-1.2076
2003-06-09,-2.3865
2003-06-10,2.266
2003-06-11,3.0321
2003-06-12,0.7923
2003-06-13,-0.8422
2003-06-16,3.4541
2003-06-17,0.6021
2003-06-18,0.0544
2003-06-19,-3.4802
2003-06-20,-0.3944
2003-06-23,0.8484
2003-06-24,-0.5609
2003-06-25,0.1128
2003-06-26,0.6197
2003-06-27,1.1198
2003-06-30,1.4396
2003-07-01,0.7096
2003-07-02,0.271
2003-07-03,-1.5676
2003-07-07,2.6359
2003-07-08,1.7121
2003-07-09,1.5255
2003-07-10,-2.9534000000000002
2003-07-11,-0.1602
2003-07-14,0.1604
2003-07-15,0.1068
2003-07-16,-2.08
2003-07-17,-2.5054
2003-07-18,0.2793
2003-07-21,-1.6713
2003-07-22,1.9263
2003-07-23,-1.3897
2003-07-24,-1.1838
2003-07-25,4.0502
2003-07-28,3.0154
2003-07-29,-2.0224
2003-07-30,-2.4986
2003-07-31,0.0
2003-08-01,-3.1198
2003-08-04,-0.115
2003-08-05,-2.4755
2003-08-06,0.059
2003-08-07,0.708
2003-08-08,0.7616
2003-08-11,-0.5814
2003-08-12,2.3392
2003-08-13,-1.4285999999999999
2003-08-14,1.5652
2003-08-15,-1.8265
2003-08-18,2.5581
2003-08-19,1.7574
2003-08-20,-0.2786
2003-08-21,-0.4469
2003-08-22,-0.954
2003-08-25,-0.9065
2003-08-26,-1.0863
2003-08-27,-0.4046
2003-08-28,3.7725
2003-08-29,0.5593
2003-09-02,1.5017
2003-09-03,-0.2192
2003-09-04,1.4827
2003-09-05,-0.4329
2003-09-08,0.2717
2003-09-09,-1.2466
2003-09-10,-3.787
2003-09-11,3.2516
2003-09-12,1.6575
2003-09-15,-0.8696
2003-09-16,2.7961
2003-09-17,1.12
2003-09-18,0.1582
2003-09-19,-0.158
2003-09-22,-1.3713
2003-09-23,2.1925
2003-09-24,-1.3082
2003-09-25,-3.0753
2003-09-26,0.3829
2003-09-29,1.4169
2003-09-30,0.4299
2003-10-01,0.0
2003-10-02,-1.7121
2003-10-03,1.3609
2003-10-06,0.9667
2003-10-07,2.3936
2003-10-08,-0.2078
2003-10-09,-0.2082
2003-10-10,1.4085
2003-10-13,1.1317
2003-10-14,0.763
2003-10-15,-0.5553
2003-10-16,-0.1523
2003-10-17,-1.7285
2003-10-20,2.328
2003-10-21,1.365
2003-10-22,-0.5486
2003-10-23,-0.652
2003-10-24,-0.5048
2003-10-27,1.4205999999999999
2003-10-28,2.3512
2003-10-29,-1.0264
2003-10-30,1.1358
2003-10-31,-0.2441
2003-11-03,1.0279
2003-11-04,-0.8236
2003-11-05,0.7328
2003-11-06,1.1639
2003-11-07,0.2397
2003-11-10,-0.0478
2003-11-11,0.3349
2003-11-12,1.6691
2003-11-13,0.3752
2003-11-14,-1.729
2003-11-17,0.1427
2003-11-18,1.567
2003-11-19,-0.187
2003-11-20,-0.1874
2003-11-21,-0.5162
2003-11-24,1.1320999999999999
2003-11-25,0.653
2003-11-26,2.0389
2003-11-28,0.6358
2003-12-01,0.4061
2003-12-02,-0.4944
2003-12-03,-0.0452
2003-12-04,-1.3556
2003-12-05,-1.6949
2003-12-08,0.8388
2003-12-09,-2.403
2003-12-10,-1.3258
2003-12-11,1.6315
2003-12-12,-0.5666
2003-12-15,0.4748
2003-12-16,-0.4726
2003-12-17,-0.8547
2003-12-18,2.5862
2003-12-19,1.4472
2003-12-22,0.5522
2003-12-23,-0.2288
2003-12-24,-0.367
2003-12-26,-0.4604
2003-12-29,2.3589
2003-12-30,0.7682
2003-12-31,-0.1345
2004-01-02,-1.4369
2004-01-05,2.9157
2004-01-06,-0.7968
2004-01-07,0.9371
2004-01-08,0.5305
2004-01-09,-0.2639
2004-01-12,0.6614
2004-01-13,-1.2265
2004-01-14,1.5078
2004-01-15,-0.3495
2004-01-16,0.3946
2004-01-20,-0.5677
2004-01-21,1.0101
2004-01-22,-0.0435
2004-01-23,-0.9569
2004-01-26,1.7567
2004-01-27,0.5611
2004-01-28,-2.9614000000000003
2004-01-29,-1.2826
2004-01-30,1.4785
2004-02-02,1.0596
2004-02-03,-0.5242
2004-02-04,-0.1318
2004-02-05,-4.3975
2004-02-06,1.5638999999999998
2004-02-09,2.2645
2004-02-10,2.0815
2004-02-11,0.8677
2004-02-12,-1.7633999999999999
2004-02-13,-0.2627
2004-02-17,0.5707
2004-02-18,-0.4801
2004-02-19,-1.6667
2004-02-20,0.4027
2004-02-23,-0.7576
2004-02-24,1.2572999999999999
2004-02-25,0.7539
2004-02-26,1.7606000000000002
2004-02-27,-1.8166
2004-03-01,2.8194
2004-03-02,-0.7284
2004-03-03,0.5611
2004-03-04,1.03
2004-03-05,1.3594
2004-03-08,-1.9279
2004-03-09,0.1282
2004-03-10,-0.3414
2004-03-11,-1.97
2004-03-12,1.4417
2004-03-15,-1.9811
2004-03-16,2.3726
2004-03-17,0.6438
2004-03-18,-0.2559
2004-03-19,-0.513
2004-03-22,-1.0743
2004-03-23,0.4778
2004-03-24,-0.0432
2004-03-25,1.4706000000000001
2004-03-26,1.705
2004-03-29,0.3772
2004-03-30,1.2109
2004-03-31,0.6188
2004-04-01,1.845
2004-04-02,-0.4428
2004-04-05,-0.0809
2004-04-06,0.688
2004-04-07,-0.1206
2004-04-08,-0.4829
2004-04-12,0.1213
2004-04-13,-1.3732
2004-04-14,2.0475
2004-04-15,-0.4815
2004-04-16,0.9677
2004-04-19,0.1198
2004-04-20,-2.1939
2004-04-21,1.7537
2004-04-22,0.1202
2004-04-23,-1.5211999999999999
2004-04-26,-0.3252
2004-04-27,-0.1631
2004-04-28,-1.4297
2004-04-29,-1.8649
2004-04-30,0.0
2004-05-03,-0.7601
2004-05-04,0.4255
2004-05-05,-0.678
2004-05-06,-0.5973
2004-05-07,-3.7339
2004-05-10,-3.3437
2004-05-11,3.5055
2004-05-12,0.4456
2004-05-13,0.5768
2004-05-14,-0.5734
2004-05-17,-1.6859
2004-05-18,0.4513
2004-05-19,-0.0449
2004-05-20,1.0787
2004-05-21,1.2934999999999999
2004-05-24,-0.9687
2004-05-25,1.6896
2004-05-26,0.3498
2004-05-27,0.0871
2004-05-28,-0.1306
2004-06-01,-0.5231
