ticker,MJNE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-13,0.0
2014-03-14,160.0
2014-03-17,-23.1154
2014-03-18,-39.97
2014-03-27,-33.3333
2014-03-31,12.5
2014-04-01,11.1111
2014-04-03,-40.0
2014-04-04,-7.3333
2014-04-08,-1.0791
2014-04-09,-12.5455
2014-04-10,-24.1164
2014-04-11,-12.3288
2014-04-15,-20.3125
2014-04-16,-21.5686
2014-04-23,0.0
2014-04-24,0.0
2014-04-28,149.5
2014-04-29,11.2224
2014-04-30,44.1441
2014-05-02,12.5
2014-05-05,-22.3333
2014-05-06,27.3247
2014-05-12,6.7416
2014-05-14,-42.0
2014-05-15,1.6334
2014-05-19,55.1786
2014-05-20,3.5673
2014-05-21,-19.3333
2014-05-27,30.854
2014-05-28,-6.3158
2014-05-29,-1.6854
2014-05-30,-12.5714
2014-06-02,-0.6536
2014-06-03,5.2632
2014-06-06,0.0
2014-06-09,0.0
2014-06-11,0.0
2014-06-16,-9.375
2014-06-19,-44.8276
2014-06-25,75.0
2014-06-26,11.0
2014-07-03,2.9600999999999997
2014-07-07,0.0
2014-07-08,0.0
2014-07-22,-6.25
2014-07-23,-16.5333
2014-07-25,-0.1597
2014-07-28,36.0
2014-08-01,-11.7647
2014-08-04,-16.6667
2014-08-05,4.0
2014-08-08,-3.8462
2014-08-12,-3.2
2014-08-14,19.8347
2014-08-18,-13.7931
2014-08-19,-1.6
2014-08-25,-6.5041
2014-08-27,0.0
2014-08-28,-0.6957
2014-09-02,0.0
2014-09-03,-4.3783
2014-09-09,-57.326
2014-09-10,28.7554
2014-09-18,-33.3333
2014-09-19,0.5
2014-10-08,0.4975
2014-10-30,-7.4257
2014-11-07,0.5348
2014-11-10,-5.8511
2014-11-12,0.0
2014-11-13,27.1186
2014-11-14,-11.1111
2014-11-17,0.0
2014-11-18,5.0
2014-11-24,-4.7619
2014-11-26,0.5
2014-12-01,0.4975
2014-12-11,-0.495
2014-12-12,0.0
2014-12-16,9.4527
2014-12-18,-9.0909
2014-12-19,2.5
2014-12-22,82.9268
2014-12-29,-42.6667
2014-12-30,74.4186
2014-12-31,-46.6667
2015-01-13,5.0
2015-01-14,38.0952
2015-01-15,0.3448
2015-01-16,3.0928
2015-01-20,-3.3333
2015-01-21,0.0
2015-01-26,0.0
2015-01-27,-6.8966
2015-01-28,-7.4074
2015-02-12,-12.0
2015-02-23,-60.0
2015-02-25,30.6818
2015-03-13,65.2174
2015-03-16,0.0
2015-03-25,-47.3684
