ticker,FSRVU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-04,0.2985
2019-11-05,0.0
2019-11-06,-0.1984
2019-11-07,-0.0417
2019-11-08,-0.0577
2019-11-11,0.0995
2019-11-12,0.0994
2019-11-13,-0.0993
2019-11-14,0.1988
2019-11-18,-0.0992
2019-11-19,-0.1351
2019-11-20,0.0805
2019-11-21,-0.0447
2019-11-22,-0.0994
2019-11-26,0.1005
2019-11-27,0.0557
2019-11-29,-0.007
2019-12-02,0.149
2019-12-03,-0.0992
2019-12-04,0.0
2019-12-05,0.2979
2019-12-09,0.0
2019-12-10,0.198
2019-12-11,-0.1966
2019-12-16,0.197
2019-12-17,0.2964
2019-12-18,0.0985
2019-12-19,0.3937
2019-12-20,-0.0392
2019-12-24,0.5296
2019-12-27,-0.0976
2019-12-30,-0.0977
2020-01-02,0.0978
2020-01-03,0.5859
2020-01-06,0.8738
2020-01-08,0.0
2020-01-13,-0.3831
2020-01-14,-0.0019
2020-01-15,0.3401
2020-01-17,0.6875
2020-01-21,0.0325
2020-01-22,-0.0956
2020-01-24,-0.4785
2020-01-27,0.5769
2020-01-28,-0.0956
2020-01-29,-0.0919
2020-01-30,0.2835
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,-0.2865
2020-02-10,0.2874
2020-02-11,0.0
2020-02-13,0.0
2020-02-14,0.2865
2020-02-18,-0.2857
2020-02-19,-0.0955
2020-02-20,0.0956
2020-02-21,-0.191
2020-02-24,0.1914
2020-02-25,-0.191
2020-02-26,-0.2871
2020-02-27,-0.096
2020-03-02,-0.0961
2020-03-03,-0.2625
2020-03-04,0.2632
2020-03-05,-0.0962
2020-03-06,0.0962
2020-03-09,-0.1923
2020-03-10,-0.0963
2020-03-11,0.0964
2020-03-12,0.0
2020-03-13,-1.2524
2020-03-16,-0.4878
2020-03-17,1.6667
2020-03-18,-5.9788
2020-03-19,3.5897
2020-03-20,0.0
2020-03-23,-2.9703
2020-03-24,2.0408
2020-03-26,0.5
2020-03-27,0.0
2020-03-30,0.2985
2020-03-31,0.0
2020-04-03,-0.7937
2020-04-06,3.5
2020-04-16,-0.6763
2020-04-21,0.5837
2020-04-24,0.0
2020-04-27,0.0967
2020-04-29,-0.0966
2020-05-05,-0.4836
2020-05-06,0.3887
2020-05-11,-0.2904
2020-05-15,0.0
2020-05-18,-0.4854
2020-06-01,0.7805
2020-06-04,0.0
2020-06-10,0.0
2020-06-15,-0.2904
2020-06-17,-0.4854
2020-06-22,0.4615
2020-06-23,0.5118
2020-06-24,-0.2899
2020-06-25,0.2907
2020-06-26,0.0
2020-06-29,0.4831
2020-06-30,0.9615
2020-07-01,0.1905
2020-07-02,-1.1397
2020-07-06,1.4413
2020-07-07,0.4199
2020-07-09,-1.834
2020-07-13,0.9615
2020-07-14,1.9048
2020-07-15,0.5458
2020-07-16,-0.5428
2020-07-17,0.5607
2020-07-20,0.0
2020-07-21,0.1859
2020-07-22,-3.525
2020-07-23,1.8269
2020-07-29,1.983
2020-07-30,-0.463
2020-07-31,0.0
