ticker,QLGN US Equity
2015-11-09,2.1739
2015-11-10,-4.6809
2015-11-11,0.0
2015-11-12,-0.8929
2015-11-13,0.0
2015-11-16,5.8559
2015-11-17,-1.2766
2015-11-18,-4.7414
2015-11-19,7.6923
2015-11-20,-2.521
2015-11-23,-3.6207000000000003
2015-11-24,-2.5045
2015-11-25,4.1284
2015-11-27,-0.8811
2015-11-30,-3.1167
2015-12-01,0.9175
2015-12-02,6.8243
2015-12-03,-3.4043
2015-12-04,-0.4405
2015-12-07,-2.6549
2015-12-08,0.0
2015-12-09,-1.358
2015-12-10,-0.4666
2015-12-11,-7.8704
2015-12-14,-19.0955
2015-12-15,4.9689
2015-12-16,3.5503
2015-12-17,-4.5643
2015-12-18,7.1776
2015-12-21,18.4358
2015-12-22,-7.5472
2015-12-23,2.0408
2015-12-24,-5.0
2015-12-28,-6.8421
2015-12-29,1.1299
2015-12-30,-2.2346
2015-12-31,-2.8571
2016-01-04,-4.1176
2016-01-05,0.6058
2016-01-06,-9.1394
2016-01-07,2.0134
2016-01-08,2.6316
2016-01-11,-12.1795
2016-01-12,2.1898
2016-01-13,-4.2857
2016-01-14,0.7463
2016-01-15,-1.4722
2016-01-19,9.0123
2016-01-20,-11.7241
2016-01-21,6.25
2016-01-22,0.0
2016-01-25,0.7353
2016-01-26,1.4599
2016-01-27,-7.1942
2016-01-28,1.5504
2016-01-29,4.5802
2016-02-01,-15.3285
2016-02-02,4.8815
2016-02-03,-0.0514
2016-02-04,4.9085
2016-02-05,-6.717
2016-02-08,2.521
2016-02-09,-12.2951
2016-02-10,31.7757
2016-02-11,7.0922
2016-02-12,-6.6142
2016-02-16,3.5369
2016-02-17,-3.4247
2016-02-18,4.6809
2016-02-19,3.7051
2016-02-22,3.8749000000000002
2016-02-23,-3.4827
2016-02-24,1.0019
2016-02-25,0.0
2016-02-26,-3.625
2016-02-29,-2.9329
2016-03-01,6.8966
2016-03-02,-3.2258
2016-03-03,3.325
2016-03-04,-3.218
2016-03-07,3.3333
2016-03-08,-3.2258
2016-03-09,10.6667
2016-03-10,7.2289
2016-03-11,0.2809
2016-03-14,-3.0812
2016-03-15,-5.7803
2016-03-16,-12.8834
2016-03-17,-1.0563
2016-03-18,-6.0498
2016-03-21,4.5455
2016-03-22,-5.0725
2016-03-23,-12.2137
2016-03-24,-2.6087
2016-03-28,2.6786
2016-03-29,-4.3478
2016-03-30,0.0
2016-03-31,2.7273
2016-04-01,4.4248
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,6.7797
2016-04-07,15.0794
2016-04-08,-4.8276
2016-04-11,-3.6231999999999998
2016-04-12,4.5113
2016-04-13,0.7194
2016-04-14,6.4286
2016-04-15,2.0134
2016-04-18,11.8421
2016-04-19,-2.9412000000000003
2016-04-20,-3.0303
2016-04-21,2.5
2016-04-22,0.0
2016-04-25,-1.2195
2016-04-26,-3.0864
2016-04-27,2.5478
2016-04-28,0.0
2016-04-29,1.2422
2016-05-02,5.5215
2016-05-03,2.3256
2016-05-04,-1.7045
2016-05-05,4.0462
2016-05-06,0.0
2016-05-09,-4.4444
2016-05-10,1.7442
2016-05-11,2.2857
2016-05-12,-3.9106
2016-05-13,0.0
2016-05-16,-0.5814
2016-05-17,-2.924
2016-05-18,-6.6265
2016-05-19,-1.2903
2016-05-20,4.5752
2016-05-23,0.0
2016-05-24,2.5
2016-05-25,1.2271
2016-05-26,-1.2123
2016-05-27,0.0
2016-05-31,0.6098
2016-06-01,-4.8485
2016-06-02,3.1847
2016-06-03,2.7778
2016-06-06,2.7027
2016-06-07,-0.5848
2016-06-08,0.0
2016-06-09,-5.8824
2016-06-10,-1.25
2016-06-13,6.962
2016-06-14,1.1834
2016-06-15,-1.1696
2016-06-16,2.9586
2016-06-17,2.2989
2016-06-20,-3.9326
2016-06-21,-0.5848
2016-06-22,-5.2941
2016-06-23,4.9689
2016-06-24,0.5917
2016-06-27,-1.7647
2016-06-28,-4.1991
2016-06-29,-8.1178
2016-06-30,4.0816
2016-07-01,4.567
2016-07-05,-4.0667
2016-07-06,-2.0402
2016-07-07,5.0881
2016-07-08,0.0
2016-07-11,-2.5316
2016-07-12,1.2987
2016-07-13,-4.4872
2016-07-14,-2.0134
2016-07-15,0.0
2016-07-18,1.9863
2016-07-19,-1.9476
2016-07-20,-3.7671
2016-07-21,-1.7793999999999999
2016-07-22,0.0
2016-07-25,12.3188
2016-07-26,-7.0968
2016-07-27,-3.4722
2016-07-28,2.1583
2016-07-29,2.1127
2016-08-01,-8.2759
2016-08-02,-7.5188
2016-08-03,9.7561
2016-08-04,-2.963
2016-08-05,0.0
2016-08-08,3.8167999999999997
2016-08-09,-2.2059
2016-08-10,-0.7519
2016-08-11,-2.4527
2016-08-12,-0.5922
2016-08-15,7.8125
2016-08-16,-1.4493
2016-08-17,1.4706000000000001
2016-08-18,0.0
2016-08-19,-1.4493
2016-08-22,-2.2059
2016-08-23,-2.2556
2016-08-24,1.5481
2016-08-25,-4.5545
2016-08-26,3.0952
2016-08-29,0.077
2016-08-30,2.3077
2016-08-31,0.7519
2016-09-01,-4.4776
2016-09-02,10.1563
2016-09-06,-0.7092
2016-09-07,-2.1429
2016-09-08,5.1095
2016-09-09,-11.8056
2016-09-12,0.4724
2016-09-13,0.3135
2016-09-14,4.6875
2016-09-15,1.4925
2016-09-16,9.5588
2016-09-19,-5.3690999999999995
2016-09-20,2.8369
2016-09-21,6.8966
2016-09-22,7.0968
2016-09-23,4.8193
2016-09-26,-1.7241
2016-09-27,-1.7544
2016-09-28,-3.5714
2016-09-29,-1.2346
2016-09-30,5.0
2016-10-03,5.3646
2016-10-04,0.9816
2016-10-05,-0.9161
2016-10-06,12.358
2016-10-07,-1.005
2016-10-10,-8.6294
2016-10-11,-3.8889
2016-10-12,2.8902
2016-10-13,-3.3708
2016-10-14,-1.1628
2016-10-17,10.0
2016-10-18,22.9947
2016-10-19,20.4348
2016-10-20,-2.5271
2016-10-21,-3.7037
2016-10-24,23.0769
2016-10-25,-18.75
2016-10-26,3.0769
2016-10-27,-5.5969999999999995
2016-10-28,-1.581
2016-10-31,-4.4177
2016-11-01,-1.2605
2016-11-02,-0.8511
2016-11-03,-4.2918
2016-11-04,-6.7265
2016-11-07,4.3269
2016-11-08,13.8249
2016-11-09,-5.2632
2016-11-10,0.8547
2016-11-11,10.1695
2016-11-14,-1.9231
2016-11-15,-1.9607999999999999
2016-11-16,-6.8
2016-11-17,0.8584
2016-11-18,3.8298
2016-11-21,-1.2295
2016-11-22,-2.4896
2016-11-23,-3.8298
2016-11-25,4.4248
2016-11-28,-0.4237
2016-11-29,0.8511
2016-11-30,-2.5316
2016-12-01,-0.4329
2016-12-02,8.2609
2016-12-05,2.8112
2016-12-06,5.4688
2016-12-07,-5.1852
2016-12-08,14.4531
2016-12-09,-0.6826
2016-12-12,-4.811
2016-12-13,-3.9711
2016-12-14,1.5038
2016-12-15,3.3333
2016-12-16,0.7168
2016-12-19,1.7793999999999999
2016-12-20,-3.1469
2016-12-21,-2.1661
2016-12-22,0.9848
2016-12-23,-0.6098
2016-12-27,-0.7353
2016-12-28,0.0
2016-12-29,-2.2222
2016-12-30,2.6515
2017-01-03,6.6375
2017-01-04,-4.1481
2017-01-05,5.4152000000000005
2017-01-06,-3.7671
2017-01-09,4.2705
2017-01-10,0.6826
2017-01-11,1.0169
2017-01-12,-3.7857
2017-01-13,1.842
2017-01-17,2.7397
2017-01-18,1.6667
2017-01-19,-1.9672
2017-01-20,-0.6689
2017-01-23,-4.7138
2017-01-24,1.7668
2017-01-25,0.3429
2017-01-26,0.6964
2017-01-27,0.3436
2017-01-30,13.5274
2017-01-31,3.1673999999999998
2017-02-01,-4.386
2017-02-02,0.6116
2017-02-03,8.5106
2017-02-06,-2.8011
2017-02-07,-0.8646
2017-02-08,-0.2907
2017-02-09,2.0408
2017-02-10,-0.5714
2017-02-13,0.2874
2017-02-14,-4.0115
2017-02-15,1.4925
2017-02-16,-1.4706000000000001
2017-02-17,-4.7761
2017-02-21,-2.5078
2017-02-22,3.537
2017-02-23,-8.3851
2017-02-24,-2.0339
2017-02-27,-3.1142
2017-02-28,-8.5714
2017-03-01,4.6875
2017-03-02,14.1791
2017-03-03,0.6536
2017-03-06,-5.1948
2017-03-07,6.1644
2017-03-08,0.6452
2017-03-09,-2.5641
2017-03-10,-1.3158
2017-03-13,-1.3333
2017-03-14,-9.1216
2017-03-15,-15.2416
2017-03-16,1.3158
2017-03-17,-2.1645
2017-03-20,-17.6991
2017-03-21,-2.1505
2017-03-22,-6.5934
2017-03-23,5.8824
2017-03-24,0.5486
2017-03-27,8.2948
2017-03-28,-0.5102
2017-03-29,-17.9487
2017-03-30,-12.5
2017-03-31,1.4285999999999999
2017-04-03,-3.5211
2017-04-04,-8.7591
2017-04-05,-11.2
2017-04-06,1.8018
2017-04-07,0.885
2017-04-10,-9.6491
2017-04-11,6.7961
2017-04-12,-3.6364
2017-04-13,1.8868
2017-04-17,1.8519
2017-04-18,-1.8182
2017-04-19,-0.9259
2017-04-20,-3.7382999999999997
2017-04-21,3.8834999999999997
2017-04-24,-3.7382999999999997
2017-04-25,-13.6772
2017-04-26,-4.4004
2017-04-27,-3.3971
2017-04-28,-2.5727
2017-05-01,-8.75
2017-05-02,12.1918
2017-05-03,-11.4927
2017-05-04,-6.1735
2017-05-05,4.3926
2017-05-08,-7.7289
2017-05-09,0.7441
2017-05-10,-2.3958
2017-05-11,-3.7547
2017-05-12,0.5847
2017-05-15,7.4364
2017-05-16,-1.4925
2017-05-17,-3.0303
2017-05-18,0.0
2017-05-19,4.6875
2017-05-22,2.2388
2017-05-23,-0.9489
2017-05-24,2.874
2017-05-25,-1.173
2017-05-26,-2.8449999999999998
2017-05-30,-1.5201
2017-05-31,-6.8182
2017-06-01,-3.0691
2017-06-02,1.321
2017-06-05,2.649
2017-06-06,-3.2258
2017-06-07,1.6667
2017-06-08,-1.6393
2017-06-09,5.0
2017-06-12,14.2857
2017-06-13,-2.7778
2017-06-14,-2.9286
2017-06-15,-1.4864
2017-06-16,-6.6179
2017-06-19,-1.6157
2017-06-20,-1.2683
2017-06-21,-1.1858
2017-06-22,-2.5
2017-06-23,2.5641
2017-06-26,-3.3333
2017-06-27,-3.4483
2017-06-28,-3.5714
2017-06-29,-1.7407
2017-06-30,3.6562
2017-07-03,0.4182
2017-07-05,2.4805
2017-07-06,6.8905
2017-07-07,-5.7851
2017-07-10,1.6316000000000002
2017-07-11,-2.1923
2017-07-12,0.7766
2017-07-13,11.1734
2017-07-14,2.4102
2017-07-17,-3.0918
2017-07-18,-19.0476
2017-07-19,2.7451
2017-07-20,1.6221
2017-07-21,7.0423
2017-07-24,-3.7368
2017-07-25,3.8819
2017-07-26,-1.7368000000000001
2017-07-27,3.5529
2017-07-28,0.0
2017-07-31,-3.4483
2017-08-01,-0.8393
2017-08-02,2.6471999999999998
2017-08-03,8.7719
2017-08-04,-3.2258
2017-08-07,0.0
2017-08-08,-4.4
2017-08-09,-2.2838
2017-08-10,1.6949
2017-08-11,-1.7544
2017-08-14,1.6964000000000001
2017-08-15,-1.6681
2017-08-16,-7.0536
2017-08-17,1.8252000000000002
2017-08-18,13.2075
2017-08-21,-4.5
2017-08-22,-0.5236
2017-08-23,-2.6316
2017-08-24,2.7027
2017-08-25,-1.6491
2017-08-28,-2.7827
2017-08-29,2.7523
2017-08-30,5.3393
2017-08-31,-3.3226
2017-09-01,8.276299999999999
2017-09-05,-7.6923
2017-09-06,2.6491
2017-09-07,-0.9742
2017-09-08,-1.6223999999999998
2017-09-11,-2.2807
2017-09-12,2.7828
2017-09-13,0.4367
2017-09-14,-2.6087
2017-09-15,-3.5714
2017-09-18,-1.4815
2017-09-19,1.1278
2017-09-20,-1.2268
2017-09-21,-2.1453
2017-09-22,-3.4231
2017-09-25,1.9514
2017-09-26,5.4688
2017-09-27,0.9444
2017-09-28,-9.1726
2017-09-29,-29.3072
2017-10-02,3.7143
2017-10-03,0.2204
2017-10-04,2.5289
2017-10-05,0.2681
2017-10-06,0.9893
2017-10-09,1.9327999999999999
2017-10-10,-0.2857
2017-10-11,-2.6048
2017-10-12,-2.9152
2017-10-13,-5.2617
2017-10-16,0.3199
2017-10-17,1.8841
2017-10-18,2.7027
2017-10-19,3.8781
2017-10-20,-1.7867
2017-10-23,-2.4708
2017-10-24,-2.5612
2017-10-25,0.0
2017-10-26,5.4286
2017-10-27,-1.084
2017-10-30,3.726
2017-10-31,-3.3809
2017-11-01,-3.9366
2017-11-02,-0.3984
2017-11-03,-3.8571
2017-11-06,1.2779
2017-11-07,-10.0939
2017-11-08,-0.2285
2017-11-09,6.9676
2017-11-10,3.3639
2017-11-13,-3.3432
2017-11-14,6.0606
2017-11-15,-1.9048
2017-11-16,0.0294
2017-11-17,0.8824
2017-11-20,2.9737999999999998
2017-11-21,-0.3398
2017-11-22,-1.392
2017-11-24,1.2676
2017-11-27,-0.7397
2017-11-28,-5.1304
2017-11-29,0.8761
2017-11-30,-3.8335
2017-12-01,-0.3426
2017-12-04,-1.5625
2017-12-05,-2.4762
2017-12-06,-1.4647999999999999
2017-12-07,2.4116
2017-12-08,-2.5484
2017-12-11,2.3502
2017-12-12,-1.3583
2017-12-13,-5.9016
2017-12-14,1.8467
2017-12-15,3.6606
2017-12-18,2.1782
2017-12-19,0.1292
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,5.1613
2017-12-26,0.0
2017-12-27,-0.4601
2017-12-28,-1.3867
2017-12-29,2.9375
2018-01-02,-5.252
2018-01-03,4.1012
2018-01-04,-0.1231
2018-01-05,-1.3867
2018-01-08,-0.3125
2018-01-09,-1.8809
2018-01-10,0.639
2018-01-11,11.0794
2018-01-12,0.886
2018-01-16,4.8159
2018-01-17,-8.1892
2018-01-18,0.0883
2018-01-19,-2.9118
2018-01-22,0.6665
2018-01-23,2.0163
2018-01-24,3.2448
2018-01-25,-1.8571
2018-01-26,1.6012
2018-01-29,-6.8768
2018-01-30,0.0308
2018-01-31,0.8613
2018-02-01,0.6099
2018-02-02,-3.304
2018-02-05,-2.8213
2018-02-06,-4.8387
2018-02-07,1.7627000000000002
2018-02-08,1.932
2018-02-09,-3.9215999999999998
2018-02-12,1.3605
2018-02-13,1.2752
2018-02-14,5.9973
2018-02-15,1.2429000000000001
2018-02-16,-2.4318
2018-02-20,0.8228
2018-02-21,-2.1343
2018-02-22,-4.1052
2018-02-23,-3.1773
2018-02-26,-1.8653
2018-02-27,-4.7518
2018-02-28,-0.5913
2018-03-01,-7.0632
2018-03-02,-13.2
2018-03-05,5.9447
2018-03-06,3.0718
2018-03-07,1.2821
2018-03-08,16.625
2018-03-09,4.2872
2018-03-12,5.1387
2018-03-13,-1.2056
2018-03-14,-1.0554
2018-03-15,1.6667
2018-03-16,-1.6393
2018-03-19,-1.4667
2018-03-20,-3.4844
2018-03-21,0.9464
2018-03-22,0.6944
2018-03-23,6.2069
2018-03-26,-0.3247
2018-03-27,-5.5375
2018-03-28,-4.8276
2018-03-29,-1.4493
2018-04-02,-3.6765
2018-04-03,-5.7252
2018-04-04,5.2632
2018-04-05,-4.2308
2018-04-06,-0.4016
2018-04-09,0.0
2018-04-10,2.4194
2018-04-11,2.3622
2018-04-12,15.0
2018-04-13,-1.0033
2018-04-16,-4.3919
2018-04-17,13.4876
2018-04-18,2.1266
2018-04-19,-3.3537
2018-04-20,-2.8391
2018-04-23,-6.1136
2018-04-24,-0.7504
2018-04-25,-4.878
2018-04-26,-0.3663
2018-04-27,2.5735
2018-04-30,-1.7921
2018-05-01,7.6642
2018-05-02,1.3559
2018-05-03,0.3344
2018-05-04,-1.6667
2018-05-07,-1.6949
2018-05-08,-1.3483
2018-05-09,-2.8278
2018-05-10,5.7554
2018-05-11,-0.6803
2018-05-14,-3.4247
2018-05-15,2.8369
2018-05-16,-1.7241
2018-05-17,12.6316
2018-05-18,-0.6231
2018-05-21,4.0752
2018-05-22,-6.0241
2018-05-23,6.4103
2018-05-24,1.506
2018-05-25,0.5935
2018-05-29,-7.9646
2018-05-30,7.3718
2018-05-31,7.4627
2018-06-01,9.4444
2018-06-04,-6.0914
2018-06-05,-7.2973
2018-06-06,-7.2886
2018-06-07,-5.6604
2018-06-08,3.0
2018-06-11,-3.5599
2018-06-12,1.3423
2018-06-13,-2.3179
2018-06-14,2.7119
2018-06-15,0.0
2018-06-18,-1.9802
2018-06-19,-1.0101
2018-06-20,-1.0204
2018-06-21,-0.6873
2018-06-22,-2.7682
2018-06-25,-1.4235
2018-06-26,-1.444
2018-06-27,0.7326
2018-06-28,-8.3636
2018-06-29,1.9841
2018-07-02,-1.1673
2018-07-03,0.7874
2018-07-05,-1.5625
2018-07-06,-5.5556
2018-07-09,2.9412000000000003
2018-07-10,-4.0816
2018-07-11,2.5532
2018-07-12,0.0041
2018-07-13,1.224
2018-07-16,-5.7222
2018-07-17,0.4348
2018-07-18,-1.7965
2018-07-19,-7.4278
2018-07-20,2.8571
2018-07-23,2.7778
2018-07-24,-5.4054
2018-07-25,2.3810000000000002
2018-07-26,2.7907
2018-07-27,-3.6199
2018-07-30,2.8169
2018-07-31,-0.4566
2018-08-01,0.4587
2018-08-02,-2.7397
2018-08-03,1.4085
2018-08-06,8.7963
2018-08-07,0.0
2018-08-08,-8.0851
2018-08-09,4.6296
2018-08-10,-6.1947
2018-08-13,-3.3019
2018-08-14,-1.9512
2018-08-15,-0.4975
2018-08-16,-1.5
2018-08-17,-2.0305
2018-08-20,-4.1451
2018-08-21,5.4054
2018-08-22,-0.5128
2018-08-23,-4.6392
2018-08-24,4.3243
2018-08-27,-1.0363
2018-08-28,9.9476
2018-08-29,-0.4762
2018-08-30,-1.4354
2018-08-31,-2.9126
2018-09-04,5.0
2018-09-05,1.9048
2018-09-06,-13.5514
2018-09-07,-2.7027
2018-09-10,-3.3333
2018-09-11,2.8736
2018-09-12,-0.5587
2018-09-13,-6.1798
2018-09-14,0.0
2018-09-17,2.3952
2018-09-18,-1.1696
2018-09-19,2.9586
2018-09-20,3.4483
2018-09-21,7.7778
2018-09-24,-3.6082
2018-09-25,2.1390000000000002
2018-09-26,-6.2827
2018-09-27,8.9385
2018-09-28,-4.6154
2018-10-01,-0.2688
2018-10-02,6.1995000000000005
2018-10-03,6.0914
2018-10-04,-3.3493
2018-10-05,4.9505
2018-10-08,-8.4906
2018-10-09,-1.0309
2018-10-10,-3.6458
2018-10-11,-6.4865
2018-10-12,0.578
2018-10-15,-5.7471
2018-10-16,6.0976
2018-10-17,-4.023
2018-10-18,2.9939999999999998
2018-10-19,-2.3256
2018-10-22,5.9524
2018-10-23,3.0899
2018-10-24,-4.6322
2018-10-25,-15.4286
2018-10-26,-2.027
2018-10-29,-11.7241
2018-10-30,-3.9063
2018-10-31,-6.5041
2018-11-01,0.8696
2018-11-02,1.7241
2018-11-05,-2.5423999999999998
2018-11-06,1.7391
2018-11-07,-8.547
2018-11-08,-8.411200000000001
2018-11-09,-6.2857
2018-11-12,-6.1411
2018-11-13,-1.2529
2018-11-14,1.0338
2018-11-15,5.8023
2018-11-16,-6.573
2018-11-19,-2.9516999999999998
2018-11-20,0.6061
2018-11-21,4.8193
2018-11-23,-4.5931
2018-11-26,-9.7634
2018-11-27,-1.6822
2018-11-28,5.4047
2018-11-29,14.6483
2018-11-30,0.0112
2018-12-03,1.1125
2018-12-04,-4.7673
2018-12-06,2.6837999999999997
2018-12-07,-7.9658999999999995
2018-12-10,-5.5439
2018-12-11,-3.2026
2018-12-12,3.9838
2018-12-13,-0.6364
2018-12-14,3.2545
2018-12-17,-11.3924
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,-10.0143
2018-12-21,-7.8425
2018-12-24,-10.422
2018-12-26,-9.6154
2018-12-27,23.4043
2018-12-28,6.8966
2018-12-31,-3.2258
2019-01-02,39.5
2019-01-03,-0.8483
2019-01-04,-6.0128
2019-01-07,6.5256
2019-01-08,0.2527
2019-01-09,-3.9616
2019-01-10,1.75
2019-01-11,-0.5037
2019-01-14,3.1485
2019-01-15,-9.0256
2019-01-16,-3.9474
2019-01-17,-5.4795
2019-01-18,-1.4493
2019-01-22,2.9265
2019-01-23,-3.6278
2019-01-24,-2.3306
2019-01-25,-1.3341
2019-01-28,-2.3077
2019-01-29,0.6457
2019-01-30,-4.4907
2019-01-31,-3.3257
2019-02-01,1.6606999999999998
2019-02-04,-1.6503
2019-02-05,1.6949
2019-02-06,-0.0333
2019-02-07,-3.3011
2019-02-08,-3.4483
2019-02-11,1.9821
2019-02-12,-5.4456
2019-02-13,-1.8519
2019-02-14,16.9811
2019-02-15,-2.4194
2019-02-19,15.686
2019-02-20,-5.0293
2019-02-21,-2.9337
2019-02-22,-5.4557
2019-02-25,0.8197
2019-02-26,4.065
2019-02-27,0.7813
2019-02-28,-2.3256
2019-03-01,1.3175
2019-03-04,2.021
2019-03-05,35.1351
2019-03-06,2.2727
2019-03-07,-8.8889
2019-03-08,-6.122
2019-03-11,4.1829
2019-03-12,1.6209
2019-03-13,4.6626
2019-03-14,40.5275
2019-03-15,-11.5709
2019-03-18,0.0
2019-03-19,-2.8302
2019-03-20,1.9417
2019-03-21,-0.9524
2019-03-22,-6.7308
2019-03-25,-2.0825
2019-03-26,-3.127
2019-03-27,-5.6842
2019-03-28,-1.0141
2019-03-29,1.5716
2019-04-01,10.0057
2019-04-02,0.0208
2019-04-03,0.4271
2019-04-04,-3.0235
2019-04-05,2.1445
2019-04-08,-4.712
2019-04-09,2.0879
2019-04-10,0.4629
2019-04-11,-4.618
2019-04-12,0.0225
2019-04-15,0.5166
2019-04-16,3.352
2019-04-17,1.6216
2019-04-18,-0.2979
2019-04-22,-1.8353000000000002
2019-04-23,-3.2609
2019-04-24,1.1124
2019-04-25,-3.3226
2019-04-26,2.0805
2019-04-29,-0.9346
2019-04-30,-11.9118
2019-05-01,0.671
2019-05-02,-0.0256
2019-05-03,-3.8333
2019-05-06,15.9845
2019-05-07,16.092
2019-05-08,-8.9109
2019-05-09,-0.1087
2019-05-10,-0.9793
2019-05-13,-2.3186999999999998
2019-05-14,-0.4387
2019-05-15,-4.4746
2019-05-16,1.7269999999999999
2019-05-17,-4.6512
2019-05-20,-2.4146
2019-05-21,4.199
2019-05-22,-0.4557
2019-05-23,-1.5542
2019-05-24,0.3549
2019-05-28,8.4024
2019-05-29,-0.0675
2019-05-30,4.0977
2019-05-31,-4.3501
2019-06-03,-2.8011
2019-06-04,2.3497
2019-06-05,-5.6711
2019-06-06,-2.4096
2019-06-07,4.7856
2019-06-10,-2.7997
2019-06-11,-1.7894999999999999
2019-06-12,-2.51
2019-06-13,3.5574
2019-06-14,2.6528
2019-06-17,4.2039
2019-06-18,0.5714
2019-06-19,9.0909
2019-06-20,-0.0521
2019-06-21,-3.7728
2019-06-24,-1.408
2019-06-25,20.8393
2019-06-26,-3.6364
2019-06-27,0.0
2019-06-28,0.9434
2019-07-01,4.6729
2019-07-02,-6.25
2019-07-03,-0.9524
2019-07-05,3.3654
2019-07-08,-0.0279
2019-07-09,-3.2288
2019-07-10,-0.9615
2019-07-11,-0.9709
2019-07-12,3.9215999999999998
2019-07-15,-11.7925
2019-07-16,8.0214
2019-07-17,-0.9901
2019-07-18,-1.6099999999999999
2019-07-19,0.62
2019-07-22,-0.0101
2019-07-23,1.3335
2019-07-24,-2.3029
2019-07-25,-10.102
2019-07-26,6.6969
2019-07-29,1.1277
2019-07-30,9.4046
2019-07-31,-0.9615
2019-08-01,-1.9417
2019-08-02,2.9703
2019-08-05,-5.7692
2019-08-06,-0.9898
2019-08-07,-1.2154
2019-08-08,2.2528
2019-08-09,-0.0102
2019-08-12,-7.949
2019-08-13,1.1418
2019-08-14,-4.6471
2019-08-15,3.4483
2019-08-16,2.6
2019-08-19,2.7724
2019-08-20,-0.8008
2019-08-21,10.4738
2019-08-22,0.0
2019-08-23,-3.8462
2019-08-26,1.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,1.9802
2019-08-30,0.0
2019-09-03,10.6796
2019-09-04,-2.6316
2019-09-05,2.7027
2019-09-06,1.7544
2019-09-09,3.4483
2019-09-10,-4.1667
2019-09-11,-3.4783
2019-09-12,-2.7027
2019-09-13,-70.0
2019-09-16,-1.5432000000000001
2019-09-17,-13.1661
2019-09-18,-3.4295999999999998
2019-09-19,10.3178
2019-09-20,-3.0837
2019-09-23,-8.4266
2019-09-24,-3.971
2019-09-25,0.3181
2019-09-26,2.7348
2019-09-27,-5.8642
2019-09-30,27.0492
2019-10-01,-11.0645
2019-10-02,-4.8604
2019-10-03,2.135
2019-10-04,-5.4685
2019-10-07,50.0494
2019-10-08,-28.6842
2019-10-09,29.2151
2019-10-10,-8.6166
2019-10-11,-4.375
2019-10-14,-3.5948
2019-10-15,1.8643999999999998
2019-10-16,2.995
2019-10-17,-1.454
2019-10-18,-4.0328
2019-10-21,-2.1865
2019-10-22,-0.4541
2019-10-23,-4.9126
2019-10-24,-2.2137000000000002
2019-10-25,1.434
2019-10-28,-3.1994
2019-10-29,-1.0377
2019-10-30,-2.1359
2019-10-31,3.1349
2019-11-01,3.3474
2019-11-04,-3.7602
2019-11-05,-3.2882
2019-11-06,12.0
2019-11-07,-7.1111
