ticker,CLCS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-01,77.1429
2014-07-02,14.1935
2014-07-03,-14.6893
2014-07-09,0.0
2014-07-15,0.0
2014-07-16,-0.6623
2014-07-21,-26.6667
2014-07-22,45.4545
2014-07-30,-15.625
2014-08-01,-11.1111
2014-08-04,0.0
2014-08-08,8.3333
2014-08-12,-23.0769
2014-08-13,5.0
2014-08-14,-23.8095
2014-08-15,6.25
2014-08-18,11.7647
2014-08-19,36.8421
2014-08-22,53.8462
2014-08-25,-5.0
2014-08-26,-21.0526
2014-08-27,-16.6667
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-05,-19.2
2014-09-08,-0.9901
2014-09-09,0.0
2014-09-10,-10.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,-5.5556
2014-09-16,-5.8824
2014-09-17,12.5
2014-09-22,0.0
2014-09-23,-7.7917
2014-09-24,2.4251
2014-09-25,11.7647
2014-09-26,-7.3684
2014-09-29,2.2869
2014-09-30,0.0
2014-10-01,-11.1235
2014-10-02,5.0
2014-10-03,-3.5714
2014-10-07,11.1111
2014-10-08,3.3333
2014-10-09,2.1505
2014-10-14,-9.4605
2014-10-17,-1.1772
2014-10-21,-17.647100000000002
2014-10-24,0.0
2014-10-28,21.4286
2014-10-29,-17.647100000000002
2014-10-31,21.4286
2014-11-13,0.0
2014-11-14,-11.7647
2014-12-01,-6.6667
2014-12-02,0.0
2014-12-04,0.0
2014-12-16,-14.2857
2014-12-18,-15.0
2014-12-19,1.9607999999999999
2014-12-29,-17.3077
2014-12-30,-26.7442
2014-12-31,74.6032
2015-01-02,-18.1818
2015-01-08,-28.8889
2015-01-12,0.0
2015-01-15,25.0
2015-01-16,0.0
2015-01-20,0.0
2015-01-22,-7.5
2015-01-23,-5.4054
2015-01-29,22.8571
2015-02-03,-18.6047
2015-02-05,-14.2857
2015-02-06,50.0
2015-02-09,22.2222
2015-02-10,54.5455
2015-02-11,5.8824
2015-02-12,16.6667
2015-02-13,10.4762
2015-02-17,-5.1724
2015-02-18,0.0
2015-02-19,-4.5455
2015-02-20,-5.7143
2015-02-25,6.0606
2015-02-27,0.0
2015-03-02,-12.6667
2015-03-04,14.5038
2015-03-05,0.0
2015-03-09,0.0
2015-03-10,1.9048
2015-03-11,-14.0187
2015-03-12,12.5543
2015-03-13,1.4003
2015-03-16,1.9048
2015-03-17,-5.6075
2015-03-18,-0.9901
2015-03-19,-5.0
