ticker,VST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-05,-3.125
2016-10-06,1.6129
2016-10-07,0.9524
2016-10-10,0.6289
2016-10-11,2.1875
2016-10-12,0.0
2016-10-13,-1.5291000000000001
2016-10-14,0.0
2016-10-17,0.0
2016-10-18,-0.6211
2016-10-19,-0.0625
2016-10-20,-0.5629
2016-10-21,-1.2579
2016-10-24,-0.1274
2016-10-25,-0.6378
2016-10-26,-0.8344
2016-10-27,-1.6181
2016-10-28,0.0
2016-10-31,0.0
2016-11-01,-1.3158
2016-11-02,-9.3333
2016-11-03,0.0
2016-11-04,2.9412000000000003
2016-11-07,0.7143
2016-11-08,0.7092
2016-11-09,-1.0563
2016-11-10,1.2811
2016-11-11,3.3731999999999998
2016-11-14,-2.1074
2016-11-15,-0.5556
2016-11-16,-1.5363
2016-11-17,-0.3546
2016-11-18,0.3559
2016-11-21,-0.7092
2016-11-22,0.3571
2016-11-23,-0.3559
2016-11-28,1.0714
2016-11-29,-2.8269
2016-11-30,1.4545
2016-12-01,0.0717
2016-12-02,-0.788
2016-12-05,4.3321
2016-12-06,7.9585
2016-12-07,-0.641
2016-12-08,2.5806
2016-12-09,3.1447
2016-12-12,-0.9146
2016-12-13,-0.1231
2016-12-14,0.3081
2016-12-15,1.4128
2016-12-16,-0.9161
2016-12-19,1.2091
2016-12-20,0.8433
2016-12-21,0.0
2016-12-22,-0.4181
2016-12-23,0.6648
2016-12-27,4.2753
2016-12-28,0.0
2016-12-29,3.3333
2016-12-30,0.0
2017-01-03,-0.9032
2017-01-04,4.8177
2017-01-05,0.559
2017-01-06,0.0618
2017-01-09,-1.8519
2017-01-10,-0.3145
2017-01-11,-1.1356
2017-01-12,2.1059
2017-01-13,2.8125
2017-01-17,2.4316
2017-01-18,1.1869
2017-01-19,-0.9971
2017-01-20,0.3555
2017-01-23,0.059
2017-01-24,-0.885
2017-01-25,-0.2976
2017-01-26,0.597
2017-01-27,-0.7122
2017-01-30,-2.5702
2017-01-31,-0.5521
2017-02-01,0.8637
2017-02-02,-0.367
2017-02-03,2.5169
2017-02-06,2.6946
2017-02-07,-0.1749
2017-02-08,0.7593
2017-02-09,0.0
2017-02-10,4.058
2017-02-13,-1.1142
2017-02-14,-0.2817
2017-02-15,-0.2825
2017-02-16,-1.4163999999999999
2017-02-17,-0.2874
2017-02-21,-1.268
2017-02-22,-2.014
2017-02-23,-2.8895
2017-02-24,1.9632
2017-02-27,-2.7076000000000002
2017-02-28,-0.0618
