ticker,WAL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-30,15.4545
2005-07-01,2.3622
2005-07-05,-0.0385
2005-07-06,2.3471
2005-07-07,-1.3158
2005-07-08,-0.0762
2005-07-11,0.6481
2005-07-12,2.8409
2005-07-13,2.7624
2005-07-14,0.1075
2005-07-15,-0.1074
2005-07-18,-0.1792
2005-07-19,-2.9084
2005-07-20,-0.3328
2005-07-21,0.7421
2005-07-22,0.3683
2005-07-25,4.0367
2005-07-26,0.1764
2005-07-27,8.2746
2005-07-28,-3.5772
2005-07-29,4.2159
2005-08-01,-3.0744
2005-08-02,2.6711
2005-08-03,2.2763999999999998
2005-08-04,-2.7027
2005-08-05,-2.7778
2005-08-08,0.0
2005-08-09,-3.1933
2005-08-10,-3.6806
2005-08-11,-1.2257
2005-08-12,4.0146
2005-08-15,0.0
2005-08-16,-1.0526
2005-08-17,0.7092
2005-08-18,0.8803
2005-08-19,0.349
2005-08-22,0.1739
2005-08-23,2.4653
2005-08-24,-0.8811
2005-08-25,1.8803
2005-08-26,0.0
2005-08-29,-0.8389
2005-08-30,-2.8765
2005-08-31,2.7875
2005-09-01,0.6102
2005-09-02,0.0
2005-09-06,-0.6065
2005-09-07,0.0
2005-09-08,-2.3729
2005-09-09,-0.3472
2005-09-12,-0.5575
2005-09-13,1.0862
2005-09-14,-1.2132
2005-09-15,-1.0526
2005-09-16,0.5674
2005-09-19,-0.0353
2005-09-20,0.4233
2005-09-21,-0.843
2005-09-22,0.248
2005-09-23,-1.0601
2005-09-26,-0.3571
2005-09-27,0.3584
2005-09-28,1.7856999999999998
2005-09-29,0.8772
2005-09-30,-2.2609
2005-10-03,-0.3203
2005-10-04,0.4641
2005-10-05,-1.6702
2005-10-06,0.8312
2005-10-07,-0.3584
2005-10-10,-0.8273
2005-10-11,-0.6892
2005-10-12,-5.7706
2005-10-13,-3.1008
2005-10-14,0.6
2005-10-17,3.9364
2005-10-18,-1.7598
2005-10-19,0.5062
2005-10-20,3.4483
2005-10-21,3.0337
2005-10-24,1.6358000000000001
2005-10-25,-1.3591
2005-10-26,1.5228000000000002
2005-10-27,-1.1429
2005-10-28,-0.8309
2005-10-31,1.4572
2005-11-01,0.4668
2005-11-02,-0.2859
2005-11-03,0.0
2005-11-04,-0.1792
2005-11-07,-0.0718
2005-11-08,-2.9824
2005-11-09,-0.8148
2005-11-10,-0.112
2005-11-11,2.243
2005-11-14,-1.8647
2005-11-15,-2.5708
2005-11-16,-0.7266
