ticker,CEM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-25,2.15
2010-06-28,-0.2937
2010-06-29,0.0
2010-06-30,0.3927
2010-07-01,-0.2445
2010-07-02,1.0294
2010-07-06,-0.1456
2010-07-07,-0.3887
2010-07-08,-0.7805
2010-07-09,1.1799
2010-07-12,-0.8746
2010-07-13,-0.2941
2010-07-14,-0.3933
2010-07-15,0.7897
2010-07-16,-0.0979
2010-07-19,0.3431
2010-07-20,0.6839
2010-07-21,-0.097
2010-07-22,0.2817
2010-07-23,-0.184
2010-07-26,-0.9219
2010-07-27,0.2938
2010-07-28,0.3418
2010-07-29,-2.6764
2010-07-30,0.9
2010-08-02,-0.2973
2010-08-03,0.6958
2010-08-04,-0.2962
2010-08-05,1.1386
2010-08-06,0.2937
2010-08-09,0.7809
2010-08-10,-0.4358
2010-08-11,-0.8755
2010-08-12,1.8472
2010-08-13,0.049
2010-08-16,-0.2444
2010-08-17,-0.5409
2010-08-18,0.7407
2010-08-19,-1.1764999999999999
2010-08-20,-0.3968
2010-08-23,0.747
2010-08-24,-0.6426
2010-08-25,-0.3483
2010-08-26,-0.3994
2010-08-27,0.4511
2010-08-30,-0.5988
2010-08-31,0.4518
2010-09-01,1.3993
2010-09-02,-0.0493
2010-09-03,0.0493
2010-09-07,-0.9364
2010-09-08,0.2985
2010-09-09,0.3472
2010-09-10,-0.0989
2010-09-13,1.0391
2010-09-14,0.5393
2010-09-15,-0.5364
2010-09-16,0.3918
2010-09-17,0.1463
2010-09-20,-0.6819
2010-09-21,-0.2149
2010-09-22,0.3136
2010-09-23,-0.392
2010-09-24,-0.2459
2010-09-27,-1.3825
2010-09-28,-0.1981
2010-09-29,0.8517
2010-09-30,1.2419
2010-10-01,0.2944
2010-10-04,0.5382
2010-10-05,-0.438
2010-10-06,0.9775
2010-10-07,0.6776
2010-10-08,-0.1923
2010-10-11,0.2408
2010-10-12,-0.5286
2010-10-13,0.7246
2010-10-14,-0.5755
2010-10-15,0.5258
2010-10-18,0.4127
2010-10-19,-0.2151
2010-10-20,-0.5747
2010-10-21,0.289
2010-10-22,-0.2858
2010-10-25,-0.7249
2010-10-26,0.3882
2010-10-27,-0.0483
2010-10-28,0.3385
2010-10-29,0.8675
2010-11-01,0.1433
2010-11-02,-0.1431
2010-11-03,0.7167
2010-11-04,1.5844
2010-11-05,-0.0654
2010-11-08,0.7944
2010-11-09,0.51
2010-11-10,-0.1384
2010-11-11,0.0
2010-11-12,-2.2633
2010-11-15,0.8979
