ticker,ZKIN US Equity
2018-01-25,-0.6705
2018-01-26,-3.568
2018-01-29,1.5
2018-01-30,-1.8719000000000001
2018-01-31,-12.0482
2018-02-01,1.3699
2018-02-02,-5.4054
2018-02-05,-9.7738
2018-02-06,-5.7923
2018-02-07,6.5826
2018-02-08,3.0223
2018-02-09,3.9541
2018-02-12,-2.2086
2018-02-13,-0.5019
2018-02-14,2.9004
2018-02-15,-0.2451
2018-02-16,-5.774
2018-02-20,0.1304
2018-02-21,-4.1667
2018-02-22,0.6793
2018-02-23,-6.7476
2018-02-26,3.0391
2018-02-27,0.8427
2018-02-28,0.1393
2018-03-01,0.0
2018-03-02,-1.1127
2018-03-05,-0.4219
2018-03-06,0.2825
2018-03-07,0.2817
2018-03-08,0.4213
2018-03-09,0.1399
2018-03-12,0.2793
2018-03-13,0.8357
2018-03-14,-1.105
2018-03-15,1.1173
2018-03-16,0.6906
2018-03-19,-2.1948
2018-03-20,-0.7013
2018-03-21,0.0
2018-03-22,-2.4011
2018-03-23,1.5918999999999999
2018-03-26,-3.2763999999999998
2018-03-27,1.62
2018-03-28,-2.8986
2018-03-29,0.1493
2018-04-02,-0.7452
2018-04-03,-7.958
2018-04-04,4.2414
2018-04-05,7.5117
2018-04-06,-1.4702
2018-04-09,-1.4625
2018-04-10,4.9475
2018-04-11,-1.0
2018-04-12,0.4329
2018-04-13,1.4368
2018-04-16,1.8414000000000001
2018-04-17,-2.6426
2018-04-18,1.7143000000000002
2018-04-19,-1.6854
2018-04-20,-2.7143
2018-04-23,-4.5521
2018-04-24,-2.3077
2018-04-25,5.5118
2018-04-26,0.1493
2018-04-27,2.0134
2018-04-30,0.802
2018-05-01,-2.6087
2018-05-02,-3.125
2018-05-03,3.2258
2018-05-04,0.8929
2018-05-07,-1.4748999999999999
2018-05-08,1.1976
2018-05-09,-0.8876
2018-05-10,-1.0448
2018-05-11,0.3017
2018-05-14,-0.6015
2018-05-15,0.7564
2018-05-16,0.0
2018-05-17,0.1502
2018-05-18,-0.4348
2018-05-21,-1.5209000000000001
2018-05-22,0.2905
2018-05-23,2.1497
2018-05-24,-0.4627
2018-05-25,0.3149
2018-05-29,0.4484
2018-05-30,-0.744
2018-05-31,-0.1499
2018-06-01,-1.2012
2018-06-04,-1.2158
2018-06-05,-1.5385
2018-06-06,-6.5625
2018-06-07,4.3478
2018-06-08,-2.0833
2018-06-11,2.455
2018-06-12,-2.0591
2018-06-13,-4.0955
2018-06-14,7.483
2018-06-15,7.1203
2018-06-18,-6.4993
2018-06-19,-11.9021
2018-06-20,-4.6014
2018-06-21,2.4436
2018-06-22,-1.4679
2018-06-25,-2.9795
2018-06-26,-1.9194
2018-06-27,-4.6967
2018-06-28,-4.5175
2018-06-29,-31.828
2018-07-02,35.9621
2018-07-03,-7.1926
2018-07-05,1.0
2018-07-06,-4.9505
2018-07-09,0.2604
2018-07-10,-6.7532
2018-07-11,-1.6713
2018-07-12,3.6827
2018-07-13,-4.0984
2018-07-16,-2.2792
2018-07-17,-0.2915
2018-07-18,2.6608
2018-07-19,-4.3008
2018-07-20,-1.4881
2018-07-23,3.0211
2018-07-24,-3.5191
2018-07-25,0.0
2018-07-26,3.3435
2018-07-27,9.4118
2018-07-30,11.2903
2018-07-31,-3.6691000000000003
2018-08-01,-3.4628
2018-08-02,9.0909
2018-08-03,6.9048
2018-08-06,-7.5724
2018-08-07,-1.2048
2018-08-08,-3.1707
2018-08-09,3.0227
2018-08-10,0.1271
2018-08-13,-1.9729999999999999
2018-08-14,1.6341
2018-08-15,-9.8039
2018-08-16,4.3478
2018-08-17,-4.6875
2018-08-20,3.1913
2018-08-21,4.1728
2018-08-22,2.2189
2018-08-23,-3.0261
2018-08-24,-1.0256
2018-08-27,-0.5725
2018-08-28,1.3575
2018-08-29,-2.3136
2018-08-30,1.3158
2018-08-31,-7.9091000000000005
2018-09-04,0.691
2018-09-05,-2.8011
2018-09-06,6.3746
2018-09-07,-6.2635
2018-09-10,-0.2572
2018-09-11,-7.8555
2018-09-12,6.8774
2018-09-13,-2.0214
2018-09-14,-2.4024
2018-09-17,2.1538
2018-09-18,0.0
2018-09-19,-9.6386
2018-09-20,-1.6667
2018-09-21,1.3559
2018-09-24,-2.0067
2018-09-25,-0.6826
2018-09-26,0.4536
2018-09-27,0.9168
2018-09-28,0.5424
2018-10-01,7.8894
2018-10-02,-2.1875
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,-0.9585
2018-10-08,0.0
2018-10-09,-2.5806
2018-10-10,3.6424
2018-10-11,0.3195
2018-10-12,0.3185
2018-10-15,-0.7111
2018-10-16,-2.1582
2018-10-17,6.039
2018-10-18,-3.5409
2018-10-19,-1.7604
2018-10-22,-2.1952
2018-10-23,-2.2744
2018-10-24,-1.8374000000000001
2018-10-25,-9.8787
2018-10-26,-11.1538
2018-10-29,0.8658
2018-10-30,-7.7253
2018-10-31,13.9535
2018-11-01,0.0
2018-11-02,2.0408
2018-11-05,0.0
2018-11-06,-4.0
2018-11-07,3.75
2018-11-08,-1.4056
2018-11-09,-10.387
2018-11-12,-5.4409
2018-11-13,-13.474
2018-11-14,0.0
2018-11-15,-3.8889
2018-11-16,-2.8902
2018-11-19,-1.7856999999999998
2018-11-20,-1.2121
2018-11-21,1.8405
2018-11-26,0.6024
2018-11-27,1.7964
2018-11-28,-17.647100000000002
2018-11-29,10.7143
2018-11-30,9.6774
2018-12-03,17.0588
2018-12-04,-9.5477
2018-12-06,-6.1111
2018-12-07,-5.2663
2018-12-10,2.436
2018-12-11,-1.2195
2018-12-12,4.9383
2018-12-13,0.5
2018-12-14,1.7267000000000001
2018-12-17,-2.7675
2018-12-18,-5.4382
2018-12-19,3.2353
2018-12-20,-6.0435
2018-12-21,-0.4323
2018-12-24,-9.3501
2018-12-26,-4.9321
2018-12-27,-4.5113
2018-12-28,11.811
2018-12-31,0.0
2019-01-02,10.5634
2019-01-03,-6.3057
2019-01-04,13.5282
2019-01-07,1.7964
2019-01-08,-8.8235
2019-01-09,18.0645
2019-01-10,-10.3825
2019-01-11,4.878
2019-01-14,0.5814
2019-01-15,-5.1965
2019-01-16,7.3105
2019-01-17,-2.8693
2019-01-18,1.8894
2019-01-22,-2.6237
2019-01-23,2.5883000000000003
2019-01-24,-9.4828
2019-01-25,6.0317
2019-01-28,-2.2395
2019-01-29,-5.0594
2019-01-30,1.4516
2019-01-31,3.0207
2019-02-01,0.0
2019-02-04,4.321
2019-02-05,-6.5089
2019-02-06,-1.8987
2019-02-07,-8.4903
2019-02-08,7.868
2019-02-11,1.9607999999999999
2019-02-12,-6.4103
2019-02-13,-0.6849
2019-02-14,-4.8276
2019-02-15,2.1739
2019-02-19,4.2553
2019-02-20,-1.3605
2019-02-21,-3.1241
2019-02-22,0.3773
2019-02-25,10.7163
2019-02-26,-6.4762
2019-02-27,-1.3699
2019-02-28,-2.7778
2019-03-01,0.7143
2019-03-04,3.5461
2019-03-05,-1.3699
2019-03-06,-0.6944
2019-03-07,-1.3986
2019-03-08,-2.1277
2019-03-11,-2.8986
2019-03-12,9.7015
2019-03-13,2.7211
2019-03-14,-3.3113
2019-03-15,0.6849
2019-03-18,-2.0408
2019-03-19,-0.6944
2019-03-20,6.2937
2019-03-21,-4.2368
2019-03-22,-1.0717
2019-03-25,-2.7778
2019-03-26,2.1429
2019-03-27,5.5944
2019-03-28,8.6093
2019-03-29,-5.4878
2019-04-01,0.0
2019-04-02,0.3226
2019-04-03,8.2186
2019-04-04,8.1531
2019-04-05,4.4505
2019-04-08,-3.7349
2019-04-09,-2.7321999999999997
2019-04-10,1.6854
2019-04-11,10.4972
2019-04-12,4.0
2019-04-15,-7.6923
2019-04-16,3.125
2019-04-17,-14.6465
2019-04-18,-1.7751000000000001
2019-04-22,-4.2169
2019-04-23,-2.5157
2019-04-24,6.6903
2019-04-25,1.5904
2019-04-26,-2.3810000000000002
2019-04-29,0.6098
2019-04-30,0.0
2019-05-01,3.0303
2019-05-02,-2.3529
2019-05-03,3.012
2019-05-06,2.3392
2019-05-07,-1.7143000000000002
2019-05-08,-1.7442
2019-05-09,-2.9941
2019-05-10,-3.0133
2019-05-13,-3.1447
2019-05-14,-1.2987
2019-05-15,-1.3158
2019-05-16,-2.6667
2019-05-17,-2.7397
2019-05-20,0.0
2019-05-21,2.8169
2019-05-22,-0.6849
2019-05-23,-4.131
2019-05-24,-2.1653000000000002
2019-05-28,-1.4706000000000001
2019-05-29,-2.2388
2019-05-30,3.8015
2019-05-31,1.4855
2019-06-03,-5.7971
2019-06-04,2.3077
2019-06-05,-2.2556
2019-06-06,4.6154
2019-06-07,-1.4706000000000001
2019-06-10,-2.2388
2019-06-11,1.5267
2019-06-12,1.5038
2019-06-13,-0.7407
2019-06-14,0.0
2019-06-17,0.7463
2019-06-18,10.363
2019-06-19,-4.0204
2019-06-20,-2.0979
2019-06-21,2.1429
2019-06-24,1.6364
2019-06-25,-2.3118
2019-06-26,5.6487
2019-06-27,-3.3333
2019-06-28,-1.869
2019-07-01,3.3101
2019-07-02,-2.7211
2019-07-03,-1.3986
2019-07-05,-1.4184
2019-07-08,-0.705
2019-07-09,2.8836
2019-07-10,-2.8169
2019-07-11,1.4493
2019-07-12,-0.7143
2019-07-15,0.7194
2019-07-16,-1.4285999999999999
2019-07-17,-3.8116
2019-07-18,-2.0642
2019-07-19,-0.5692
2019-07-22,1.3461
2019-07-23,1.5267
2019-07-24,-1.5038
2019-07-25,0.7634
2019-07-26,-1.5152
2019-07-29,-0.7692
2019-07-30,-0.7752
2019-07-31,-1.5625
2019-08-01,-3.9683
2019-08-02,0.8182
2019-08-05,-7.3695
2019-08-06,-2.6549
2019-08-07,-2.7273
2019-08-08,8.411200000000001
2019-08-09,5.1724
2019-08-12,10.6557
2019-08-13,3.7037
2019-08-14,-1.4285999999999999
2019-08-15,-5.7971
2019-08-16,0.7692
2019-08-19,3.0534
2019-08-20,-2.7111
2019-08-21,1.7511999999999999
2019-08-22,-1.2197
2019-08-23,4.5375
2019-08-26,-0.3623
2019-08-27,1.8182
2019-08-28,7.1429
2019-08-29,-3.3333
2019-08-30,4.8276
2019-09-03,-1.3092
2019-09-04,4.6597
2019-09-05,0.0
2019-09-06,6.3631
2019-09-09,-1.7606000000000002
2019-09-10,1.8043
2019-09-11,5.3829
2019-09-12,-1.1364
2019-09-13,6.8966
2019-09-16,-7.5269
2019-09-17,8.7209
2019-09-18,-18.1818
2019-09-19,1.3072
2019-09-20,-5.8065
2019-09-23,-10.2671
2019-09-24,1.5190000000000001
2019-09-25,-2.2556
2019-09-26,-0.2385
2019-09-27,1.0101
2019-09-30,-6.1068999999999996
2019-10-01,-6.5041
2019-10-02,0.0
2019-10-03,-3.8783
2019-10-04,6.7487
2019-10-07,0.0
2019-10-08,1.6949
2019-10-09,-1.6667
2019-10-10,11.0169
2019-10-11,-3.0534
2019-10-14,-1.5748
2019-10-15,4.0
2019-10-16,-2.3
2019-10-17,-1.5826
2019-10-18,-5.6
2019-10-21,1.6949
2019-10-22,5.0
2019-10-23,-3.1746
2019-10-24,0.8197
2019-10-25,1.626
2019-10-28,7.2
2019-10-29,-2.9851
2019-10-30,0.7692
2019-10-31,-3.0534
2019-11-01,-1.3780000000000001
2019-11-04,2.9939999999999998
2019-11-05,-0.7752
2019-11-06,-0.7813
2019-11-07,-5.5118
2019-11-08,2.5
2019-11-11,-1.626
2019-11-12,-2.0
2019-11-13,1.1975
2019-11-14,0.8333
2019-11-15,-0.8264
2019-11-18,1.6667
2019-11-19,-0.8525
2019-11-20,-0.5291
2019-11-21,-0.266
2019-11-22,-2.5
2019-11-25,-1.7094
2019-11-26,4.3478
2019-11-27,0.8333
2019-11-29,5.6529
2019-12-02,-0.6571
2019-12-03,-1.5748
2019-12-04,-1.592
2019-12-05,4.8695
2019-12-06,-0.7752
2019-12-09,0.7813
2019-12-10,-2.2868
2019-12-11,3.927
2019-12-12,0.0
2019-12-13,-2.2519
2019-12-16,-0.039
2019-12-17,0.7813
2019-12-18,3.1008
2019-12-19,-0.0075
2019-12-20,-5.256
2019-12-23,3.9683
2019-12-24,0.7863
2019-12-26,-0.7801
2019-12-27,-1.5267
2019-12-30,0.0543
2019-12-31,-0.0542
2020-01-02,3.1008
2020-01-03,11.6541
2020-01-06,-1.6835
2020-01-07,1.3699
2020-01-08,6.7568
2020-01-09,3.7975
2020-01-10,0.8354
2020-01-13,-3.2473
2020-01-14,-2.1875
2020-01-15,9.2652
2020-01-16,-1.462
2020-01-17,-0.2967
2020-01-21,-1.4881
2020-01-22,-0.3021
2020-01-23,3.6364
2020-01-24,-1.2631999999999999
2020-01-27,-4.6434
2020-01-28,-1.2422
2020-01-29,2.5157
2020-01-30,-6.135
2020-01-31,-1.9607999999999999
2020-02-03,-11.7333
2020-02-04,-7.0997
2020-02-05,2.439
2020-02-06,0.3968
2020-02-07,-0.3794
2020-02-10,-1.3649
2020-02-11,7.8037
2020-02-12,-1.4925
2020-02-13,0.7576
2020-02-14,5.5113
2020-02-18,-15.1999
2020-02-19,6.7227
2020-02-20,-2.2441
2020-02-21,-1.1438
2020-02-24,-2.2244
2020-02-25,-2.9167
2020-02-26,-3.2361
2020-02-27,-2.3153
2020-02-28,-5.5576
2020-03-02,4.8077
2020-03-03,0.9174
2020-03-04,0.9091
2020-03-05,-2.7027
2020-03-06,-6.4815
2020-03-09,-5.4158
2020-03-10,-2.4899
2020-03-11,-5.5194
2020-03-12,-2.2838
2020-03-13,-6.7093
2020-03-16,-10.258
2020-03-17,8.5139
2020-03-18,-1.9071
2020-03-19,-9.9687
2020-03-20,4.3478
2020-03-23,1.3889
2020-03-24,0.0137
2020-03-25,2.7394
2020-03-26,17.3177
2020-03-27,-6.5341000000000005
2020-03-30,0.0122
2020-03-31,6.9779
2020-04-01,-4.875
2020-04-02,-0.896
2020-04-03,-0.2841
2020-04-06,1.53
2020-04-07,2.3931
2020-04-08,-3.4186
2020-04-09,20.3949
2020-04-13,17.0
2020-04-14,-5.9829
2020-04-15,0.9091
2020-04-16,-1.7928
2020-04-17,-3.6786
2020-04-20,4.7619
2020-04-21,0.1455
2020-04-22,-1.053
2020-04-23,7.6881
2020-04-24,3.084
2020-04-27,-1.6529
2020-04-28,-0.8487
2020-04-29,0.8645
2020-04-30,-2.5376
2020-05-01,-3.44
2020-05-04,0.0
2020-05-05,-0.8929
2020-05-06,2.7117
2020-05-07,-0.8771
2020-05-08,0.876
2020-05-11,26.3158
2020-05-12,6.9444
2020-05-13,-14.9351
2020-05-14,-2.2901
2020-05-15,-7.8125
2020-05-18,0.8475
2020-05-19,1.6806999999999999
2020-05-20,3.3058
2020-05-21,0.0
2020-05-22,-3.2
2020-05-26,-4.1322
2020-05-27,-1.7241
2020-05-28,-1.7456
2020-05-29,-3.58
2020-06-01,7.4074
2020-06-02,0.1897
2020-06-03,-0.6195
2020-06-04,-3.0303
2020-06-05,5.0893
2020-06-08,1.9541
2020-06-09,0.8333
2020-06-10,4.9587
2020-06-11,5.5118
2020-06-12,23.1343
2020-06-15,0.0
2020-06-16,-7.8788
2020-06-17,-5.2697
2020-06-18,0.7014
2020-06-19,-1.3793
2020-06-22,-0.8741
2020-06-23,1.5873
2020-06-24,2.0833
2020-06-25,-0.6803
2020-06-26,-1.5342
2020-06-29,-2.6085000000000003
2020-06-30,1.0642
2020-07-01,-2.4735
2020-07-02,0.0
2020-07-06,2.1739
2020-07-07,-0.7092
2020-07-08,1.4285999999999999
2020-07-09,1.7606000000000002
2020-07-10,-0.692
2020-07-13,-1.0244
2020-07-14,0.683
2020-07-15,1.049
2020-07-16,-0.692
2020-07-17,1.3589
2020-07-20,3.8089
2020-07-21,-1.8081
2020-07-22,6.2323
2020-07-23,-1.5873
2020-07-24,-4.5161
2020-07-27,-2.027
2020-07-28,0.6897
2020-07-29,-0.6849
2020-07-30,-8.2759
2020-07-31,-3.0075
