ticker,CRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5945
2000-01-04,-0.463
2000-01-05,2.5581
2000-01-06,4.7619
2000-01-07,-1.5152
2000-01-10,-0.8791
2000-01-11,-2.439
2000-01-12,-2.0455
2000-01-13,2.0882
2000-01-14,0.0
2000-01-18,-3.4091
2000-01-19,0.9412
2000-01-20,-0.6993
2000-01-21,-3.2864
2000-01-24,-1.6989999999999998
2000-01-25,0.7407
2000-01-26,-1.9607999999999999
2000-01-27,-4.0
2000-01-28,3.3854
2000-01-31,-3.2746
2000-02-01,0.0
2000-02-02,4.6875
2000-02-03,-4.4776
2000-02-04,0.5938
2000-02-07,-1.5748
2000-02-08,0.2667
2000-02-09,-0.5319
2000-02-10,-1.8717000000000001
2000-02-11,2.1798
2000-02-14,1.6
2000-02-15,3.1496
2000-02-16,0.5089
2000-02-17,-0.2532
2000-02-18,-1.2690000000000001
2000-02-22,-3.599
2000-02-23,-0.8
2000-02-24,-1.8817
2000-02-25,-1.6438000000000001
2000-02-28,-0.2786
2000-02-29,-0.5587
2000-03-01,0.2809
2000-03-02,1.6806999999999999
2000-03-03,2.2039
2000-03-06,1.8868
2000-03-07,0.7937
2000-03-08,-3.4121
2000-03-09,-0.5435
2000-03-10,-1.6393
2000-03-13,-1.3889
2000-03-14,-1.6901000000000002
2000-03-15,0.8596
2000-03-16,4.5455
2000-03-17,-0.2717
2000-03-20,-0.545
2000-03-21,-4.1096
2000-03-22,3.1429
2000-03-23,1.108
2000-03-24,-5.2055
2000-03-27,-5.2023
2000-03-28,3.3537
2000-03-29,-1.4748999999999999
2000-03-30,1.1976
2000-03-31,-1.4793
2000-04-03,0.6006
2000-04-04,-2.0896
2000-04-05,-0.6098
2000-04-06,0.0
2000-04-07,-2.1471999999999998
2000-04-10,-1.5674000000000001
2000-04-11,2.2293
2000-04-12,4.9844
2000-04-13,-1.4837
2000-04-14,-2.4096
2000-04-17,-1.2346
2000-04-18,-0.625
2000-04-19,2.5157
2000-04-20,0.3067
2000-04-24,-1.5291000000000001
2000-04-25,0.3106
2000-04-26,1.2384
2000-04-27,-1.5291000000000001
2000-04-28,1.3292
2000-05-01,4.0498
2000-05-02,-0.8982
2000-05-03,0.0
2000-05-04,3.0211
2000-05-05,-2.6393
2000-05-08,1.2048
2000-05-09,0.0
2000-05-10,-1.4881
2000-05-11,2.1148
2000-05-12,0.5917
2000-05-15,-0.8824
2000-05-16,3.2641
2000-05-17,-1.1494
2000-05-18,0.2907
