ticker,EWLU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-09,-95.0
2017-08-10,300.0
2017-08-11,70.5
2017-08-14,33.1378
2017-08-15,-0.8811
2017-08-16,11.1111
2017-08-21,2.0
2017-08-22,7.8431
2017-08-24,-7.2727
2017-08-28,0.0
2017-08-29,-21.5686
2017-08-31,-37.5
2017-09-05,12.0
2017-09-06,25.0
2017-09-07,-14.2857
2017-09-08,-33.3333
2017-09-11,75.0
2017-09-12,-11.4286
2017-09-13,-3.2258
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,-16.6667
2017-09-19,-20.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-27,0.0
2017-09-29,25.0
2017-10-03,-8.0
2017-10-05,-13.0435
2017-10-11,20.0
2017-10-13,4.1667
2017-10-16,0.0
2017-10-17,0.0
2017-10-23,-20.0
2017-10-25,50.5
2017-10-26,69.4352
2017-10-27,-1.9607999999999999
2017-10-30,-10.0
2017-10-31,0.0
2017-11-01,-40.0
2017-11-06,-7.4074
2017-11-08,8.0
2017-11-09,-18.5185
2017-11-10,13.6364
2017-11-13,8.0
2017-11-14,25.9259
2017-11-16,2.9412000000000003
2017-11-17,-8.5714
2017-11-20,0.0
2017-11-28,9.375
2017-11-30,-37.1429
2017-12-11,25.0
2017-12-13,5.4545
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-22,3.4483
2017-12-29,6.6667
2018-01-03,12.5
2018-01-04,2.7778
2018-01-16,-5.4054
2018-01-18,11.4286
2018-01-23,-23.0769
2018-02-01,6.6667
2018-02-22,15.625
2018-02-23,8.1081
2018-02-26,-5.0
2018-02-27,-5.2632
2018-03-20,25.0
2018-03-26,6.6667
2018-03-27,14.5833
2018-03-28,25.4545
2018-03-29,57.971
2018-04-02,0.0
2018-04-03,19.2661
2018-04-05,-11.538499999999999
2018-04-06,12.1739
2018-04-09,0.7752
2018-04-12,-37.6923
2018-04-13,0.0
2018-04-17,35.8025
2018-04-18,0.9091
2018-04-20,-5.4054
2018-04-23,0.0
2018-04-24,0.0
2018-04-30,4.7619
2018-05-03,13.6364
2018-05-04,16.0
2018-05-07,-3.4483
2018-05-08,3.5714
2018-05-09,-3.4483
2018-05-11,0.0
2018-05-15,0.0
2018-05-16,-3.5714
2018-05-17,-18.5185
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,7.2727
2018-05-30,4.2373
2018-05-31,4.878
2018-06-04,0.0
2018-06-05,-3.1008
