ticker,EWLU US Equity
2018-06-06,0.8
2018-06-07,-0.7937
2018-06-12,-1.6
2018-06-13,0.0
2018-06-14,-2.439
2018-06-15,1.6667
2018-06-18,0.0
2018-06-20,-1.6393
2018-06-22,-3.3333
2018-06-26,-3.4483
2018-06-27,-7.1429
2018-06-28,0.0
2018-07-02,-3.8462
2018-07-06,-69.0
2018-07-09,29.0323
2018-07-10,-20.5
2018-07-11,0.0
2018-07-12,10.0629
2018-07-13,5.7143
2018-07-16,8.1081
2018-07-18,-17.5
2018-07-19,-3.0303
2018-07-20,9.375
2018-07-23,-8.5714
2018-07-24,-6.25
2018-07-25,0.0
2018-07-27,13.3333
2018-08-02,-8.8235
2018-08-06,3.2258
2018-08-07,0.0
2018-08-08,-3.125
2018-08-10,0.0
2018-08-13,3.2258
2018-08-14,0.0
2018-08-16,-3.125
2018-08-20,3.2258
2018-08-22,-6.25
2018-08-23,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-09-04,6.6667
2018-09-05,9.375
2018-09-06,0.0
2018-09-07,5.7143
2018-09-10,-18.9189
2018-09-13,16.0
2018-09-14,0.5747
2018-09-17,-8.5714
2018-09-19,0.0
2018-09-21,-3.125
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-10-03,-3.2258
2018-10-09,-6.6667
2018-10-11,0.0
2018-10-17,-7.1429
2018-10-22,0.0
2018-10-24,-3.8462
2018-10-25,0.0
2018-10-26,4.0
2018-10-29,-15.3846
2018-10-30,13.6364
2018-10-31,-8.0
2018-11-01,8.6957
2018-11-02,0.0
2018-11-05,-4.0
2018-11-08,33.3333
2018-11-09,15.625
2018-11-12,102.7027
2018-11-13,-20.0
2018-11-14,31.5
2018-11-15,-1.1407
2018-11-16,-3.8462
2018-11-19,-6.6667
2018-11-20,5.7143
2018-11-21,1.3514
2018-11-23,-1.3333
2018-11-26,0.0
2018-11-27,1.3514
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,-1.3333
2018-12-03,-1.3514
2018-12-04,-2.7397
2018-12-06,2.8169
2018-12-10,9.589
2018-12-11,-11.25
2018-12-12,0.0
2018-12-13,-4.2254
2018-12-14,-2.9412000000000003
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,-3.0303
2018-12-20,6.25
2018-12-21,-2.9412000000000003
2018-12-24,0.0
2018-12-26,-1.5152
2018-12-31,13.8462
2019-01-02,1.3514
2019-01-03,4.0
2019-01-04,12.8205
2019-01-07,2.2727
2019-01-08,11.1111
2019-01-09,8.0
2019-01-10,-2.7778
2019-01-11,4.7619
2019-01-14,-22.7273
2019-01-15,-2.3529
2019-01-16,0.0
2019-01-18,-3.6145
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,0.0
2019-01-29,-2.5
2019-02-05,0.0
2019-02-19,-10.2564
2019-02-26,-8.5714
2019-03-01,0.0
2019-03-12,-3.125
2019-03-13,-3.2258
2019-03-25,1.6667
2019-03-26,-1.6393
2019-03-27,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-05-16,-41.6833
2019-05-28,0.0
2019-07-03,5.7445
2019-07-05,-2.7027
2019-07-18,25.0
2019-08-27,-77.8
2019-08-28,100.2002
2019-09-05,0.0
2019-09-06,20.0
2019-09-23,25.0
2019-10-07,16.6667
2019-10-16,7.1429
2019-10-29,-30.6667
2019-10-30,1.1538
2019-10-31,14.0684
2019-11-01,3.3333
2019-11-04,0.0
2019-11-06,0.0
2019-11-08,-19.3548
2019-11-11,4.0
2019-11-19,0.0
2019-11-21,0.0
2019-11-25,0.0
2019-11-29,11.538499999999999
2019-12-02,-10.3448
2019-12-03,15.3846
2019-12-04,-13.3333
2019-12-06,11.538499999999999
2019-12-09,-6.8966
2019-12-11,3.7037
2019-12-12,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-20,0.0
2020-01-08,18.7143
2020-01-10,16.9525
2020-01-13,100.6431
2020-01-14,-32.5641
2020-01-23,0.0
2020-01-24,-0.019
2020-01-29,-1.1219
2020-01-30,0.0
2020-02-04,-11.7308
2020-02-05,0.1961
2020-02-06,-0.0978
2020-02-10,30.5909
2020-02-11,8.3333
2020-02-12,7.6923
2020-02-13,-0.1429
2020-02-18,-4.1488
2020-02-19,-19.403
2020-02-20,-1.8519
2020-02-21,-5.8491
2020-02-25,18.2365
2020-02-27,-11.8644
2020-02-28,0.0
2020-03-02,-13.461500000000001
2020-03-03,15.0222
2020-03-05,-5.5641
2020-03-09,-34.5336
2020-03-10,71.875
2020-03-16,-36.3636
2020-03-19,0.0
2020-03-20,26.0857
2020-03-25,24.6318
2020-03-31,-9.1091
2020-04-08,-13.9828
2020-04-24,6.9767
2020-05-06,8.6957
2020-05-07,0.0
2020-05-13,0.0
2020-05-21,5.0
2020-06-04,4.7619
2020-07-08,-18.1818
2020-07-13,-2.2222
2020-07-21,15.9091
2020-07-22,1.9607999999999999
2020-07-23,0.0
2020-07-24,-1.9231
