ticker,SNNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-24,0.0
2014-08-29,296.0396
2014-09-02,-17.5
2014-09-12,0.0
2014-09-19,0.0
2014-09-24,-3.0303
2014-09-29,-3.125
2014-10-02,0.0
2014-11-06,0.0
2014-12-01,0.0
2014-12-08,3.2258
2014-12-09,-14.0625
2014-12-22,27.2727
2015-01-30,-28.5714
2015-02-09,10.0
2015-02-17,-18.1818
2015-02-26,-11.1111
2015-03-16,-47.5
2015-06-02,18.0952
2015-06-03,-19.3548
2015-06-09,-26.0
2015-06-10,35.1351
2015-06-12,25.0
2015-06-15,20.0
2015-06-17,6.6667
2015-06-23,-3.125
2015-07-14,-35.4839
2015-07-16,-15.0
2015-07-21,-5.8824
2015-07-22,-6.25
2015-07-23,-13.3333
2015-07-24,7.6923
2015-07-27,5.7143
2015-07-28,-18.9189
2015-07-29,-5.0
2015-07-31,-21.0526
2015-08-03,-8.8889
2015-08-12,-14.6341
2015-09-01,-14.2857
2015-10-13,-30.0
2015-10-16,42.8571
2015-10-29,0.0
2015-11-02,0.0
2015-12-22,16.6667
2015-12-28,-28.5714
2016-03-17,-12.0
2016-03-21,11.3636
2016-04-13,-30.6122
2016-04-14,-52.9412
2016-04-15,25.0
2016-04-18,16.0
2016-04-19,50.5927
2016-04-22,14.4902
2016-05-10,-25.0
2016-05-18,0.0
2016-06-02,33.3333
2016-06-28,0.0
2016-07-05,0.0
2016-07-11,-40.0
2016-07-12,-16.6667
2016-09-01,0.0
2016-11-10,70.0
2016-11-17,0.0
2016-12-02,5.8824
2017-01-30,22.2222
2017-03-30,-40.9091
2017-04-06,0.0
2017-05-02,92.3077
2017-06-01,-44.0
2017-06-06,-28.5714
2017-06-23,-50.0
2017-06-26,0.0
2017-06-28,0.0
2017-06-30,-20.0
2017-07-03,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-31,0.0
2017-08-01,-2.5
2017-08-14,-74.359
2017-10-18,0.0
2017-10-25,200.0
2017-11-15,233.3333
2017-11-20,-50.0
2017-11-27,448.0
2017-12-04,4.0146
2017-12-06,-47.3684
2017-12-07,0.0
2017-12-19,-45.9333
2018-01-05,23.3046
2018-01-09,-50.0
2018-01-10,-0.2
2018-01-11,0.2004
2018-01-30,10.0
2018-02-05,5.4545
2018-02-14,3.4483
2018-03-09,-16.6667
2018-04-06,-59.0
2018-04-18,387.8049
2018-04-19,0.0
2018-04-25,0.0
2018-04-27,-45.0
2018-06-04,-45.4545
2018-06-14,133.3333
2018-06-20,0.0
2018-07-02,0.0
2018-07-23,-51.4286
2018-08-01,-11.7647
2018-08-27,100.0
2018-08-28,0.0
2018-08-29,-33.3333
2018-08-30,-50.0
2018-09-21,25.0
2018-09-26,0.0
2018-10-01,0.0
2018-10-04,-60.0
2019-02-04,200.0
2019-02-05,0.0
2019-02-06,43.3333
2019-02-25,-6.9767
2019-02-26,-50.0
2019-02-27,50.0
2019-02-28,0.0
2019-03-21,-50.0
2019-04-09,233.3333
2019-04-10,-30.0
2019-05-03,42.8571
2019-05-10,-69.6
2019-08-21,-34.2105
2019-10-08,0.0
2019-10-11,-25.0
2020-02-07,20.0
2020-02-11,288.8889
2020-02-12,0.0
2020-02-14,14.2857
2020-02-20,75.0
2020-02-21,-57.1429
2020-02-24,-33.3333
2020-02-27,100.0
2020-03-04,75.0
2020-03-11,-71.4286
2020-03-16,100.0
2020-03-18,-50.0
2020-03-20,100.0
2020-03-23,75.0
2020-03-25,-14.2857
2020-03-27,-2.0833
2020-04-08,19.1489
2020-05-11,-70.0
2020-05-13,233.3333
2020-05-14,42.8571
2020-05-15,50.0
2020-05-18,-20.0667
2020-05-19,-24.9374
2020-05-20,22.7778
2020-05-21,-9.5023
2020-05-22,-18.0
2020-05-26,34.1463
2020-05-27,-9.0909
2020-05-28,30.0
2020-05-29,7.6923
2020-06-02,-0.0714
2020-06-04,-27.341
2020-06-09,-1.6232
2020-06-10,-19.0
2020-06-18,48.7654
2020-06-19,-8.7137
2020-06-24,27.2727
2020-06-25,3.5714
2020-06-26,17.1724
2020-06-29,-31.6363
2020-06-30,-19.5006
2020-07-01,28.3422
2020-07-02,-8.3333
2020-07-07,-4.5455
2020-07-08,-4.7619
2020-07-10,0.0
2020-07-13,-38.0
2020-07-14,24.1935
2020-07-15,27.7922
2020-07-16,-39.0244
2020-07-17,62.8333
2020-07-21,-25.0819
2020-07-22,-18.0272
2020-07-23,0.0
2020-07-24,-16.6667
2020-07-29,2.0
2020-07-31,0.0
