ticker,USFD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-05-26,8.3043
2016-05-27,0.4817
2016-05-31,-0.1598
2016-06-01,1.4405999999999999
2016-06-02,-0.2761
2016-06-03,0.0396
2016-06-06,0.0791
2016-06-07,0.3556
2016-06-08,-0.7087
2016-06-09,-1.0706
2016-06-10,-0.9218
2016-06-13,-1.7799
2016-06-14,-2.5124
2016-06-15,1.3519
2016-06-16,-1.0421
2016-06-17,0.9267
2016-06-20,-1.6694
2016-06-21,1.4007
2016-06-22,-1.3395000000000001
2016-06-23,-1.6545999999999998
2016-06-24,0.6903
2016-06-27,1.7995
2016-06-28,1.9781
2016-06-29,0.6603
2016-06-30,-0.615
2016-07-01,0.9901
2016-07-05,-1.1029
2016-07-06,3.0566
2016-07-07,0.2806
2016-07-08,0.2398
2016-07-11,1.2759
2016-07-12,0.1181
2016-07-13,0.2753
2016-07-14,-0.3529
2016-07-15,-1.9284
2016-07-18,1.5249000000000001
2016-07-19,-0.0395
2016-07-20,0.5931
2016-07-21,0.1572
2016-07-22,-1.4914
2016-07-25,-0.996
2016-07-26,-0.8048
2016-07-27,-2.4341
2016-07-28,0.8732
2016-07-29,-0.4122
2016-08-01,-0.5795
2016-08-02,0.0416
2016-08-03,0.1665
2016-08-04,-1.5372
2016-08-05,0.0422
2016-08-08,-0.2531
2016-08-09,2.4101
2016-08-10,-0.9496
2016-08-11,-0.792
2016-08-12,1.0084
2016-08-15,2.0799
2016-08-16,-0.7742
2016-08-17,-1.9713
2016-08-18,0.7122
2016-08-19,2.5374
2016-08-22,1.4199
2016-08-23,-0.2
2016-08-24,-1.7635
2016-08-25,1.02
2016-08-26,0.0
2016-08-29,-1.6559
2016-08-30,-0.6571
2016-08-31,0.248
2016-09-01,-0.3299
2016-09-02,2.3997
2016-09-06,-0.1616
2016-09-07,-0.7285
2016-09-08,-2.2014
2016-09-09,-2.2926
2016-09-12,0.2986
2016-09-13,-1.0634
2016-09-14,1.3758
2016-09-15,-0.6361
2016-09-16,-1.8779
2016-09-19,0.5655
2016-09-20,0.1298
2016-09-21,0.5616
2016-09-22,1.0309
2016-09-23,1.0629
2016-09-26,-1.2621
2016-09-27,-0.2556
2016-09-28,1.7941
2016-09-29,-1.6785999999999999
2016-09-30,0.7682
2016-10-03,-0.1694
2016-10-04,-0.3394
2016-10-05,-0.7237
2016-10-06,-0.3431
2016-10-07,0.4303
2016-10-10,-0.0857
2016-10-11,-1.2436
2016-10-12,-0.0868
2016-10-13,-0.6519
