ticker,PBAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-06,-2.7778
2012-01-12,5.7143
2012-02-02,-5.4054
2012-02-03,3.4286
2012-02-15,-8.8398
2012-02-17,0.0
2012-03-01,6.0606
2012-03-06,-0.5714
2012-03-14,1.1494
2012-04-19,0.0
2012-05-03,5.1136
2012-05-10,2.7027
2012-05-16,2.1053
2012-05-17,0.5155
2012-05-18,0.0
2012-06-01,1.0256
2012-06-07,-1.0152
2012-06-15,-5.1282
2012-06-25,0.0
2012-06-29,0.5405
2012-07-23,0.0
2012-07-25,0.0
2012-07-27,0.0
2012-08-02,2.1505
2012-08-10,-2.1053
2012-08-14,7.5269
2012-08-16,-7.0
2012-08-29,2.1505
2012-09-04,1.2631999999999999
2012-09-10,4.0541
2012-09-13,-6.0939
2012-09-17,0.0
2012-09-27,0.0
2012-10-08,1.0638
2012-10-12,-1.0526
2012-10-16,0.0
2012-10-19,0.0
2012-11-19,1.0638
2012-11-23,-1.0526
2012-11-27,1.0638
2012-11-29,7.8947
2012-11-30,-8.2927
2012-12-10,9.0426
2012-12-12,-8.2927
2012-12-13,0.0
2012-12-21,-2.1277
2012-12-24,0.0
2012-12-27,-0.5435
2013-01-14,-1.3115
2013-01-15,2.4363
2013-01-18,-1.0811
2013-01-29,1.0929
2013-02-05,3.2432
2013-02-06,-2.6178
2013-02-08,0.0
2013-02-19,1.0753
2013-03-05,0.5319
2013-03-07,-0.5291
2013-03-08,-1.5957
2013-03-20,1.0811
2013-04-02,0.0
2013-04-03,0.0
2013-04-09,1.4973
2013-04-19,1.1591
2013-04-24,-1.0417
2013-04-25,2.1053
2013-04-30,0.5155
2013-05-02,-2.4615
2013-05-03,1.9979
2013-05-07,3.0928
2013-05-10,0.0
2013-05-16,2.0
2013-05-17,3.0392
2013-05-20,0.8563
2013-05-23,1.4151
2013-05-28,0.4651
2013-05-29,0.463
2013-06-04,-0.4608
2013-06-06,-0.463
2013-06-11,0.0
2013-06-13,-2.3256
2013-06-14,4.7619
2013-06-20,-2.2727
2013-06-21,-2.3256
2013-06-25,2.3810000000000002
2013-06-26,-2.3256
2013-07-02,0.0
2013-07-05,2.3810000000000002
2013-07-09,0.0
2013-07-10,-2.3256
2013-07-16,2.3810000000000002
2013-07-18,0.0
2013-07-22,0.0
2013-07-23,1.3953
2013-07-24,0.9174
2013-08-02,-4.5455
2013-08-09,0.9524
2013-08-12,0.9434
2013-08-15,0.9346
2013-08-21,1.8519
2013-08-29,0.0
