ticker,MCRB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-26,185.5556
2015-06-29,-26.07
2015-06-30,9.2105
2015-07-01,-4.0964
2015-07-02,0.7789
2015-07-06,0.0
2015-07-07,-0.7729
2015-07-08,0.4271
2015-07-09,-0.3252
2015-07-10,2.6606
2015-07-13,3.3985
2015-07-14,-0.2838
2015-07-15,3.723
2015-07-16,6.31
2015-07-17,-5.3978
2015-07-20,-3.6599
2015-07-21,-7.5979
2015-07-22,4.8774
2015-07-23,0.122
2015-07-24,-7.1014
2015-07-27,-8.2461
2015-07-28,3.9087
2015-07-29,3.2949
2015-07-30,1.0898
2015-07-31,-0.4733
2015-08-03,2.8005
2015-08-04,0.514
2015-08-05,3.5796
2015-08-06,-1.1355
2015-08-07,0.0
2015-08-10,0.0499
2015-08-11,-0.1248
2015-08-12,-1.6492
2015-08-13,1.9944
2015-08-14,-2.9269
2015-08-17,-0.2823
2015-08-18,-2.1359
2015-08-19,6.2318999999999996
2015-08-20,-2.7475
2015-08-21,3.2324
2015-08-24,-6.287
2015-08-25,1.2891
2015-08-26,1.7143000000000002
2015-08-27,3.3963
2015-08-28,1.309
2015-08-31,0.7557
2015-09-01,-0.871
2015-09-02,2.5140000000000002
2015-09-03,3.4286
2015-09-04,1.8877000000000002
2015-09-08,8.9697
2015-09-09,2.6125
2015-09-10,-3.5967000000000002
2015-09-11,1.9912
2015-09-14,-3.658
2015-09-15,-0.32
2015-09-16,4.1729
2015-09-17,-0.493
2015-09-18,-5.6152
2015-09-21,-5.2493
2015-09-22,-10.8957
2015-09-23,2.7720000000000002
2015-09-24,-1.3108
2015-09-25,-2.0434
2015-09-28,-9.648
2015-09-29,-22.0779
2015-09-30,9.7778
2015-10-01,-12.8543
2015-10-02,1.2389000000000001
2015-10-05,6.0803
2015-10-06,1.5501
2015-10-07,4.0114
2015-10-08,-0.273
2015-10-09,1.9849
2015-10-12,-1.5436
2015-10-13,-0.9884
2015-10-14,0.1033
2015-10-15,4.5736
2015-10-16,1.71
2015-10-19,1.8105
2015-10-20,-6.0337
2015-10-21,-5.2045
2015-10-22,2.4242
2015-10-23,0.3133
2015-10-26,7.5989
2015-10-27,-1.3866
2015-10-28,4.3165
2015-10-29,-1.7868
2015-10-30,-5.3942
2015-11-02,3.8799
2015-11-03,1.3316
2015-11-04,9.359
2015-11-05,-4.2497
2015-11-06,-3.367
2015-11-09,3.7694
2015-11-10,-4.0598
2015-11-11,-1.7816999999999998
2015-11-12,-0.7127
