ticker,CARA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-31,17.3636
2014-02-03,-2.1689
2014-02-04,-7.0467
2014-02-05,-9.7104
2014-02-06,10.0943
2014-02-07,1.4567
2014-02-10,15.5405
2014-02-11,-3.8743
2014-02-12,1.8251
2014-02-13,0.7468
2014-02-14,-1.8532
2014-02-18,4.6828
2014-02-19,-4.329
2014-02-20,4.902
2014-02-21,7.8361
2014-02-24,-3.4667
2014-02-25,2.9006
2014-02-26,3.6913
2014-02-27,12.3625
2014-02-28,8.7558
2014-03-03,12.7119
2014-03-04,2.7256
2014-03-05,2.882
2014-03-06,-5.7803
2014-03-07,-5.6159
2014-03-10,0.85
2014-03-11,-0.4958
2014-03-12,-0.3488
2014-03-13,-7.85
2014-03-14,-6.3483
2014-03-17,7.1842
2014-03-18,7.8378
2014-03-19,-4.5113
2014-03-20,-4.8294
2014-03-21,-5.4054
2014-03-24,-3.6734999999999998
2014-03-25,2.2397
2014-03-26,0.4737
2014-03-27,2.0035
2014-03-28,-4.5638
2014-03-31,12.651299999999999
2014-04-01,3.439
2014-04-02,3.7403
2014-04-03,-6.009
2014-04-04,-1.4385
2014-04-07,-4.8649000000000004
2014-04-08,3.9205
2014-04-09,0.0547
2014-04-10,-6.6667
2014-04-11,-9.3677
2014-04-14,0.0
2014-04-15,-10.7235
2014-04-16,-1.3025
2014-04-17,-1.9062000000000001
2014-04-21,11.5845
2014-04-22,11.9893
2014-04-23,-8.1938
2014-04-24,-7.4919
2014-04-25,-2.7465
2014-04-28,-3.1861
2014-04-29,7.1055
2014-04-30,0.4888
2014-05-01,-0.278
2014-05-02,-3.2753
2014-05-05,4.683
2014-05-06,-0.3441
2014-05-07,-5.1105
2014-05-08,-0.8006
2014-05-09,1.8342
2014-05-12,-1.7290999999999999
2014-05-13,0.0
2014-05-14,0.0733
2014-05-15,1.6117
2014-05-16,1.1536
2014-05-19,-0.0713
2014-05-20,-1.2839
2014-05-21,-0.9393
2014-05-22,-0.4376
2014-05-23,3.4432
2014-05-27,-0.1416
2014-05-28,1.5603
2014-05-29,-1.6061
2014-05-30,-2.2001
2014-06-02,0.9434
2014-06-03,-0.5751
2014-06-04,-1.5184
2014-06-05,2.0558
2014-06-06,-0.2878
2014-06-09,0.5772
2014-06-10,-0.5022
2014-06-11,1.442
2014-06-12,2.2743
2014-06-13,-0.9034
2014-06-16,-1.4025
2014-06-17,-0.3556
2014-06-18,0.0
2014-06-19,4.4968
2014-06-20,19.6038
