ticker,IMSU US Equity
2009-01-28,-5.4545
2009-01-29,-3.8462
2009-02-10,-10.0
2009-02-11,0.0
2009-02-13,-2.2222
2009-02-17,-29.5455
2009-02-18,-3.2258
2009-02-19,33.3333
2009-02-20,12.5
2009-02-23,-15.5556
2009-02-24,-21.0526
2009-02-25,36.6667
2009-03-05,9.7561
2009-03-10,-13.3333
2009-03-19,0.0
2009-03-20,10.2564
2009-03-23,0.0
2009-03-24,-18.6047
2009-03-26,0.0
2009-03-27,0.0
2009-03-31,0.0
2009-04-02,0.0
2009-04-08,-14.2857
2009-04-09,0.0
2009-04-13,40.0
2009-04-15,-16.6667
2009-04-16,-5.7143
2009-04-21,6.0606
2009-04-22,-8.5714
2009-04-23,9.375
2009-05-04,0.0
2009-05-05,0.0
2009-05-07,5.7143
2009-05-11,-2.7027
2009-05-12,5.5556
2009-05-13,7.8947
2009-05-14,12.1951
2009-05-15,-2.1739
2009-05-18,-4.4444
2009-05-20,11.6279
2009-05-22,6.25
2009-05-27,-5.8824
2009-06-03,-10.4167
2009-06-04,13.9535
2009-06-09,-12.2449
2009-06-10,0.0
2009-06-11,0.0
2009-06-15,-6.9767
2009-06-16,0.0
2009-06-19,-5.0
2009-06-25,-21.7105
2009-06-29,17.647100000000002
2009-07-02,22.8571
2009-07-08,-41.8605
2009-07-10,28.0
2009-07-13,-6.25
2009-07-17,0.0
2009-07-23,0.0
2009-07-27,-16.6667
2009-07-28,0.0
2009-07-31,28.0
2009-08-04,-15.625
2009-08-07,3.7037
2009-08-10,0.0
2009-08-12,0.0
2009-08-13,7.1429
2009-08-14,0.0
2009-08-18,3.3333
2009-08-20,3.2258
2009-08-21,6.25
2009-08-24,2.9412000000000003
2009-08-25,-1.4285999999999999
2009-08-26,4.3478
2009-08-28,-5.5556
2009-09-02,0.0
2009-09-04,11.7647
2009-09-09,-28.947400000000002
2009-09-10,11.1111
2009-09-11,16.6667
2009-09-16,-14.2857
2009-09-18,-10.0
2009-09-21,18.5185
2009-09-22,0.0
2009-09-23,-46.875
2009-09-25,82.3529
2009-09-29,-25.8065
2009-09-30,139.1304
2009-10-01,3.6364
2009-10-02,23.6842
2009-10-05,-19.1489
2009-10-06,-12.2807
2009-10-07,-30.0
2009-10-08,2.8571
2009-10-09,36.1111
2009-10-12,18.3673
2009-10-13,-10.3448
2009-10-14,-2.8846
2009-10-15,-0.9901
2009-10-16,-4.0
2009-10-19,-14.5833
2009-10-20,21.9512
2009-10-21,-12.0
2009-10-22,-4.5455
2009-10-23,-26.1905
2009-10-26,-19.3548
2009-10-27,16.0
2009-10-28,-37.931
2009-10-29,11.1111
2009-10-30,25.0
2009-11-02,0.0
2009-11-03,32.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,-6.0606
2009-11-09,-1.6129
2009-11-11,-1.6393
2009-11-12,-3.3333
2009-11-13,5.1724
2009-11-16,-8.1967
2009-11-17,7.1429
2009-11-18,-6.6667
2009-11-19,0.0
2009-11-23,0.0
2009-11-24,-8.9286
2009-11-25,17.647100000000002
2009-11-30,0.0
2009-12-02,-1.6667
2009-12-04,-1.6949
2009-12-07,0.0
2009-12-09,-13.7931
2009-12-10,14.0
2009-12-11,1.7544
2009-12-15,-1.7241
2009-12-21,-1.7544
2009-12-30,-3.5714
2009-12-31,-25.9259
2010-01-04,15.0
2010-01-06,17.3913
2010-01-07,11.1111
2010-01-08,0.0
2010-01-11,-10.0
2010-01-13,18.5185
2010-01-14,-6.25
2010-01-15,0.0
2010-01-19,-3.3333
2010-01-20,-13.7931
2010-01-21,8.0
2010-01-22,-22.2222
2010-01-26,-4.7619
2010-01-27,25.0
2010-01-28,20.0
2010-01-29,-16.6667
2010-02-01,-18.0
2010-02-02,0.0
2010-02-03,2.439
2010-02-04,42.8571
2010-02-08,33.3333
2010-02-09,-12.5
2010-02-11,-21.4286
2010-02-12,0.0
2010-02-17,-5.4545
2010-02-18,-3.8462
2010-02-19,16.0
2010-02-22,3.4483
2010-02-23,0.0
2010-02-26,-16.6667
2010-03-01,8.0
2010-03-02,7.4074
2010-03-03,-13.7931
2010-03-04,36.0
2010-03-08,17.647100000000002
2010-03-09,12.5
2010-03-10,0.0
2010-03-11,-6.6667
2010-03-12,2.3810000000000002
2010-03-16,4.6512
2010-03-18,0.0
2010-03-22,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-04-01,0.0
2010-04-06,-22.2222
2010-04-08,0.0
2010-04-09,14.2857
2010-04-12,0.0
2010-04-13,-2.5
2010-04-14,-7.6923
2010-04-15,0.0
2010-04-16,0.0
2010-04-20,2.7778
2010-04-21,8.1081
2010-04-22,0.0
2010-04-23,-7.5
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,8.1081
2010-04-29,0.0
2010-05-03,-7.5
2010-05-04,0.0
2010-05-05,8.1081
2010-05-06,2.5
2010-05-07,-9.7561
2010-05-14,0.0
2010-05-17,8.1081
2010-05-18,-7.5
2010-05-19,0.0
2010-05-20,-0.9122
2010-05-21,-29.0829
2010-05-25,-15.3846
2010-05-26,54.5455
2010-05-27,-14.7059
2010-05-28,-13.7931
2010-06-02,40.0
2010-06-03,-31.4286
2010-06-04,45.8333
2010-06-07,0.0
2010-06-08,0.0
2010-06-10,-25.7143
2010-06-11,7.6923
2010-06-24,-10.7143
2010-07-01,0.0
2010-07-06,60.0
2010-07-07,0.0
2010-07-08,-25.0
2010-07-09,33.3333
2010-07-14,2.5
2010-07-15,19.5122
2010-07-16,-18.3673
2010-07-21,0.0
2010-07-23,35.0
2010-07-27,-7.4074
2010-07-29,0.0
2010-07-30,0.0
2010-08-03,0.0
2010-08-04,2.025
2010-08-05,-1.9848
2010-08-10,18.0
2010-08-11,-32.2034
2010-08-25,27.5
2010-09-03,-9.8039
2010-09-07,-8.6957
2010-09-08,2.3810000000000002
2010-09-15,-11.6279
2010-09-20,5.2632
2010-09-23,12.5
2010-09-24,-2.2222
2010-10-01,-6.8182
2010-10-04,9.7561
2010-10-05,-2.2222
2010-10-06,0.0
2010-10-07,2.2727
2010-10-08,0.0
2010-10-13,0.0
2010-10-15,0.0
2010-10-18,8.8889
2010-10-19,-8.1633
2010-10-20,11.1111
2010-10-21,0.0
2010-10-22,0.0
2010-10-26,0.0
2010-11-05,0.0
2010-11-09,0.0
2010-11-15,0.0
2010-11-17,0.0
2010-11-18,10.0
2010-11-19,0.0
2010-11-24,9.0909
2010-11-26,-15.0
2010-11-29,0.0
2010-11-30,-1.9607999999999999
2010-12-01,0.0
2010-12-03,0.0
2010-12-08,-4.0
2010-12-09,0.0
2010-12-13,-6.25
2010-12-14,0.0
2010-12-15,0.0
2010-12-20,11.1111
2010-12-21,-4.0
2010-12-23,22.9167
2010-12-27,-9.322
2010-12-29,2.8037
2010-12-30,9.0909
2010-12-31,0.0
2011-01-04,5.0
2011-01-10,-11.1111
2011-01-12,30.3571
2011-01-13,2.7397
2011-01-18,-6.6667
2011-01-19,12.857099999999999
2011-01-21,1.2658
2011-01-24,18.75
2011-01-25,-11.5789
2011-01-26,13.0952
2011-01-27,0.0
2011-01-28,9.473700000000001
2011-01-31,-2.8846
2011-02-01,0.0
2011-02-02,0.0
2011-02-03,-0.9901
2011-02-04,0.0
2011-02-07,-5.0
2011-02-08,-8.4211
2011-02-09,8.046
2011-02-10,0.0
2011-02-11,-2.1277
2011-02-15,-3.2609
2011-02-16,-11.236
2011-02-17,-1.2658
2011-02-18,-10.2564
2011-02-22,7.1429
2011-02-23,-20.0
2011-02-24,-15.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,-1.9607999999999999
2011-03-02,2.0
2011-03-03,13.7255
2011-03-04,0.0
2011-03-07,3.4483
2011-03-09,-16.6667
2011-03-10,4.0
2011-03-11,-1.9231
2011-03-14,7.8431
2011-03-15,7.2727
2011-03-16,-6.7797
2011-03-18,0.0
2011-03-21,-16.3636
2011-03-23,19.5652
2011-03-25,0.0
2011-04-01,16.3636
2011-04-04,0.0
2011-04-05,-17.1875
2011-04-06,-1.8868
2011-04-08,5.7692
2011-04-11,0.0
2011-04-12,-3.6364
2011-04-15,-1.8868
2011-04-19,-7.6923
2011-04-20,4.1667
2011-04-25,-16.0
2011-04-26,-4.7619
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-02,0.0
2011-05-03,-22.5
2011-05-04,12.9032
2011-05-06,-2.8571
2011-05-18,5.8824
2011-05-19,52.7778
2011-05-20,-54.5455
2011-05-23,-20.0
2011-05-24,40.0
2011-05-25,-28.5714
2011-05-26,20.0
2011-05-27,16.6667
2011-05-31,-10.7143
2011-06-01,8.0
2011-06-02,7.4074
2011-06-03,-13.7931
2011-06-07,4.0
2011-06-08,0.0
2011-06-13,0.0
2011-06-16,-0.3846
2011-06-20,0.0
2011-06-23,-3.4749
2011-06-24,-18.0
2011-06-27,-31.7073
2011-06-28,7.1429
2011-06-29,16.6667
2011-06-30,0.0
2011-07-01,-20.0
2011-07-05,25.0
2011-07-06,-20.0
2011-07-07,25.0
2011-07-12,-8.5714
2011-07-14,0.0
2011-07-15,-15.625
2011-07-18,-18.5185
2011-07-19,0.0
2011-07-20,-9.0909
2011-07-22,10.0
2011-07-26,0.0
2011-08-04,54.5455
2011-08-05,0.0
2011-08-08,-58.8235
2011-08-10,71.4286
2011-08-11,8.3333
2011-08-16,-15.3846
2011-08-17,0.0
2011-08-18,-36.3636
2011-08-19,0.0
2011-08-22,28.5714
2011-08-26,-44.4444
2011-09-09,20.0
2011-09-12,-13.3333
2011-09-13,-3.8462
2011-09-20,0.0
2011-09-29,0.0
2011-10-04,20.0
2011-10-12,0.0
2011-10-25,50.0
2011-10-26,33.3333
2011-10-27,0.0
2011-10-28,0.0
2011-10-31,-33.3333
2011-11-07,0.0
2011-11-08,-12.5
2011-11-14,71.4286
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-22,-25.0
2011-11-25,0.0
2011-11-28,-22.2222
2011-11-29,-14.2857
2011-12-02,0.0
2011-12-16,-8.3333
2011-12-30,0.0
2012-01-04,0.0
2012-01-05,-9.0909
2012-01-30,20.0
2012-02-06,0.0
2012-02-15,16.6667
2012-02-16,14.2857
2012-02-17,-12.5
2012-02-24,14.2857
2012-03-09,-12.5
2012-04-18,0.0
2012-05-08,0.0
2012-05-16,28.5714
2012-05-21,-22.2222
2012-05-23,0.0
2012-05-30,42.8571
2012-05-31,100.0
2012-06-01,-5.0
2012-06-06,-15.7895
2012-06-07,-12.5
2012-06-11,0.0
2012-06-20,7.1429
2012-06-27,-6.6667
2012-07-17,0.0
2012-07-19,0.0
2012-07-25,14.2857
2012-08-01,-18.75
2012-08-13,-38.4615
2012-08-16,-12.5
2012-08-17,14.2857
2012-08-23,-6.25
2012-08-29,6.6667
2012-09-06,0.0
2012-09-21,18.75
2012-10-01,-26.3158
2012-11-14,0.0
2012-11-19,-7.1429
2012-11-20,-7.6923
2012-11-21,-16.6667
2012-12-11,0.0
2012-12-12,-37.75
2012-12-13,0.0
2012-12-17,-16.0643
2012-12-20,14.8325
2012-12-21,0.0
2012-12-24,0.0
2012-12-28,33.3333
2013-01-02,62.5
2013-01-14,0.0
2013-01-17,0.0
2013-02-06,-52.1154
2013-02-26,92.7711
2013-02-27,-16.6667
2013-03-01,28.0
2013-03-18,-21.875
2013-03-27,0.0
2013-04-09,0.0
2013-04-22,40.0
2013-05-24,-39.2857
2013-06-07,17.647100000000002
2013-06-21,0.0
2013-07-25,80.0
2013-07-26,61.1111
2013-07-30,0.0
2013-08-12,3.4483
2013-08-20,-60.0
2013-08-26,50.0
2013-10-04,-33.3333
2013-10-21,-16.6667
2013-10-22,-20.0
2013-10-23,-25.0
2013-10-24,0.0
2013-11-18,100.0
2013-12-03,-16.6667
2013-12-05,-40.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-23,-33.3333
2013-12-24,0.0
2013-12-26,15.0
2013-12-27,508.6957
2013-12-30,-58.5714
2014-01-02,-13.7931
2014-01-07,-20.0
2014-01-15,5.0
2014-01-24,0.0
2014-02-12,0.0
2014-02-27,-28.5714
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-13,0.0
2014-03-18,0.0
2014-03-19,0.0
2014-03-21,0.0
2014-03-24,233.3333
2014-04-17,-60.0
2014-04-22,12.5
2014-04-29,0.0
2014-05-06,0.0
2014-05-08,11.1111
2014-05-15,6.0
2014-05-23,-15.0943
2014-05-27,0.0
2014-06-04,0.0
2014-06-05,-11.1111
2014-06-09,0.0
2014-06-27,0.0
2014-07-03,-10.0
2014-08-21,2.7778
2014-09-05,0.0
2014-09-16,0.0
2014-09-18,0.0
2014-10-22,0.0
2014-11-04,0.0
2014-11-06,-59.4595
2014-11-12,66.6667
2014-11-18,0.5
2014-11-24,-0.4975
2014-11-26,0.0
2014-12-02,-20.0
2014-12-23,0.0
2015-01-07,0.0
2015-01-13,-10.0
2015-02-05,-16.6667
2015-02-06,-20.0
2015-04-17,-16.6667
2015-06-04,10.0
2015-08-26,-9.0909
2015-09-10,0.0
2015-10-15,0.0
2015-10-23,0.0
2015-10-26,100.0
2015-11-09,-50.0
2015-11-20,0.0
2015-11-23,-20.0
2015-12-15,0.0
2015-12-18,0.0
2015-12-23,0.0
2016-01-07,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-02-05,0.0
2016-02-11,0.0
2016-02-12,87.5
2016-04-18,0.0
2016-05-02,-66.6667
2016-05-06,0.0
2016-05-10,-20.0
2016-08-23,0.0
2016-09-01,0.0
2016-09-07,0.0
2016-11-01,0.0
2016-11-28,-34.375
2016-12-29,52.381
2017-01-11,-25.0
2017-02-07,0.0
2017-03-03,0.0
2017-03-21,0.0
2017-04-10,0.0
2017-05-22,0.0
2017-06-02,0.0
2017-07-13,0.0
2017-07-24,400.0
2017-07-25,0.0
2017-07-31,0.0
2017-08-07,-80.0
2017-09-12,6.6667
2017-09-29,0.0
2017-11-15,0.0
2017-12-14,0.0
2017-12-18,25.0
2017-12-20,-20.0
2018-02-07,0.0
2018-03-13,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-06-11,0.0
2018-08-24,23.125
2018-12-11,-23.8579
2018-12-26,233.3333
2018-12-27,-50.0
2019-01-07,-46.0
2019-01-08,0.0
2019-01-09,-7.4074
2019-01-29,8.0
2019-01-30,-7.4074
2019-04-01,0.0
2019-04-11,-12.0
2019-04-30,445.4545
2019-05-01,-41.6667
2019-05-02,42.8571
2019-05-14,-50.0
2019-05-20,-10.0
2019-06-06,-42.2222
2019-06-11,3.8462
2019-06-28,62.963
2019-07-08,0.0
2019-07-26,-11.3636
2019-08-22,-23.0769
2019-08-27,-3.3333
2019-09-17,-13.7931
2019-09-19,-20.0
2019-10-01,0.0
2019-10-23,0.0
2019-10-25,0.0
2019-11-05,50.0
2019-11-07,86.6667
2019-11-08,-37.5
2019-11-29,-14.2857
2019-12-10,0.0
2019-12-13,-13.3333
2019-12-16,0.0
2019-12-20,92.3077
2019-12-24,-48.0
2020-01-22,0.0
2020-02-21,0.0
2020-02-24,-11.538499999999999
