ticker,DTHR US Equity
2018-04-11,21.1111
2018-04-12,-10.0917
2018-04-13,-10.2041
2018-04-16,47.7045
2018-04-17,-27.6812
2018-04-18,47.8511
2018-04-19,-0.7195
2018-04-20,-27.5257
2018-04-23,0.0
2018-04-24,0.0
2018-04-30,19.96
2018-05-01,-16.6389
2018-05-02,-8.0
2018-05-03,-5.3261
2018-05-07,14.8106
2018-05-10,0.0
2018-05-11,0.0
2018-05-14,-6.0
2018-05-18,6.383
2018-05-21,-10.0
2018-05-22,17.7778
2018-05-24,-5.6604
2018-05-25,-12.94
2018-05-30,13.0255
2018-05-31,1.626
2018-06-01,0.0
2018-06-05,2.0
2018-06-06,-14.6471
2018-06-07,0.0
2018-06-19,-4.5945
2018-06-21,33.5661
2018-06-27,-24.2834
2018-06-28,0.0
2018-07-06,-4.7619
2018-07-11,0.0
2018-07-13,-20.0
2018-07-16,23.4375
2018-07-25,0.0
2018-07-27,-13.9241
2018-07-30,-11.7647
2018-07-31,3.3333
2018-08-03,50.0
2018-08-06,0.0
2018-08-10,-13.9785
2018-08-13,0.0
2018-08-17,16.25
2018-08-20,10.7527
2018-08-22,-39.8058
2018-08-23,35.4839
2018-08-24,19.0476
2018-08-27,-2.0
2018-08-28,0.2041
2018-08-29,-0.2037
2018-08-30,-0.5102
2018-08-31,-9.7436
2018-09-04,18.1818
2018-09-05,44.2308
2018-09-06,-40.0
2018-09-07,0.0
2018-09-11,11.1111
2018-09-12,2.0
2018-09-14,-21.5686
2018-09-17,-5.0
2018-09-19,34.2105
2018-09-20,-1.9607999999999999
2018-09-24,-28.0
2018-09-25,-2.7778
2018-09-26,24.1429
2018-09-27,3.4522
2018-10-02,-21.802
2018-10-09,0.0
2018-10-11,-14.6515
2018-10-25,0.0
2018-10-29,-31.6667
2018-11-01,46.3415
2018-11-06,0.0
2018-12-07,-41.6667
2018-12-10,-8.5714
2018-12-11,1.5625
2018-12-12,-7.6923
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-20,0.0
2019-01-07,0.0
2019-01-08,13.6667
2019-01-09,-0.2933
2019-01-10,17.647100000000002
2019-01-11,5.0
2019-01-14,66.6667
2019-01-15,0.0
2019-01-16,28.5714
2019-01-17,-11.1111
2019-01-18,-3.125
2019-01-23,-3.2258
2019-01-24,6.6667
2019-01-29,-0.125
2019-01-30,0.1252
2019-02-06,-25.0
2019-02-12,20.8333
2019-02-13,-10.3448
2019-02-14,-7.6923
2019-02-19,16.6667
2019-02-25,-27.8571
2019-03-08,18.8119
2019-03-11,0.0
2019-03-14,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-22,0.0
2019-03-26,-32.5
2019-03-27,17.284
2019-04-01,-15.7895
2019-04-02,-11.25
2019-04-03,6.7606
2019-04-04,-15.5673
2019-04-05,0.3125
2019-04-08,0.0
2019-04-09,18.3801
2019-04-10,-20.5263
2019-04-11,9.2715
2019-04-12,-20.9091
2019-04-15,-2.1073
2019-04-16,17.4168
2019-04-17,-15.0
2019-04-18,1.9607999999999999
2019-04-22,-3.8462
2019-04-23,-13.6
2019-04-24,38.8889
2019-04-25,-23.3333
2019-04-26,2.1739
2019-04-29,-2.5532
2019-04-30,0.4367
2019-05-01,3.9130000000000003
2019-05-03,0.0
2019-05-07,-7.9498
2019-05-08,-9.0909
2019-05-09,0.0
2019-05-13,0.0
2019-05-14,-13.0
2019-05-15,-8.046
2019-05-16,-3.125
2019-05-17,12.9032
2019-05-20,-14.2857
2019-05-22,-16.6667
2019-05-30,-4.0
2019-06-04,-26.6667
2019-06-05,2.2727
2019-06-07,93.3333
2019-06-17,-65.5172
2019-06-18,0.0
2019-06-20,-16.6667
2019-06-25,-18.0
2019-06-27,0.0
2019-06-28,0.0
2019-07-02,-2.439
2019-07-03,25.0
2019-07-08,0.0
2019-07-09,100.0
2019-07-10,0.0
2019-07-11,-35.0
2019-07-12,15.3846
2019-07-16,13.3333
2019-07-19,-11.7647
2019-08-02,-20.0
2019-08-05,0.0
2019-08-07,0.0
2019-08-08,-6.6667
2019-08-09,-28.5714
2019-08-14,150.0
2019-08-21,-60.0
2019-08-22,0.0
2019-09-04,50.0
2019-09-09,0.0
2019-10-04,-16.6667
2019-10-07,0.0
2019-10-15,-0.02
2019-10-18,-19.984
2019-10-29,-37.5
2019-11-08,-40.0
2019-11-14,233.3333
2019-11-18,-4.0
2019-12-20,-75.0
2019-12-26,-66.6667
2019-12-27,-25.0
2019-12-30,0.0
2020-01-23,0.0
2020-02-05,0.0
2020-03-02,0.0
2020-03-05,0.0
2020-03-11,733.3333
2020-03-19,-88.0
2020-04-13,566.6667
2020-04-14,-85.0
2020-04-30,0.0
2020-06-01,0.0
2020-07-21,0.0
2020-07-28,0.0
