ticker,DTHR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-08-17,1100.0
2015-08-19,70.0
2015-09-30,-69.5098
2015-10-13,28.6174
2015-10-23,155.0
2015-10-26,0.0
2016-03-17,0.0
2016-09-01,-11.7647
2016-09-02,-33.3333
2016-11-08,43.527
2017-03-21,-16.3636
2017-04-05,-17.3913
2017-06-14,34.8684
2017-06-23,9.7561
2017-06-30,344.4444
2017-07-24,-50.0
2017-09-28,-86.6667
2017-09-29,0.0
2017-10-13,0.0
2017-10-18,-0.5
2017-10-19,-4.5226
2017-10-23,-47.3684
2017-10-24,70.0
2017-10-25,-29.4118
2017-10-27,0.0
2017-10-30,0.0
2017-11-03,-16.6667
2017-11-06,0.0
2017-11-08,0.0
2017-11-10,-10.0
2017-11-13,121.1111
2017-11-14,-59.0452
2017-11-15,-1.8405
2017-11-17,6.25
2017-11-20,0.0
2017-11-21,17.647100000000002
2017-11-22,0.0
2017-11-27,-12.0
2017-11-28,-9.0909
2017-11-29,25.0
2017-11-30,-20.0
2017-12-04,-12.5
2017-12-05,14.2857
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,7.5
2017-12-11,39.5349
2017-12-12,3.3333
2017-12-13,0.8065
2017-12-14,-28.0
2018-01-05,11.1111
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,-4.0
2018-01-11,4.1667
2018-01-16,0.0
2018-01-17,-10.0
2018-01-18,-4.4444
2018-01-19,0.0
2018-01-23,-2.907
2018-01-25,-4.1916
2018-01-26,3.75
2018-01-30,-15.0602
2018-01-31,41.844
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,-28.0
2018-02-07,38.8889
2018-02-08,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,-20.0
2018-02-14,-18.75
2018-02-15,7.6923
2018-02-16,42.8571
2018-02-20,-30.0
2018-02-23,-7.1429
2018-02-26,38.4615
2018-02-27,-11.1111
2018-02-28,-12.5
2018-03-01,4.2857
2018-03-02,-4.1096
2018-03-05,4.2857
2018-03-06,2.7397
2018-03-07,-13.3333
2018-03-08,7.6923
2018-03-09,7.1429
2018-03-12,-13.3333
2018-03-13,0.0
2018-03-14,0.0
2018-03-16,7.6923
2018-03-20,-7.1429
2018-03-22,-7.6923
2018-03-26,-8.3333
2018-03-27,-3.6364
2018-03-28,3.7736
2018-03-29,9.0909
2018-04-02,-8.3333
2018-04-03,-7.2545
2018-04-05,15.6636
2018-04-06,7.6102
2018-04-09,0.7875
2018-04-10,-29.6765
