ticker,BPRN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-07-22,0.885
2016-08-19,-1.7544
2016-08-22,0.1786
2016-08-25,1.6042999999999998
2016-08-26,5.2632
2016-08-29,0.0
2016-09-26,-3.0
2016-11-02,3.0928
2017-01-25,13.3333
2017-01-26,-8.0882
2017-01-27,1.76
2017-02-01,-0.7862
2017-02-13,0.6656
2017-02-14,0.7557
2017-02-27,1.25
2017-03-06,1.0802
2017-03-08,0.7634
2017-03-14,0.0
2017-03-17,0.0
2017-03-21,-1.5152
2017-05-31,0.3385
2017-06-01,1.196
2017-07-03,0.0
2017-07-24,0.7576
2017-07-25,0.7519
2017-07-31,14.1791
2017-08-01,-13.0458
2017-08-02,-1.0222
2017-08-03,-2.0352
2017-08-04,-0.7752
2017-08-07,-0.3125
2017-08-08,0.0
2017-08-09,-0.9404
2017-08-10,0.3165
2017-08-11,0.6625
2017-08-14,-0.0313
2017-08-15,0.6897
2017-08-16,-0.2179
2017-08-17,-0.156
2017-08-18,1.5625
2017-08-21,-0.7692
2017-08-22,-0.7752
2017-08-23,0.0
2017-08-24,1.25
2017-08-25,-0.463
2017-08-28,0.7752
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,-2.4615
2017-09-01,-1.8927
2017-09-05,3.8585000000000003
2017-09-06,0.0
2017-09-07,-2.7864
2017-09-08,0.6369
2017-09-11,1.1076
2017-09-12,0.2504
2017-09-13,-1.3425
2017-09-14,-0.8861
2017-09-15,-4.2465
2017-09-18,0.867
2017-09-19,0.0331
2017-09-20,0.5948
2017-09-21,1.8397000000000001
2017-09-22,1.2903
2017-09-25,-2.7389
2017-09-26,0.0655
2017-09-27,2.716
2017-09-28,0.2867
2017-09-29,1.6200999999999999
2017-10-02,0.3439
2017-10-03,-3.1153
2017-10-04,3.2154
2017-10-05,0.0
2017-10-06,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,-0.3115
2017-10-12,-1.25
2017-10-13,0.9494
2017-10-16,0.5956
2017-10-17,-0.5921
2017-10-18,0.4702
2017-10-19,-0.5304
2017-10-20,-0.3137
2017-10-23,0.7552
2017-10-24,0.1874
2017-10-25,0.0623
2017-10-26,0.6231
2017-10-27,0.0
2017-10-30,1.548
2017-10-31,2.1341
2017-11-01,0.2985
2017-11-02,0.3869
2017-11-03,-0.5336
2017-11-06,-0.7452
2017-11-07,-0.5856
2017-11-08,0.287
2017-11-09,-3.3133
2017-11-10,1.9003
2017-11-13,0.7031
2017-11-14,-2.8233
