ticker,SIEB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6949
2000-01-04,-3.4483
2000-01-05,-0.8929
2000-01-06,1.8018
2000-01-07,3.5398
2000-01-10,-0.8547
2000-01-11,-2.5862
2000-01-12,-1.7699
2000-01-13,5.4054
2000-01-14,-4.2735
2000-01-18,1.3393
2000-01-19,-2.2026
2000-01-20,-0.4505
2000-01-21,-5.8824
2000-01-24,-3.8462
2000-01-25,0.5
2000-01-26,1.4925
2000-01-27,-1.9607999999999999
2000-01-28,-3.5
2000-01-31,-7.772
2000-02-01,-1.1236
2000-02-02,-7.9545
2000-02-03,6.7901
2000-02-04,-3.4682
2000-02-07,-0.5988
2000-02-08,-1.8072
2000-02-09,-0.6135
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,3.7037
2000-02-15,-4.7619
2000-02-16,1.25
2000-02-17,1.2346
2000-02-18,1.2195
2000-02-22,0.0
2000-02-23,25.3012
2000-02-24,-10.0962
2000-02-25,-1.0695000000000001
2000-02-28,0.5405
2000-02-29,32.2581
2000-03-01,0.0
2000-03-02,-8.9431
2000-03-03,2.6786
2000-03-06,0.8696
2000-03-07,-7.3276
2000-03-08,-7.4419
2000-03-09,4.5226
2000-03-10,6.7308
2000-03-13,-6.3063
2000-03-14,-6.7308
2000-03-15,-1.0309
2000-03-16,4.6875
2000-03-17,14.4279
2000-03-20,-8.6957
2000-03-21,2.8571
2000-03-22,-3.7037
2000-03-23,6.7308
2000-03-24,11.2613
2000-03-27,2.0243
2000-03-28,-3.1746
2000-03-29,-3.6885
2000-03-30,-7.6596
2000-03-31,-5.53
2000-04-03,-0.4878
2000-04-04,-5.8824
2000-04-05,-4.1667
2000-04-06,4.8913
2000-04-07,-0.5181
2000-04-10,1.5625
2000-04-11,-1.5385
2000-04-12,-2.0833
2000-04-13,-9.5745
2000-04-14,-17.647100000000002
2000-04-17,-8.5714
2000-04-18,19.5313
2000-04-19,0.6536
2000-04-20,0.0
2000-04-24,-7.1429
2000-04-25,5.5944
2000-04-26,0.0
2000-04-27,0.6623
2000-04-28,-0.6579
2000-05-01,4.6358
2000-05-02,-3.1646
2000-05-03,-5.8824
2000-05-04,1.3889
2000-05-05,-2.7397
2000-05-08,0.0
2000-05-09,-4.2254
2000-05-10,-2.2059
2000-05-11,0.7519
2000-05-12,-0.7463
2000-05-15,13.5338
2000-05-16,-4.6358
2000-05-17,-2.0833
2000-05-18,-0.7092
2000-05-19,-5.7143
2000-05-22,-9.0909
