ticker,RWCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-06-09,0.0
2004-06-18,-6.125
2004-06-28,-0.2663
2004-07-13,-7.2096
2004-07-21,-3.9568
2004-07-29,4.8689
2004-08-11,0.0
2004-08-13,0.0
2004-08-26,0.0
2004-09-17,10.7143
2004-10-07,0.0
2004-10-21,9.6774
2004-11-15,0.0
2004-11-29,17.647100000000002
2004-12-01,0.0
2004-12-09,-8.75
2004-12-13,9.589
2004-12-21,-7.75
2004-12-31,-2.439
2005-01-04,0.8333
2005-01-12,-3.5813
2005-01-26,2.8571
2005-01-28,0.0
2005-02-15,-2.7778
2005-02-16,0.0
2005-02-17,0.0
2005-03-04,-1.4285999999999999
2005-03-18,1.4493
2005-03-23,1.1429
2005-03-31,0.0
2005-04-05,18.6441
2005-04-06,0.0
2005-04-15,4.7619
2005-04-19,-9.0909
2005-04-20,0.0
2005-04-26,0.0
2005-05-02,-5.0
2005-06-09,5.2632
2005-06-14,10.0
2005-06-23,0.0
2005-07-06,-9.0909
2005-07-07,0.0
2005-07-18,-7.5
2005-07-20,2.7027
2005-07-22,-5.2632
2005-08-03,0.0
2005-08-04,-1.3889
2005-08-08,12.6761
2005-08-09,4.75
2005-08-10,-14.0811
2005-08-17,11.1111
2005-08-24,-11.25
2005-08-31,0.0
2005-09-13,12.6761
2005-09-22,-10.0
2005-09-23,-1.3889
2005-09-29,0.0
2005-10-13,17.7465
2005-10-14,-9.0909
2005-10-19,0.0
2005-10-21,-6.3158
2005-10-24,1.1236
2005-11-22,0.0
2005-12-09,0.0
2005-12-19,-1.1111
2005-12-23,12.3596
2006-01-03,4.5
2006-01-04,0.0
2006-01-05,-0.4785
2006-01-06,0.0
2006-01-09,-0.2404
2006-01-10,0.0
2006-02-09,0.0
2006-02-14,-9.6386
2006-02-16,1.3333
2006-03-01,7.8947
2006-03-02,0.0
2006-03-03,0.0
2006-03-06,-2.439
2006-03-15,10.0
2006-04-03,9.0909
2006-04-07,-12.5
2006-05-03,2.3810000000000002
2006-05-15,2.3256
2006-05-17,0.0
2006-05-18,0.0
2006-05-26,0.0
2006-06-06,0.0
2006-06-19,-2.2727
2006-06-20,-4.6512
2006-06-21,9.2683
2006-06-22,-10.7143
2006-06-28,15.0
2006-07-10,-8.6957
2006-07-12,0.0
2006-07-17,4.7619
2006-08-01,-4.5455
2006-08-02,19.0476
2006-08-15,-20.0
2006-08-16,25.0
2006-08-18,-8.0
2006-08-31,-0.0217
2006-09-01,8.6758
