ticker,STAR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.1111
2000-01-04,-2.5641
2000-01-05,1.1278
2000-01-06,1.1152
2000-01-07,7.3529
2000-01-10,2.0548
2000-01-11,0.6711
2000-01-12,-2.6667
2000-01-13,-0.3425
2000-01-14,0.3436
2000-01-18,-1.3699
2000-01-19,-1.0417
2000-01-20,0.0
2000-01-21,-2.4561
2000-01-24,0.3597
2000-01-25,3.2258
2000-01-26,0.3472
2000-01-27,-1.0381
2000-01-28,-2.4476
2000-01-31,-0.3584
2000-02-01,1.7986
2000-02-02,-1.4134
2000-02-03,0.3584
2000-02-04,2.5
2000-02-07,0.3484
2000-02-08,-0.3472
2000-02-09,-0.3484
2000-02-10,0.0
2000-02-11,-0.6993
2000-02-14,-1.0563
2000-02-15,3.2028
2000-02-16,0.3448
2000-02-17,0.3436
2000-02-18,-1.0274
2000-02-22,0.346
2000-02-23,-4.1379
2000-02-24,-2.1583
2000-02-25,0.3676
2000-02-28,0.0
2000-02-29,-1.0989
2000-03-01,0.7407
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,4.0441
2000-03-07,-1.4134
2000-03-08,-0.7168
2000-03-09,-0.722
2000-03-10,0.0
2000-03-13,-0.7273
2000-03-14,-0.3663
2000-03-15,1.1029
2000-03-16,1.4545
2000-03-17,-0.3584
2000-03-20,-1.4388
2000-03-21,-2.9196999999999997
2000-03-22,1.5038
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-0.7407
2000-03-28,-0.3731
2000-03-29,1.8727
2000-03-30,1.4706000000000001
2000-03-31,2.1739
2000-04-03,1.7730000000000001
2000-04-04,2.0906
2000-04-05,-0.3413
2000-04-06,-1.3699
2000-04-07,1.3889
2000-04-10,0.0
2000-04-11,1.0274
2000-04-12,2.2373
2000-04-13,-0.3425
2000-04-14,-2.4055
2000-04-17,-1.4085
2000-04-18,0.3571
2000-04-19,-0.3559
2000-04-20,0.3571
2000-04-24,-1.0676
2000-04-25,0.0
2000-04-26,1.7986
2000-04-27,-0.7067
2000-04-28,0.0
2000-05-01,1.7793999999999999
2000-05-02,2.4476
2000-05-03,0.0
2000-05-04,3.0717
2000-05-05,6.2914
2000-05-08,-3.4268
2000-05-09,-0.9677
2000-05-10,-0.9772
2000-05-11,0.6579
2000-05-12,0.9804
2000-05-15,1.9417
2000-05-16,-2.2222
2000-05-17,-0.6494
2000-05-18,0.6536
2000-05-19,1.2987
2000-05-22,-1.2821
2000-05-23,0.0
