ticker,URI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.5547
2000-01-04,-1.1236
2000-01-05,-0.3788
2000-01-06,5.7034
2000-01-07,3.2374
2000-01-10,-0.6969
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,4.2105
2000-01-14,1.0101
2000-01-18,1.3333
2000-01-19,9.2105
2000-01-20,-3.012
2000-01-21,2.4845
2000-01-24,2.7273
2000-01-25,-4.1298
2000-01-26,4.6154
2000-01-27,-4.4118
2000-01-28,-5.5385
2000-01-31,-0.3257
2000-02-01,3.268
2000-02-02,-2.2152
2000-02-03,-0.3236
2000-02-04,-1.6234
2000-02-07,-2.3102
2000-02-08,-4.3919
2000-02-09,-3.5336
2000-02-10,-1.0989
2000-02-11,-3.3333
2000-02-14,-3.4483
2000-02-15,9.5238
2000-02-16,-1.8115999999999999
2000-02-17,-0.738
2000-02-18,-2.6022
2000-02-22,-1.9083999999999999
2000-02-23,1.9455
2000-02-24,1.145
2000-02-25,-0.7547
2000-02-28,-3.4221
2000-02-29,-1.5748
2000-03-01,-0.8
2000-03-02,-3.2258
2000-03-03,-0.4167
2000-03-06,0.4184
2000-03-07,-3.3333
2000-03-08,-3.8792999999999997
2000-03-09,4.0359
2000-03-10,0.431
2000-03-13,-0.4292
2000-03-14,-4.7414
2000-03-15,-0.4525
2000-03-16,4.5455
2000-03-17,-4.3478
2000-03-20,2.7273
2000-03-21,5.3097
2000-03-22,-0.4202
2000-03-23,0.0
2000-03-24,2.1097
2000-03-27,0.4132
2000-03-28,-1.6461000000000001
2000-03-29,-1.2551999999999999
2000-03-30,6.7797
2000-03-31,9.5238
2000-04-03,-5.0725
2000-04-04,-2.6718
2000-04-05,-1.5686
2000-04-06,-2.7888
2000-04-07,-1.6393
2000-04-10,-2.9167
2000-04-11,-0.4292
2000-04-12,-3.0172
2000-04-13,5.7778
2000-04-14,-3.3613
2000-04-17,3.0435
2000-04-18,-0.4219
2000-04-19,-1.6949
2000-04-20,0.8621
2000-04-24,-5.1282
2000-04-25,1.8018
2000-04-26,-2.6549
2000-04-27,0.4545
2000-04-28,-2.2624
2000-05-01,3.7037
2000-05-02,-3.125
2000-05-03,-2.3041
2000-05-04,0.9434
2000-05-05,0.4673
2000-05-08,2.7907
2000-05-09,1.3575
2000-05-10,-0.4464
2000-05-11,-0.4484
2000-05-12,0.4505
2000-05-15,1.7936999999999999
2000-05-16,2.6432
2000-05-17,2.1459
2000-05-18,-2.1008
2000-05-19,-0.8584
