ticker,BTLN US Equity
2018-09-06,-15.3846
2018-09-07,18.1818
2018-09-17,-23.0769
2018-09-20,30.0
2018-09-21,0.0
2018-09-27,-38.4615
2018-09-28,-12.5
2018-10-01,57.1429
2018-10-10,-54.5455
2018-10-11,-19.8
2018-10-15,124.4389
2018-11-20,-55.5556
2018-11-26,125.0
2018-11-27,-5.5556
2018-11-28,0.0
2018-11-29,29.4118
2018-11-30,9.0909
2018-12-03,8.3333
2018-12-04,0.0
2018-12-07,-42.3077
2018-12-10,60.0
2018-12-11,-45.8333
2018-12-12,84.6154
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,-45.8333
2018-12-19,0.0
2018-12-20,84.6154
2018-12-21,0.0
2018-12-24,0.0
2018-12-27,-43.5417
2018-12-28,121.4022
2018-12-31,-18.6667
2019-01-04,-1.6393
2019-01-07,0.0
2019-01-08,-8.3333
2019-01-09,54.5455
2019-01-10,0.0
2019-01-11,-11.7647
2019-01-14,133.3333
2019-01-15,-17.1429
2019-01-16,20.6897
2019-01-17,14.2286
2019-01-18,9.4297
2019-01-22,-20.0
2019-01-23,-5.7143
2019-01-24,-9.0606
2019-01-25,16.4612
2019-01-28,-14.1631
2019-01-29,8.3333
2019-01-30,-1.5385
2019-01-31,-6.25
2019-02-04,-16.6667
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,-20.08
2019-02-08,-1.1512
2019-02-11,-18.9873
2019-02-12,18.75
2019-02-13,-15.7895
2019-02-14,0.0
2019-02-15,18.75
2019-02-20,-5.2632
2019-02-21,0.0
2019-02-22,11.1111
2019-02-25,-5.0
2019-03-01,0.0
2019-03-04,0.0
2019-03-08,0.0
2019-03-13,-5.2632
2019-03-14,5.5556
2019-03-19,5.2632
2019-03-21,0.0
2019-03-25,-7.5
2019-03-26,8.1081
2019-03-27,0.0
2019-04-01,24.0
2019-04-02,-29.879
2019-04-04,-2.2427
2019-04-08,17.647100000000002
2019-04-11,-20.0
2019-04-12,6.25
2019-04-24,23.5294
2019-04-25,-28.5714
2019-04-26,18.6667
2019-04-29,12.3596
2019-05-02,10.0
2019-05-03,9.0909
2019-05-06,-4.1667
2019-05-07,17.3913
2019-05-08,-0.9259
2019-05-09,0.9346
2019-05-10,3.7037
2019-05-15,-25.0
2019-05-17,-4.7619
2019-05-21,27.5
2019-05-23,0.0
2019-05-24,-17.647100000000002
2019-05-28,-9.5238
2019-05-30,5.2632
2019-05-31,0.0
2019-06-11,0.0
2019-06-13,90.0
2019-06-17,-21.0526
2019-06-18,-21.6667
2019-06-19,10.6383
2019-06-20,-3.8462
2019-06-21,0.0
2019-06-24,-11.6
2019-06-25,8.5973
2019-07-01,-16.6667
2019-07-03,25.0
2019-07-19,-20.0
2019-07-22,-7.5
2019-07-29,27.027
2019-08-06,-36.1702
2019-08-08,-10.0
2019-08-09,-3.7037
2019-08-13,15.3846
2019-08-20,-13.3333
2019-08-23,17.3077
2019-08-28,-24.5902
2019-09-06,0.0
2019-09-24,-13.0435
2019-09-25,-25.0
2019-09-26,-6.6667
2019-10-03,0.0
2019-10-04,0.0
2019-10-23,-28.5714
2019-11-01,-10.0
2019-11-25,8.8889
2019-12-12,308.1633
2019-12-13,-15.0
2019-12-16,5.8824
2019-12-17,-38.8889
2019-12-18,-27.2727
2019-12-19,-1.25
2019-12-23,36.0759
2019-12-26,-25.5814
2019-12-27,19.25
2019-12-31,-15.0105
2020-01-02,-4.4154
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,-9.5484
2020-01-08,0.0
2020-01-09,36.0913
2020-01-13,-5.304
2020-01-16,-22.4043
2020-01-17,0.0
2020-01-21,7.1041
2020-01-29,-6.6329
2020-01-30,0.0
2020-01-31,8.8802
2020-02-04,-8.1559
2020-02-13,0.0
2020-02-14,8.8802
2020-02-25,-8.1559
2020-02-27,0.0
2020-02-28,21.2553
2020-03-03,-17.5294
2020-03-05,0.0
2020-03-11,0.0
2020-03-16,0.0
2020-03-18,8.8802
2020-03-19,-8.1559
2020-03-23,-28.6733
2020-03-25,0.0
2020-04-22,0.0
2020-04-27,0.0
2020-05-01,0.0
2020-05-04,16.0
2020-05-06,55.1724
2020-05-07,-33.3333
2020-05-29,45.8333
2020-06-01,-53.1429
2020-06-02,33.5366
2020-06-03,26.9406
2020-06-04,-20.1439
2020-06-08,-5.2252
2020-06-10,-12.5475
2020-06-17,-2.1739
2020-06-25,50.0
2020-06-26,33.3333
2020-06-29,0.0
2020-07-07,0.0
2020-07-09,0.0
2020-07-13,-50.0
2020-07-14,0.0
2020-07-17,0.0
2020-07-29,77.7778
2020-07-30,-43.75
