ticker,BTLN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-25,1.0
2010-10-26,13.8614
2010-11-22,0.0
2010-12-29,-4.3478
2010-12-30,263.6364
2011-02-23,-99.95
2011-03-03,1900.0
2011-08-05,-83.3333
2012-03-23,-38.0
2012-06-14,0.0
2016-06-10,61.2903
2016-08-22,50.0
2016-08-23,0.0
2016-09-14,-26.6667
2016-10-18,-54.5455
2017-01-17,100.0
2017-04-17,0.0
2017-04-28,-49.0
2017-05-03,0.0
2017-05-09,194.1176
2017-05-10,13.3333
2017-05-11,44.1176
2017-05-12,26.5306
2017-05-15,-0.3226
2017-05-16,0.0
2017-05-19,-0.3236
2017-05-23,5.5195
2017-05-24,7.6923
2017-05-26,20.0
2017-05-30,1.1905000000000001
2017-05-31,-1.1764999999999999
2017-06-01,0.0
2017-06-16,-20.2381
2017-06-26,-2.9851
2017-07-03,0.0
2017-07-10,-7.6923
2017-07-17,-8.3333
2017-08-18,-62.9091
2017-08-30,0.0
2017-10-26,76.4706
2017-10-27,11.1111
2017-11-10,0.0
2017-11-28,-49.0
2017-12-01,61.7647
2018-01-23,-8.4848
2018-01-24,-33.7748
2018-01-25,5.0
2018-01-26,-10.4762
2018-01-29,-1.0638
2018-02-01,-3.2258
2018-02-02,87.7778
2018-02-05,-40.8284
2018-02-06,-9.0
2018-02-07,8.7912
2018-02-13,24.2424
2018-02-15,-3.252
2018-02-16,-7.563
2018-02-20,0.0
2018-02-23,-5.4545
2018-02-26,0.0
2018-02-28,5.7692
2018-03-02,0.0
2018-03-14,-9.0909
2018-03-16,10.0
2018-03-19,14.5455
2018-03-28,3.1746
2018-03-29,-3.0769
2018-04-02,0.0
2018-04-13,-0.7937
2018-04-16,0.0
2018-04-19,-2.4
2018-04-20,2.459
2018-05-02,-8.8
2018-05-03,-12.2807
2018-05-11,-0.2
2018-05-15,15.2305
2018-05-16,-6.9565
2018-05-17,0.9346
2018-05-24,-15.2778
2018-05-25,42.0765
2018-05-29,3.0769
2018-05-30,-4.4776
2018-05-31,1.5625
2018-06-04,2.3077
2018-06-06,0.0
2018-06-20,-0.7519
2018-07-17,-5.303
2018-07-26,-16.0
2018-07-27,-42.8571
2018-07-30,3.3333
2018-08-01,-1.6129
2018-08-06,-16.3934
2018-08-07,-29.4118
2018-08-21,-30.0
2018-08-22,-0.7937
2018-08-24,-20.0
2018-08-28,-40.0
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,-8.3333
2018-09-04,18.1818
