ticker,FDMF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-11,-94.0
2008-06-12,-77.0833
2008-06-13,-27.2727
2008-06-17,-37.5
2008-06-18,380.0
2008-06-19,0.0
2008-06-20,0.0
2008-06-23,0.0
2008-06-24,-33.3333
2008-07-03,100.0
2008-07-08,-50.0
2008-07-10,-50.0
2008-07-11,-37.5
2008-07-14,0.0
2008-07-24,-40.0
2008-07-25,66.6667
2008-07-30,220.0
2008-07-31,0.0
2008-08-01,31.25
2008-08-04,52.381
2008-08-05,-6.25
2008-08-06,380.0
2008-08-07,122.2222
2008-08-08,-75.0
2008-08-11,40.0
2008-08-12,114.2857
2008-08-13,20.0
2008-08-14,0.0
2008-08-15,-5.5556
2008-08-18,0.0
2008-08-19,0.0
2008-08-20,-5.8824
2008-08-21,-9.375
2008-08-22,3.4483
2008-08-25,0.0
2008-08-26,-3.3333
2008-08-27,-17.2414
2008-08-28,-16.6667
2008-08-29,20.0
2008-09-02,8.3333
2008-09-03,23.0769
2008-09-04,-6.25
2008-09-05,0.0
2008-09-08,0.0
2008-09-09,13.3333
2008-09-10,0.0
2008-09-11,-11.7647
2008-09-12,0.0
2008-09-15,-26.6667
2008-09-16,0.0
2008-09-17,-18.1818
2008-09-18,11.1111
2008-09-19,0.0
2008-09-22,-10.0
2008-09-23,0.0
2008-09-24,-11.1111
2008-09-25,12.5
2008-09-26,0.0
2008-09-29,0.0
2008-09-30,-33.3333
2008-10-01,50.0
2008-10-02,11.1111
2008-10-03,-25.0
2008-10-06,-20.0
2008-10-07,0.0
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,16.6667
2008-10-13,-14.2857
2008-10-14,0.0
2008-10-15,-21.875
2008-10-17,6.6667
2008-10-20,0.0
2008-10-21,0.0
2008-10-22,0.0
2008-10-23,0.0
2008-10-27,-20.0
2008-10-28,12.5
2008-10-29,-11.1111
2008-10-30,25.0
2008-10-31,0.0
2008-11-03,0.0
2008-11-05,0.0
2008-11-06,0.0
2008-11-07,0.0
2008-11-10,-20.0
2008-11-13,25.0
2008-11-14,-20.0
2008-11-17,0.0
2008-11-18,0.0
2008-11-19,0.0
2008-12-04,25.0
2008-12-05,20.0
2008-12-10,-16.6667
2008-12-11,0.0
2008-12-29,-20.0
2008-12-30,-25.0
2008-12-31,33.3333
2009-01-07,-12.5
2009-01-09,0.0
2009-01-16,42.8571
2009-01-20,0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-29,0.0
2009-01-30,20.0
