ticker,PSEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-27,0.0
2004-07-28,0.0667
2004-07-29,0.0
2004-07-30,0.0
2004-08-02,-0.0666
2004-08-03,0.0
2004-08-04,-1.9333
2004-08-05,-1.9714
2004-08-06,1.9417
2004-08-09,0.0
2004-08-10,-0.3401
2004-08-11,-1.5017
2004-08-12,1.9404
2004-08-13,-0.3399
2004-08-16,0.2729
2004-08-17,-0.2653
2004-08-18,0.266
2004-08-19,0.6803
2004-08-20,0.0
2004-08-23,0.3378
2004-08-24,0.0
2004-08-25,-0.3367
2004-08-26,0.3378
2004-08-27,0.202
2004-08-30,0.1344
2004-08-31,0.4698
2004-09-01,1.4028
2004-09-02,0.1976
2004-09-03,-0.1249
2004-09-07,0.7175
2004-09-08,-0.3268
2004-09-09,-0.3279
2004-09-10,-1.3158
2004-09-13,1.0
2004-09-14,0.6601
2004-09-15,-0.3279
2004-09-16,0.5263
2004-09-17,1.0471
2004-09-20,0.0648
2004-09-21,-0.8414
2004-09-22,-0.7833
2004-09-23,0.1316
2004-09-24,0.5256
2004-09-27,-0.1961
2004-09-28,-0.4584
2004-09-29,-0.9211
2004-09-30,-0.7304
2004-10-01,1.0033
2004-10-04,0.0
2004-10-05,-0.8609
2004-10-06,-0.4676
2004-10-07,-0.3356
2004-10-08,1.0101
2004-10-11,0.3333
2004-10-12,0.0
2004-10-13,0.6645
2004-10-14,-0.33
2004-10-15,-0.6623
2004-10-18,-0.3333
2004-10-19,0.3344
2004-10-20,-1.0
2004-10-21,0.0
2004-10-22,-0.8687
2004-10-25,-4.1505
2004-10-26,0.7796
2004-10-27,1.8987
2004-10-28,-1.6562999999999999
2004-10-29,-1.193
2004-11-01,0.4972
2004-11-02,-0.9187
2004-11-03,0.9986
2004-11-04,-0.0706
2004-11-05,0.3534
2004-11-08,0.493
2004-11-09,-0.8409
2004-11-10,0.0
2004-11-11,-0.2827
2004-11-12,0.2835
2004-11-15,0.3534
2004-11-16,0.5634
2004-11-17,0.2801
2004-11-18,-0.4888
2004-11-19,0.0
2004-11-22,-0.8421
2004-11-23,0.1415
2004-11-24,0.636
2004-11-26,-0.9831
2004-11-29,0.0
2004-11-30,0.0
2004-12-01,1.3475
2004-12-02,-1.6095000000000002
2004-12-03,0.2845
2004-12-06,-0.4255
2004-12-07,-0.1425
2004-12-08,-6.0628
2004-12-09,1.3772
2004-12-10,-2.7245
2004-12-13,-0.0698
2004-12-14,0.4658
2004-12-15,-3.0139
