ticker,EH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-12-13,3.2826
2019-12-16,-3.1008
2019-12-17,-11.44
2019-12-18,-14.0018
2019-12-19,-1.2605
2019-12-20,6.383
2019-12-23,1.8
2019-12-24,3.4381
2019-12-26,0.7597
2019-12-27,0.1885
2019-12-30,0.0941
2019-12-31,1.0338
2020-01-02,18.1395
2020-01-03,0.7874
2020-01-06,5.7812
2020-01-07,0.0739
2020-01-08,0.369
2020-01-09,-1.1029
2020-01-10,-0.9665
2020-01-13,2.4024
2020-01-14,-1.6129
2020-01-15,2.459
2020-01-16,-3.3455
2020-01-17,-0.602
2020-01-21,-1.2112
2020-01-22,0.3831
2020-01-23,-2.2901
2020-01-24,-1.9531
2020-01-27,-5.8964
2020-01-28,3.895
2020-01-29,-2.6895
2020-01-30,-4.5226
2020-01-31,-4.7368
2020-02-03,4.4199
2020-02-04,9.612
2020-02-05,0.0805
2020-02-06,-1.1254
2020-02-07,-0.3252
2020-02-10,0.3263
2020-02-11,0.813
2020-02-12,1.6129
2020-02-13,-1.5873
2020-02-14,-3.2258
2020-02-18,0.25
2020-02-19,4.7382
2020-02-20,-4.0079
2020-02-21,-0.5788
2020-02-24,-7.7971
2020-02-25,2.9096
2020-02-26,-2.9798
2020-02-27,0.3613
2020-02-28,-0.5401
2020-03-02,0.0905
2020-03-03,1.2658
2020-03-04,-0.7143
2020-03-05,1.1691
2020-03-06,-1.3333
2020-03-09,-7.6577
2020-03-10,7.3171
2020-03-11,-6.0909
2020-03-12,4.9371
2020-03-13,-7.2878
2020-03-16,-0.995
2020-03-17,1.5074999999999998
2020-03-18,0.495
2020-03-19,0.9852
2020-03-20,-0.878
2020-03-23,0.3937
2020-03-24,2.1569
2020-03-25,-0.5758
2020-03-26,8.2046
2020-03-27,-6.6012
2020-03-30,-2.4833
2020-03-31,5.191
2020-04-01,-4.2831
2020-04-02,14.786
2020-04-03,-1.0169
2020-04-06,2.5770999999999997
2020-04-07,-0.3422
2020-04-08,0.9213
2020-04-09,-0.4149
2020-04-13,-0.5525
2020-04-14,1.3935
2020-04-15,-1.0744
2020-04-16,11.3617
2020-04-17,-2.5506
2020-04-20,-4.3803
2020-04-21,2.7292
2020-04-22,-2.8213
2020-04-23,-0.6452
2020-04-24,3.8961
2020-04-27,-0.5469
2020-04-28,6.8342
2020-04-29,-3.6029
2020-04-30,-10.2212
2020-05-01,-6.5421
2020-05-04,4.5455
2020-05-05,4.5217
2020-05-06,-2.4126
2020-05-07,1.5345
2020-05-08,0.0
2020-05-11,0.4198
2020-05-12,-1.3378
2020-05-13,-0.9322
2020-05-14,-1.7109
2020-05-15,-1.0444
2020-05-18,5.1011
2020-05-19,0.5021
2020-05-20,-3.955
2020-05-21,3.1643
2020-05-22,-2.1008
2020-05-26,0.515
2020-05-27,0.2562
2020-05-28,3.1516
2020-05-29,0.0826
2020-06-01,-1.9802
2020-06-02,-1.0943
2020-06-03,0.1702
2020-06-04,-0.8496
2020-06-05,1.0283
2020-06-08,13.486
2020-06-09,-5.3057
2020-06-10,-2.1318
2020-06-11,0.8065
2020-06-12,-4.0
2020-06-15,7.0833
2020-06-16,-2.7237
2020-06-17,-1.76
2020-06-18,-2.2801
2020-06-19,-1.6667
2020-06-22,-3.0508
2020-06-23,0.0813
2020-06-24,0.5302
2020-06-25,-1.6507
2020-06-26,-1.5018
2020-06-29,-2.6009
2020-06-30,-3.4622
2020-07-01,2.6326
2020-07-02,-3.4387
2020-07-06,15.4957
2020-07-07,1.1667
2020-07-08,-3.542
2020-07-09,-2.9889
2020-07-10,3.7852
2020-07-13,-7.2095
2020-07-14,-3.1079
2020-07-15,2.3585
2020-07-16,0.0
2020-07-17,-3.6866
2020-07-20,-0.6699
2020-07-21,-0.7707
2020-07-22,-2.9126
2020-07-23,-0.3
2020-07-24,-14.4433
2020-07-27,-4.4549
2020-07-28,-5.5215
2020-07-29,4.4156
2020-07-30,-0.6219
2020-07-31,4.1302
