ticker,ETH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.848
2000-01-04,-3.7267
2000-01-05,-1.7978
2000-01-06,-1.9737
2000-01-07,-2.9083
2000-01-10,-2.5346
2000-01-11,0.2364
2000-01-12,-1.8868
2000-01-13,-0.7212
2000-01-14,2.1792
2000-01-18,-1.8957000000000002
2000-01-19,2.4154999999999998
2000-01-20,-0.7075
2000-01-21,-0.2375
2000-01-24,-0.7143
2000-01-25,-2.8777
2000-01-26,-0.2469
2000-01-27,-0.9901
2000-01-28,-0.75
2000-01-31,0.7557
2000-02-01,-1.0
2000-02-02,-2.2727
2000-02-03,-0.2584
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,-0.5181
2000-02-09,-2.6042
2000-02-10,-2.1390000000000002
2000-02-11,0.8197
2000-02-14,1.626
2000-02-15,-3.7333
2000-02-16,-0.554
2000-02-17,1.6713
2000-02-18,-4.3836
2000-02-22,-0.5731
2000-02-23,-0.2882
2000-02-24,0.289
2000-02-25,1.4409
2000-02-28,0.8523
2000-02-29,5.0704
2000-03-01,0.0
2000-03-02,-2.1448
2000-03-03,1.3699
2000-03-06,-3.2432
2000-03-07,1.3966
2000-03-08,-1.1019
2000-03-09,5.571
2000-03-10,-4.2216
2000-03-13,-0.551
2000-03-14,1.662
2000-03-15,3.5422000000000002
2000-03-16,18.4211
2000-03-17,-3.7778
2000-03-20,-2.7714
2000-03-21,1.9002
2000-03-22,-4.4289
2000-03-23,0.0
2000-03-24,2.6829
2000-03-27,-2.3753
2000-03-28,-2.9196999999999997
2000-03-29,7.2682
2000-03-30,-2.3364
2000-03-31,-4.3062000000000005
2000-04-03,1.75
2000-04-04,-3.1941
2000-04-05,4.5685
2000-04-06,-2.0291
2000-04-07,-0.2481
2000-04-10,-0.4975
2000-04-11,2.5
2000-04-12,5.3659
2000-04-13,-0.463
2000-04-14,-3.7209
2000-04-17,1.9324
2000-04-18,6.6350999999999996
2000-04-19,-2.6667
2000-04-20,1.1416
2000-04-24,-0.4515
2000-04-25,4.3084
2000-04-26,-2.6087
2000-04-27,-3.3482
2000-04-28,-1.3857
2000-05-01,4.918
2000-05-02,-6.0268
2000-05-03,-1.6627
2000-05-04,1.9324
2000-05-05,-0.9479
2000-05-08,-2.1531000000000002
2000-05-09,-0.2445
2000-05-10,-1.4706000000000001
2000-05-11,8.209
2000-05-12,-0.9195
2000-05-15,0.9281
2000-05-16,0.9195
2000-05-17,-4.7836
2000-05-18,0.0
2000-05-19,-5.5024
