ticker,AVRN US Equity
2015-06-02,3.7251
2015-06-04,35.5119
2015-06-05,-22.2551
2015-06-08,1.6303
2015-06-09,-3.2292
2015-06-10,6.8245000000000005
2015-06-11,0.0202
2015-06-12,-0.0201
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,9.5929
2015-06-22,-11.7323
2015-06-23,16.6667
2015-06-24,5.7143
2015-06-25,-16.1655
2015-06-26,0.7858
2015-06-29,0.08
2015-06-30,-0.0599
2015-07-01,0.0
2015-07-02,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,-0.6996
2015-07-09,22.3833
2015-07-13,0.0
2015-07-14,-13.1579
2015-07-15,6.0606
2015-07-16,1.4285999999999999
2015-07-17,-1.1268
2015-07-20,-20.1923
2015-07-21,17.8046
2015-07-22,-0.303
2015-07-23,3.0015
2015-07-24,-11.4718
2015-07-27,3.2708
2015-07-28,3.2479
2015-07-29,-6.2134
2015-07-30,-20.0
2015-07-31,-25.0
2015-08-03,22.1528
2015-08-05,-13.6441
2015-08-06,-36.8005
2015-08-07,24.8958
2015-08-11,-29.9416
2015-08-12,0.0
2015-08-14,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,42.8571
2015-08-21,26.6667
2015-08-24,23.6842
2015-08-25,14.8936
2015-08-26,-1.1111
2015-08-27,-2.6217
2015-08-28,-13.461500000000001
2015-08-31,-24.4444
2015-09-01,5.8824
2015-09-02,16.6667
2015-09-03,-14.2857
2015-09-04,0.0
2015-09-08,0.0
2015-09-09,0.0
2015-09-10,-22.2222
2015-09-11,1.7410999999999999
2015-09-14,-12.2422
2015-09-15,26.4
2015-09-16,-5.0633
2015-09-17,-6.6667
2015-09-18,-5.3571
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,-3.7736
2015-09-24,0.0
2015-09-25,-0.9804
2015-09-28,-0.9901
2015-09-29,0.0
2015-09-30,-4.0
2015-10-02,-16.6667
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,5.0
2015-10-08,-4.7619
2015-10-09,-10.0
2015-10-12,11.1111
2015-10-13,-8.0
2015-10-14,0.0
2015-10-15,-10.8696
2015-10-16,-2.439
2015-10-19,11.1719
2015-10-20,-21.293
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,7.0536
2015-10-26,5.9216
2015-10-27,-11.811
2015-10-28,0.0
2015-10-30,0.0
2015-11-02,7.0536
2015-11-03,-6.5888
2015-11-04,0.0
2015-11-05,-1.25
2015-11-09,-27.6673
2015-11-10,0.0
2015-11-11,19.5
2015-11-16,-33.0544
2015-11-17,0.0
2015-11-18,98.75
2015-11-20,-49.6855
2015-11-23,98.75
2015-11-24,-3.1447
2015-11-25,0.0
2015-12-01,-35.0649
2015-12-02,0.0
2015-12-03,-20.0
2015-12-04,50.0
2015-12-07,-33.125
2015-12-08,49.0654
2015-12-10,-32.8109
2015-12-11,24.7278
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,-20.1995
2015-12-18,12.5
2015-12-21,0.0
2015-12-22,11.1111
2015-12-23,-20.0
2015-12-28,2.5
2015-12-29,21.9512
2015-12-30,-20.0
2015-12-31,0.0
2016-01-05,0.0
2016-01-06,0.4688
2016-01-07,-0.4666
2016-01-08,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,-25.0
2016-01-19,0.0
2016-01-21,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,33.3333
2016-01-29,-20.0
2016-02-01,-6.25
2016-02-02,0.0
2016-02-04,0.0
2016-02-05,6.6667
2016-02-08,-3.125
2016-02-09,-3.2258
2016-02-10,3.3333
2016-02-11,0.0
2016-02-16,-0.6048
2016-02-22,-2.6369
2016-02-23,-30.0
2016-02-24,0.0
2016-02-25,15.1786
2016-02-26,-10.0775
2016-02-29,-3.4483
2016-03-01,7.7381
2016-03-03,-7.1823
2016-03-04,19.0476
2016-03-07,20.0
2016-03-09,50.0
2016-03-10,177.7778
2016-03-11,-3.6
2016-03-14,-8.7137
2016-03-15,18.8068
2016-03-16,7.1258
2016-03-17,7.1429
2016-03-18,-16.6667
2016-03-21,-4.0
2016-03-22,4.1667
2016-03-23,4.0
2016-03-24,-7.6923
2016-03-29,16.6667
2016-03-30,-12.5893
2016-03-31,14.4025
2016-04-01,-21.4286
2016-04-04,-9.0909
2016-04-05,44.5
2016-04-06,-3.1142
2016-04-07,0.0
2016-04-08,0.0
2016-04-11,-18.5714
2016-04-12,9.1009
2016-04-13,8.5427
2016-04-14,-11.1111
2016-04-15,3.0729
2016-04-18,5.1036
2016-04-19,-15.3846
2016-04-20,-13.0682
2016-04-21,-10.4575
2016-04-22,0.8759
2016-04-25,9.8408
2016-04-26,-12.0553
2016-04-27,-1.7227999999999999
2016-04-28,2.439
2016-04-29,-15.4762
2016-05-02,6.162
2016-05-03,-14.5937
2016-05-04,-0.5825
2016-05-05,0.0
2016-05-06,-0.9766
2016-05-10,0.0
2016-05-11,-0.5917
2016-05-12,7.2421
2016-05-13,25.6244
2016-05-16,-19.8822
2016-05-17,24.7243
2016-05-18,0.0737
2016-05-19,0.0
2016-05-20,-19.2931
2016-05-23,3.6496
2016-05-25,0.0
2016-05-26,-1.7606000000000002
2016-05-27,12.8136
2016-06-02,-11.4376
2016-06-03,-10.7623
2016-06-06,1.3065
2016-06-07,0.0
2016-06-08,-4.7619
2016-06-09,0.0
2016-06-10,31.1458
2016-06-13,-6.116
2016-06-15,-18.7817
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,-1.6667
2016-06-24,0.0
2016-06-27,-1.6949
2016-06-28,-6.8966
2016-06-29,0.0
2016-06-30,5.5556
2016-07-01,-7.0175
2016-07-05,6.6038
2016-07-11,-6.1947
2016-07-12,-5.6604
2016-07-13,0.0
2016-07-14,-6.0
2016-07-15,10.5053
2016-07-19,0.1203
2016-07-21,-21.3942
2016-07-22,-19.2661
2016-07-25,20.8333
2016-07-27,12.5392
2016-07-28,-33.1476
2016-07-29,24.5833
2016-08-01,0.0
2016-08-04,0.1672
2016-08-05,-19.8664
2016-08-08,-3.3333
2016-08-11,6.25
2016-08-12,0.6085
2016-08-15,0.0
2016-08-17,0.0
2016-08-18,3.2258
2016-08-22,-3.125
2016-08-23,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-09-02,12.9032
2016-09-06,-8.5714
2016-09-08,-6.25
2016-09-09,0.0
2016-09-12,3.75
2016-09-15,-10.0402
2016-09-19,-3.5714
2016-09-20,0.0
2016-09-21,-3.7037
2016-09-23,24.5192
2016-09-27,-16.6023
2016-09-28,2.5463
2016-09-30,19.1874
2016-10-03,-18.1818
2016-10-05,-11.1111
2016-10-06,0.0
2016-10-07,0.0
2016-10-10,9.8958
2016-10-11,-4.9763
2016-10-12,4.7382
2016-10-14,-7.381
2016-10-18,15.9383
2016-10-19,-18.4035
2016-10-25,-4.3478
2016-10-27,0.0
2016-10-28,2.2727
2016-11-01,1.1111
2016-11-02,-2.1978
2016-11-08,-0.2809
2016-11-09,0.8451
2016-11-10,-0.838
2016-11-14,0.0
2016-11-15,-45.0704
2016-11-16,23.0769
2016-11-29,-16.6667
2016-12-02,118.5
2016-12-05,-48.7414
2016-12-06,-9.375
2016-12-07,-1.4778
2016-12-09,140.0
2016-12-12,16.4583
2016-12-16,0.1789
2016-12-21,-14.2857
2016-12-22,0.0
2016-12-23,7.7083
2016-12-27,-3.675
2016-12-28,-8.4337
2016-12-29,49.1228
2017-01-03,-22.9412
2017-01-10,29.771
2017-01-11,-32.9412
2017-01-12,5.2632
2017-01-17,-5.0
2017-01-19,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-27,-8.7719
2017-01-30,0.4808
2017-01-31,-4.3062000000000005
2017-02-01,0.0
2017-02-02,12.0
2017-02-03,7.1429
2017-02-06,-0.2083
2017-02-09,12.7349
2017-02-16,-14.8148
2017-02-22,4.3478
2017-02-23,2.9167
2017-02-24,0.0
2017-02-27,0.0
2017-03-01,-10.9312
2017-03-03,14.7727
2017-03-06,2.9703
2017-03-07,0.0
2017-03-08,0.0
2017-03-14,-38.4615
2017-03-17,-13.125
2017-03-20,33.8129
2017-03-27,-25.0
2017-03-28,14.6953
2017-03-30,-35.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-17,26.9231
2017-04-18,-9.0909
2017-04-20,0.0
2017-04-21,-2.9167
2017-04-25,5.5794
2017-04-26,-8.9431
2017-04-27,0.0
2017-04-28,-7.1429
2017-05-01,0.0
2017-05-04,1.9231
2017-05-09,5.6604
2017-05-17,-7.1429
2017-05-22,0.0
2017-05-23,19.2308
2017-05-31,9.6774
2017-06-02,29.4118
2017-06-05,-13.6364
2017-06-06,20.5263
2017-06-07,4.8035
2017-06-08,4.1667
2017-06-09,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,0.0
2017-06-21,0.0
2017-06-22,-10.0
2017-06-23,0.0
2017-06-29,30.6667
2017-07-11,-23.4694
2017-07-26,0.0
2017-07-27,42.2222
2017-07-28,-6.25
2017-08-01,-33.3333
2017-08-04,5.45
2017-08-07,46.9891
2017-08-08,-35.4839
2017-08-11,65.0
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-21,6.0606
2017-08-22,-2.0
2017-08-23,-6.7055
2017-08-25,5.75
2017-08-28,11.9976
2017-08-31,-20.5805
2017-09-01,-0.3322
2017-09-08,16.6667
2017-09-12,-0.2857
2017-09-20,0.2865
2017-09-28,-19.3743
2017-09-29,-50.388
2017-10-03,1.7143000000000002
2017-10-04,165.1685
2017-10-06,-60.2754
2017-10-13,0.0
2017-10-17,6.6667
2017-10-20,-6.25
2017-10-24,0.0
2017-11-01,-20.0
2017-11-07,0.0
2017-11-08,66.6667
2017-11-09,-35.8
2017-11-10,-14.3302
2017-11-13,0.0
2017-11-14,36.3636
2017-11-21,65.7333
2017-11-24,-33.8294
2017-11-28,-33.1307
2017-12-01,0.0
2017-12-05,73.6364
2017-12-06,-10.9948
2017-12-11,-18.5882
2017-12-12,80.6358
2017-12-13,161.6
2017-12-14,43.7309
2017-12-15,-46.7021
2017-12-18,-0.1996
2017-12-19,0.0
2017-12-20,50.0
2017-12-21,-32.12
2017-12-22,-3.7517
2017-12-26,-16.3265
2017-12-27,-6.0976
2017-12-28,0.0
2017-12-29,-32.4675
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,41.5
2018-01-05,-23.8924
2018-01-08,0.0
2018-01-10,48.2143
2018-01-11,25.3012
2018-01-12,-23.0769
2018-01-16,-32.5
2018-01-17,14.8148
2018-01-18,24.1935
2018-01-22,27.2727
2018-01-24,-11.2245
2018-01-25,-21.8391
2018-01-26,-11.7647
2018-01-29,63.3333
2018-01-30,0.0
2018-02-02,-30.2878
2018-02-05,-12.1754
2018-02-07,-30.0
2018-02-12,55.7143
2018-02-14,-27.37
2018-02-16,53.2421
2018-02-20,-28.5616
2018-02-21,73.0769
2018-02-22,-15.5778
2018-02-27,-17.9258
2018-03-01,-6.9917
2018-03-05,0.0
2018-03-06,0.0
2018-03-08,-27.2414
2018-03-13,13.7441
2018-03-15,-4.1667
2018-03-16,26.087
2018-03-20,-25.8621
2018-03-21,18.6047
2018-03-22,-13.7255
2018-03-26,31.3636
2018-04-11,-37.7163
2018-04-17,1.1111
2018-04-24,0.0
2018-04-30,0.0
2018-05-04,0.3297
2018-05-08,-11.8291
2018-05-09,-0.6211
2018-05-11,40.125
2018-05-18,22.3461
2018-05-22,-48.961
2018-05-23,0.0
2018-05-29,7.8571
2018-06-12,5.9603
2018-06-14,22.0625
2018-06-15,2.4066
2018-06-22,-20.0
2018-06-28,71.25
2018-06-29,-41.4234
2018-07-03,-0.3115
2018-07-11,23.75
2018-07-16,-18.4949
2018-07-18,84.6573
2018-07-23,-46.3087
2018-07-25,0.0
2018-07-27,18.125
2018-08-01,-14.0212
2018-08-20,-22.4615
2018-08-24,-4.7619
2018-08-27,-7.5
2018-08-29,12.7477
2018-08-30,27.8466
2018-09-11,26.25
2018-09-19,-49.505
2018-09-24,3.9215999999999998
2018-09-25,88.6792
2018-09-26,-49.0
2018-09-28,35.2941
2018-10-03,-7.3187999999999995
2018-10-05,117.3573
2018-10-08,-64.0288
2018-10-15,98.1
2018-10-16,-46.4917
2018-10-17,0.0
2018-10-22,1.6038000000000001
2018-11-06,-6.221
2018-11-15,62.3762
2018-11-20,-2.439
2018-11-23,-36.875
2018-11-27,0.0
2018-12-11,15.8416
2018-12-13,12.8205
2018-12-31,11.2879
2019-01-02,-52.3485
2019-01-03,1.4285999999999999
2019-01-04,-1.4085
2019-01-29,127.1429
2019-01-30,-65.4088
2019-01-31,27.2727
2019-02-01,-4.8571
2019-02-04,125.2252
2019-02-07,-20.5333
2019-02-15,-2.6846
2019-02-19,55.1724
2019-02-20,50.6111
2019-02-22,-2.6558
2019-02-25,3.4483
2019-02-27,-30.7692
2019-03-05,-5.291
2019-03-06,-55.3073
2019-03-15,68.75
2019-03-18,118.5185
2019-03-19,-35.9322
2019-03-21,21.9048
2019-03-26,-24.0451
2019-03-27,0.0
2019-03-28,-62.6857
2019-03-29,-0.4594
2019-04-01,-20.0
2019-04-02,80.7692
2019-04-03,-24.4681
2019-04-04,3.5211
2019-04-09,43.5374
2019-04-25,30.8057
2019-04-29,-26.1957
2019-05-03,-1.8164
2019-05-09,-26.0
2019-05-13,-5.4054
2019-05-14,3.4286
2019-05-15,-3.3149
2019-05-17,0.0
2019-05-28,1.7856999999999998
2019-05-31,-29.8246
2019-06-20,-26.0
2019-06-27,143.2432
2019-07-05,-32.2222
2019-07-18,54.0984
2019-07-23,-59.5745
2019-08-14,5.2632
2019-08-23,-5.0
2019-08-26,147.3684
2019-08-27,-56.383
2019-08-28,-14.6341
2019-09-06,151.4286
2019-09-11,-60.2273
2019-09-16,2.8571
2019-09-17,2.7778
2019-09-24,0.0
2019-10-01,0.0
2019-10-04,-2.7027
2019-10-11,16.5278
2019-10-14,-11.7998
2019-10-15,0.0
2019-10-17,34.8649
2019-10-28,-31.0621
2019-10-30,-6.9767
2019-11-05,0.0
2019-11-15,4.0
2019-11-18,-3.8462
2019-11-25,0.0
2019-11-26,46.875
2019-12-10,-31.9149
2019-12-16,0.0
2019-12-19,40.625
2019-12-20,2.2222
2019-12-26,-30.4348
2019-12-27,0.0
2019-12-30,3.125
2019-12-31,0.0
2020-01-02,0.0
2020-01-09,-3.0303
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-22,0.0
2020-02-05,-3.125
2020-02-06,12.9032
2020-02-10,37.1429
2020-02-18,0.0
2020-02-19,-46.6667
2020-02-24,-21.875
2020-02-28,2.5
2020-03-13,0.0
2020-03-18,-2.439
2020-03-20,5.0
2020-03-23,-4.7619
2020-03-25,-15.0
2020-04-13,-5.8824
2020-04-14,-50.0
2020-04-16,0.0
2020-04-21,25.0
2020-04-23,-40.0
2020-04-29,-16.6667
2020-04-30,0.0
2020-05-01,-20.0
2020-05-11,650.0
2020-05-12,13.3333
2020-05-13,-94.1176
2020-05-19,100.0
2020-05-27,25.0
2020-05-28,40.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-25,42.8571
2020-06-26,570.0
2020-06-29,0.0
2020-07-01,-10.4478
2020-07-06,0.0
2020-07-08,0.0
2020-07-14,-8.5
2020-07-15,-69.3989
2020-07-17,-64.2857
2020-07-20,0.0
2020-07-22,16.6667
2020-07-27,0.0
2020-07-28,0.0
