ticker,NGTF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-08-25,0.0
2015-08-26,5.8824
2015-08-27,0.0
2015-08-28,11.1111
2015-09-01,0.0
2015-09-02,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-08,20.0
2015-09-09,0.0
2015-09-10,8.3333
2015-09-14,-11.538499999999999
2015-09-21,11.3043
2015-09-30,9.375
2015-10-01,3.5714
2015-10-12,0.0
2015-10-13,3.4483
2015-10-15,3.3333
2015-10-16,14.8387
2015-10-19,-10.1124
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,12.5
2015-10-30,-5.5556
2015-11-02,0.0
2015-11-06,-2.9412000000000003
2015-11-09,3.0303
2015-11-18,-5.8824
2015-11-20,8.75
2015-11-25,0.0
2015-11-30,6.3218
2015-12-01,8.1081
2015-12-21,-8.0
2015-12-23,0.0
2015-12-29,14.1304
2016-01-06,-14.2857
2016-01-07,5.5556
2016-01-14,-5.2632
2016-01-15,-13.8889
2016-01-19,18.7097
2016-01-20,-2.1739
2016-01-21,-13.8889
2016-01-22,16.129
2016-01-25,-0.5556
2016-01-26,-5.0279
2016-01-27,-17.647100000000002
2016-01-28,12.1429
2016-01-29,-8.9172
2016-02-08,-4.1958
2016-02-11,0.0
2016-02-18,0.7299
2016-02-19,2.1739
2016-03-09,-11.3475
2016-03-11,-12.0
2016-03-14,0.0
2016-03-17,0.0
2016-03-23,0.0
2016-03-24,-4.5455
2016-03-28,-19.0476
2016-03-31,11.7647
2016-04-04,0.0
2016-04-08,-31.5789
2016-04-11,15.3846
2016-04-12,-13.3333
2016-04-14,7.6923
2016-04-15,-21.4286
2016-04-18,-9.2727
2016-04-21,10.2204
2016-04-22,-9.0909
2016-04-29,20.0
2016-05-05,-16.6667
2016-05-06,2.0
2016-05-09,-13.7255
2016-05-10,0.0
2016-05-11,-9.0909
2016-05-17,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-23,-35.0
2016-05-24,0.0
2016-05-25,34.6154
2016-05-26,-40.0
2016-05-31,-6.6667
2016-06-03,2.0408
2016-06-08,50.0
2016-06-09,0.0
2016-06-10,16.6667
2016-06-13,-14.2857
2016-06-14,16.6667
2016-06-15,-25.7143
2016-06-16,34.6154
2016-06-20,-14.2857
2016-06-23,16.6667
2016-06-27,-22.8571
2016-06-28,-26.2963
2016-06-29,-2.0101
2016-06-30,2.5641
2016-07-01,20.0
2016-07-13,-20.8333
2016-07-14,5.2632
2016-07-20,0.0
2016-07-21,-15.0
