ticker,PETV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-27,10.0
2013-04-05,0.0
2013-05-21,-9.0909
2013-05-22,-57.5
2013-05-23,17.647100000000002
2013-05-24,-43.0
2013-05-28,12.2807
2013-05-29,-6.25
2013-05-30,-33.3333
2013-05-31,-12.5
2013-06-03,0.0
2013-06-04,11.4286
2013-06-05,-40.2244
2013-06-06,-14.2091
2013-06-10,25.0
2013-06-12,20.0
2013-06-14,0.0
2013-06-17,-20.0
2013-06-18,-27.0833
2013-06-19,69.6429
2013-06-24,-32.6316
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,5.0
2013-07-01,-4.7619
2013-07-02,0.0
2013-07-03,45.0
2013-07-05,-13.7931
2013-07-09,0.0
2013-07-11,0.0
2013-07-12,0.0
2013-07-15,19.5
2013-07-16,0.0
2013-07-17,-16.318
2013-07-18,0.0
2013-07-22,-36.0
2013-07-30,0.0
2013-08-01,0.0
2013-08-02,-2.3438
2013-08-06,-29.6
2013-08-07,27.2727
2013-08-08,-27.6786
2013-08-12,0.6173
2013-08-14,-1.8405
2013-08-15,20.0
2013-08-16,-16.6667
2013-08-21,138.75
2013-08-23,15.1832
2013-08-26,-55.6818
2013-08-27,23.0769
2013-08-28,83.3333
2013-08-29,-29.0909
2013-09-03,-69.2308
2013-09-04,-21.875
2013-09-05,6.6667
2013-09-06,17.5
2013-09-09,56.383
2013-09-10,-23.8095
2013-09-11,-19.6429
2013-09-12,-2.2222
2013-09-16,14.7727
2013-09-17,-1.9802
2013-09-18,-19.1919
2013-09-19,-36.25
2013-09-23,3.9215999999999998
2013-09-26,50.9434
2013-10-01,-33.75
2013-10-04,50.9434
2013-10-07,0.0
2013-10-08,-37.5
2013-10-09,-8.0
2013-10-10,0.0
2013-10-14,8.6957
2013-10-16,0.0
2013-10-21,34.0
2013-10-22,-4.4776
2013-10-23,0.0
2013-10-24,0.0
2013-10-29,12.5
2013-11-01,-33.3333
2013-11-07,33.3333
2013-11-08,-21.875
2013-11-11,2.0
2013-11-12,15.6863
2013-11-14,22.0339
2013-11-15,-29.1667
2013-11-18,50.9804
2013-11-19,0.0
2013-11-20,-12.987
2013-11-21,-16.4179
2013-11-22,0.0
2013-11-26,37.5
2013-11-27,0.0
2013-12-05,-14.2857
2013-12-06,13.6364
2013-12-09,0.0
2013-12-12,-1.3333
2013-12-17,1.3514
2013-12-18,-14.6667
2013-12-19,42.1875
2013-12-20,-1.0989
2013-12-23,0.0
2013-12-26,0.0
