ticker,ABTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-06,63.3987
2010-12-07,6900.0
2011-03-09,-77.1429
2012-01-24,1150.0
2012-02-02,100.2
2012-02-03,-70.03
2016-11-14,-33.6667
2016-11-15,50.7538
2016-11-16,-33.3333
2016-11-17,-50.0
2016-11-18,99.0
2016-11-21,50.7538
2016-12-15,0.0
2017-01-10,-66.6667
2017-01-11,100.0
2017-01-12,50.0
2017-01-23,17.0
2017-01-30,28.2051
2017-02-02,22.2222
2017-02-21,0.0
2017-02-24,0.9091
2017-03-02,-27.9279
2017-03-03,-25.0
2017-03-07,-33.3333
2017-03-09,-25.0
2017-03-10,0.0
2017-06-12,100.0
2017-10-16,0.0
2017-11-27,-49.3333
2018-01-02,0.0066
2018-02-08,1.967
2018-03-14,-19.3548
2018-03-16,0.0
2018-10-16,140.0
2018-12-07,33.0
2018-12-24,-18.5464
2019-01-10,-23.0769
2019-01-25,0.0
2019-03-14,-40.0
2019-03-18,0.0
2019-03-19,50.0
2019-03-20,0.0
2019-03-21,-33.3333
2019-03-22,0.0
2019-03-25,-73.3333
2019-03-27,150.0
2019-04-01,0.0
2019-04-05,0.0
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-17,99.0
2019-04-18,0.0
2019-04-23,0.5025
2019-04-26,-45.0
2019-05-01,59.0909
2019-05-02,0.0
2019-05-07,0.0
2019-05-08,-42.8571
2019-05-09,50.0
2019-05-10,-33.3333
2019-05-14,0.0
2019-05-20,0.0
2019-05-30,-20.0
2019-06-04,118.75
2019-06-06,-2.2857
2019-06-21,-41.5205
2019-06-24,-46.0
2019-06-25,1.8333
2019-06-26,-63.6298
2019-06-27,5.0
2019-06-28,-47.619
2019-07-01,36.3636
2019-07-02,-33.3333
2019-07-03,10.0
2019-07-05,0.0
2019-07-08,-45.4545
2019-07-09,8.3333
2019-07-11,23.0769
2019-07-15,-6.25
2019-07-17,0.0
2019-07-22,-6.5333
2019-08-07,641.9401
2019-08-08,44.203
2019-08-09,33.3333
2019-08-12,-30.0
2019-08-13,-24.2857
2019-08-14,-3.7736
2019-08-15,96.0784
2019-08-16,40.0
2019-08-19,10.7143
2019-08-20,-0.6452
2019-08-22,-2.5974
2019-08-26,-0.6667
2019-08-28,-17.4497
2019-08-29,10.5691
2019-09-05,-10.2941
2019-09-12,0.0
2019-09-18,0.0
2019-10-28,20.4918
2019-11-01,-29.932
2019-11-07,25.2427
2019-11-11,12.4031
2019-11-13,-27.5862
2020-01-15,-14.2857
2020-01-21,-20.0
2020-02-06,0.0
2020-02-10,0.0
2020-02-20,-29.1667
2020-02-21,41.1765
2020-03-04,-8.3333
2020-03-24,-22.7273
2020-03-27,0.0
2020-05-04,-21.5686
2020-05-27,74.975
2020-05-28,0.0
2020-06-01,0.0
2020-06-04,0.0
2020-06-05,0.0143
2020-06-10,0.0
2020-06-16,-55.7
2020-07-30,0.0
