ticker,LUVU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-05,-11.7647
2010-05-06,-16.6667
2010-07-12,12.0
2010-07-16,-46.4286
2010-12-27,-33.3333
2010-12-28,-50.0
2010-12-29,40.0
2010-12-30,-28.5714
2011-01-19,40.0
2011-01-20,114.2857
2011-01-26,-33.3333
2011-01-27,0.0
2011-01-31,80.0
2011-02-07,-16.6667
2011-02-16,0.0
2011-02-28,0.0
2011-03-07,86.6667
2011-03-10,-28.5714
2011-03-15,0.0
2011-03-17,0.0
2011-04-14,-15.0
2011-05-11,17.647100000000002
2011-05-12,5.0
2011-06-16,-28.5714
2011-06-17,0.0
2011-07-19,33.3333
2011-07-22,0.0
2011-08-11,-40.0
2011-08-31,66.6667
2011-09-02,0.0
2011-09-09,0.0
2011-09-23,0.0
2011-09-30,-25.0
2011-10-03,0.0
2011-10-18,0.0
2011-10-24,0.0
2011-11-03,-33.3333
2011-11-16,0.0
2011-11-17,40.0
2011-11-22,0.0
2011-12-01,14.2857
2011-12-07,-12.5
2011-12-08,0.0
2011-12-12,21.4286
2011-12-16,-8.8235
2011-12-22,-9.6774
2012-01-09,42.8571
2012-01-10,-10.0
2012-01-12,5.5556
2012-01-17,2.6316
2012-01-18,-2.5641
2012-01-19,21.0526
2012-01-20,-13.0435
2012-01-23,-7.5
2012-01-24,0.0
2012-01-26,5.4054
2012-01-27,2.5641
2012-01-30,5.0
2012-01-31,4.7619
2012-02-01,-9.0909
2012-02-02,0.0
2012-02-03,0.0
2012-02-06,-25.0
2012-02-07,13.3333
2012-02-08,11.7647
2012-02-09,0.0
2012-02-14,0.0
2012-02-16,-5.2632
2012-02-17,0.0
2012-02-22,-5.5556
2012-02-27,0.0
2012-02-28,0.0
2012-03-05,0.0
2012-03-06,11.7647
2012-03-09,5.2632
2012-03-13,0.0
2012-03-14,-15.0
2012-03-15,11.7647
2012-03-16,0.0
2012-03-19,0.0
2012-03-20,-10.526299999999999
2012-03-23,11.7647
2012-03-26,0.0
2012-03-27,-10.526299999999999
2012-04-03,11.7647
2012-04-04,-10.526299999999999
2012-04-10,0.0
2012-04-11,-11.7647
2012-04-16,33.3333
2012-04-17,5.0
2012-04-18,14.2857
2012-04-19,45.8333
2012-04-20,-14.2857
2012-04-23,3.3333
2012-04-24,-3.2258
2012-04-25,0.0
2012-04-26,0.0
2012-04-27,16.6667
2012-04-30,4.2857
2012-05-01,0.0
2012-05-02,1.3699
2012-05-03,4.0541
2012-05-04,14.2857
