ticker,PGRD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-22,0.0
2006-05-26,75.0
2006-05-31,-37.1429
2006-06-05,13.6364
2006-06-06,4.0
2006-06-07,-3.8462
2006-06-09,20.0
2006-06-12,-6.6667
2006-06-14,-10.7143
2006-06-15,12.0
2006-06-16,7.1429
2006-06-20,6.6667
2006-06-21,3.125
2006-06-22,-9.0909
2006-06-23,16.6667
2006-06-26,0.0
2006-06-27,-14.857099999999999
2006-06-28,0.6711
2006-06-29,-6.6667
2006-07-03,3.5714
2006-07-05,37.931
2006-07-06,-20.0
2006-07-07,-6.25
2006-07-10,0.0
2006-07-12,16.6667
2006-07-13,-2.8571
2006-07-14,8.8235
2006-07-17,5.4054
2006-07-18,2.5641
2006-07-24,12.5
2006-07-25,-15.5556
2006-07-26,2.6316
2006-07-27,0.0
2006-07-31,-7.6923
2006-08-01,-8.3333
2006-08-02,36.3636
2006-08-03,-28.8889
2006-08-04,21.875
2006-08-07,-2.5641
2006-08-08,-15.7895
2006-08-09,31.25
2006-08-10,-14.2857
2006-08-14,-5.5556
2006-08-15,-5.8824
2006-08-16,-12.5
2006-08-17,7.1429
2006-08-21,6.6667
2006-08-22,0.0
2006-08-23,6.25
2006-08-24,0.0
2006-08-25,-2.9412000000000003
2006-08-28,0.0
2006-08-29,6.0606
2006-08-30,-2.8571
2006-08-31,2.9412000000000003
2006-09-01,-2.8571
2006-09-05,0.0
2006-09-06,5.8824
2006-09-07,-5.5556
2006-09-08,0.0
2006-09-11,0.0
2006-09-12,0.0
2006-09-13,0.0
2006-09-14,0.0
2006-09-15,1.1764999999999999
2006-09-18,0.0
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,33.7209
2006-09-22,6.5217
2006-09-25,-6.1224
2006-09-26,0.0
2006-09-27,-2.1739
2006-09-28,-8.8889
2006-09-29,-2.439
2006-10-03,0.0
2006-10-05,-7.5
2006-10-06,2.7027
2006-10-09,5.2632
2006-10-10,-12.5
2006-10-11,2.8571
2006-10-16,-8.3333
2006-10-17,-9.0909
2006-10-18,0.0
2006-10-19,0.0
2006-10-23,26.6667
2006-10-24,-0.5263
2006-10-25,3.1746
2006-10-27,6.6667
2006-10-30,3.3654
2006-10-31,-2.3256
2006-11-01,9.5238
2006-11-02,-6.087
2006-11-06,0.0
2006-11-07,1.8519
2006-11-08,-4.5455
2006-11-09,0.0
2006-11-10,-4.7619
2006-11-15,-4.5
2006-11-16,-3.1414
2006-11-17,-5.4054
2006-11-21,20.0
