ticker,TRVR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-09,11.1111
2007-06-11,12.2244
2007-06-12,-9.2857
2007-06-13,2.3622
2007-06-15,-1.3462
2007-06-18,-1.5594999999999999
2007-06-19,1.3860999999999999
2007-06-22,-1.3672
2007-06-25,-0.9901
2007-06-26,0.0
2007-06-29,0.0
2007-07-03,2.0
2007-07-05,1.9607999999999999
2007-07-12,12.5
2007-07-27,-6.8376
2007-08-02,2.7523
2007-08-03,0.0
2007-08-06,0.8929
2007-08-13,-0.531
2007-08-17,0.0
2007-09-13,-0.1779
2007-09-27,1.6042999999999998
2007-10-12,-5.9649
2007-10-15,2.6119
2007-10-16,-1.8182
2007-10-17,-1.6667
2007-10-18,0.0
2007-10-19,-9.6045
2007-10-23,0.0
2007-10-24,-2.0833
2007-10-25,0.6383
2007-10-26,0.0
2007-11-01,-2.7484
2007-11-05,0.0
2007-11-06,0.0
2007-11-13,0.0
2007-11-14,0.5435
2008-01-25,6.0773
2008-01-29,1.4583
2008-02-08,2.6694
2008-03-27,-3.4
2008-03-28,-1.6562999999999999
2008-03-31,-1.0526
2008-04-01,1.6596
2008-04-04,-2.6789
2008-04-07,8.3871
2008-04-08,-2.5794
2008-04-09,-2.2403
2008-04-10,-7.5
2008-04-22,0.0
2008-04-23,-0.4505
2008-04-24,-7.2398
2008-04-28,0.0
2008-04-29,2.439
2008-05-06,-1.1905000000000001
2008-05-07,0.0
2008-05-08,2.4096
2008-05-12,-1.8824
2008-05-13,-1.6787
2008-05-20,6.5854
2008-05-27,-5.0343
2008-05-28,6.0241
2008-06-06,0.0
2008-06-12,1.1364
2008-07-10,-12.3596
2008-07-15,4.1026
2008-09-05,9.6059
2008-12-03,-5.618
2008-12-22,0.0
2009-07-23,2.439
2009-09-17,-4.7619
2009-09-18,5.0
2009-09-21,0.0
2009-09-24,-4.7619
2009-09-30,5.0
2009-11-11,1.1905000000000001
2009-11-17,0.0
2009-12-15,-8.2353
2009-12-17,-2.5641
2010-01-06,-6.5789
2010-01-08,11.2676
2010-02-08,-9.0909
2010-02-12,1.4285999999999999
2010-02-19,0.0
2010-02-25,0.0
2010-03-01,2.1127
2010-03-19,0.6897
2010-05-11,0.274
2010-06-17,-1.6393
2010-06-21,-1.3889
2010-06-22,-1.4085
2010-07-01,2.8571
2010-07-13,-2.7778
2010-07-14,0.7143
2010-08-04,-0.7092
2010-08-05,0.0
2010-08-26,-11.4286
2010-08-31,6.4516
2010-09-01,-7.5758
