ticker,IMVT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-06-26,-1.5074999999999998
2019-07-03,-0.102
2019-07-05,-0.1021
2019-07-08,0.0
2019-07-12,-1.8405
2019-07-18,1.875
2019-07-19,-0.1022
2019-07-22,0.4094
2019-07-26,-0.1019
2019-07-31,-0.102
2019-08-02,0.1021
2019-08-09,0.4082
2019-08-27,0.3049
2019-08-28,0.1013
2019-08-29,0.2024
2019-08-30,0.0
2019-09-09,0.101
2019-09-10,-0.1009
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.202
2019-09-16,-1.7137
2019-09-17,1.5385
2019-09-18,0.5051
2019-09-19,0.1648
2019-09-20,0.1365
2019-09-23,0.2004
2019-09-24,-0.5
2019-09-25,0.1005
2019-09-26,0.6024
2019-09-27,0.0
2019-10-02,1.2974
2019-10-03,0.0
2019-10-04,0.4926
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.098
2019-10-10,0.1195
2019-10-11,-0.0215
2019-10-14,-0.2935
2019-10-16,-0.0981
2019-10-17,-0.1965
2019-10-18,0.0
2019-10-21,-0.1969
2019-10-22,0.0986
2019-10-23,-0.0985
2019-10-24,0.0
2019-10-25,0.0986
2019-10-28,-0.4926
2019-10-29,0.198
2019-10-30,0.0988
2019-10-31,0.2962
2019-11-01,0.0
2019-11-04,0.0984
2019-11-05,-0.0492
2019-11-06,0.0836
2019-11-07,-0.0344
2019-11-08,0.0
2019-11-11,0.0983
2019-11-12,-0.0982
2019-11-13,0.0
2019-11-14,0.0983
2019-11-15,0.1965
2019-11-18,-0.1961
2019-11-19,0.1965
2019-11-20,1.4706000000000001
2019-11-21,2.4154999999999998
2019-11-22,-0.4717
2019-11-25,-0.4739
2019-11-26,-0.1905
2019-11-27,-0.0954
2019-11-29,-0.191
2019-12-02,-0.9589
2019-12-03,-2.0271
2019-12-04,0.1972
2019-12-05,-0.2953
2019-12-06,0.0987
2019-12-09,0.789
2019-12-10,2.9843
2019-12-11,4.7981
2019-12-12,0.816
2019-12-13,4.1367
2019-12-16,17.0121
2019-12-17,8.2657
2019-12-18,-5.3850999999999996
2019-12-19,15.1297
2019-12-20,-0.0939
2019-12-23,-1.0961
2019-12-24,0.38
2019-12-26,3.4699999999999998
2019-12-27,-0.9756
2019-12-30,-2.6478
2019-12-31,0.3795
2020-01-02,-1.7013
2020-01-03,0.1282
2020-01-06,-0.3201
2020-01-07,-0.0642
2020-01-08,-1.8638
2020-01-09,6.8762
2020-01-10,3.799
