ticker,UXIN US Equity
2018-11-14,-0.3752
2018-11-15,0.3766
2018-11-16,-0.7505
2018-11-19,-3.5917
2018-11-20,-11.7647
2018-11-21,-2.3333
2018-11-23,2.6166
2018-11-26,-7.0953
2018-11-27,-1.432
2018-11-28,-4.1162
2018-11-29,-7.0707
2018-11-30,-10.5978
2018-12-03,0.6079
2018-12-04,-13.5952
2018-12-06,31.4685
2018-12-07,24.4681
2018-12-10,14.5299
2018-12-11,9.7015
2018-12-12,23.4694
2018-12-13,-1.3774
2018-12-14,4.7486
2018-12-17,12.0
2018-12-18,-1.3094999999999999
2018-12-19,15.199
2018-12-20,-18.2199
2018-12-21,8.0666
2018-12-24,10.782
2018-12-26,-11.123
2018-12-27,-20.698
2018-12-28,-22.9135
2018-12-31,-4.3307
2019-01-02,-20.1646
2019-01-03,-7.2165
2019-01-04,0.0
2019-01-07,-7.2222
2019-01-08,-3.8922
2019-01-09,10.5919
2019-01-10,5.6338
2019-01-11,-1.0667
2019-01-14,-11.0512
2019-01-15,8.4848
2019-01-16,0.5587
2019-01-17,-1.3889
2019-01-18,-5.6338
2019-01-22,-6.2687
2019-01-23,7.6433
2019-01-24,5.6213
2019-01-25,-4.2017
2019-01-28,8.1871
2019-01-29,-5.9459
2019-01-30,-1.7241
2019-01-31,-0.2924
2019-02-01,0.8798
2019-02-04,-0.2907
2019-02-05,-2.0408
2019-02-06,-2.9762
2019-02-07,0.0
2019-02-08,-1.227
2019-02-11,4.0373
2019-02-12,-1.791
2019-02-13,15.1976
2019-02-14,-5.277
2019-02-15,12.8134
2019-02-19,-1.7284000000000002
2019-02-20,2.2613
2019-02-21,3.1941
2019-02-22,9.5238
2019-02-25,2.1739
2019-02-26,3.1915
2019-02-27,-6.5979
2019-02-28,1.766
2019-03-01,0.8677
2019-03-04,3.871
2019-03-05,6.6253
2019-03-06,4.8544
2019-03-07,-3.3333
2019-03-08,-8.2375
2019-03-11,1.4614
2019-03-12,-4.9383
2019-03-13,-0.4329
2019-03-14,-17.6087
2019-03-15,-2.3747
2019-03-18,-4.0541
2019-03-19,3.3803
2019-03-20,-2.1798
2019-03-21,3.0641
2019-03-22,-8.9189
2019-03-25,3.5608
2019-03-26,6.5903
2019-03-27,5.914
2019-03-28,-6.599
2019-03-29,2.9891
2019-04-01,4.2216
2019-04-02,-1.0127
2019-04-03,0.7673
2019-04-04,5.3299
2019-04-05,-2.4096
2019-04-08,-4.1975
2019-04-09,-5.9277999999999995
2019-04-10,-4.1096
2019-04-11,-5.4286
2019-04-12,-1.5106000000000002
2019-04-15,-6.4417
2019-04-16,-36.0656
2019-04-17,51.2821
2019-04-18,14.2373
2019-04-22,3.5608
2019-04-23,0.0
2019-04-24,-6.0172
2019-04-25,-7.3171
2019-04-26,-7.2368
2019-04-29,-0.7092
2019-04-30,-0.3571
2019-05-01,-2.509
2019-05-02,-0.3676
2019-05-03,-0.738
2019-05-06,-2.6022
2019-05-07,-5.3435
2019-05-08,2.8226
2019-05-09,-3.1373
2019-05-10,1.2146
2019-05-13,0.0
2019-05-14,0.4
2019-05-15,-5.1793
2019-05-16,-2.9412000000000003
2019-05-17,-4.329
2019-05-20,8.1448
2019-05-21,4.6025
2019-05-22,-2.4
2019-05-23,-9.8361
2019-05-24,5.9091000000000005
2019-05-28,5.5794
2019-05-29,1.2195
2019-05-30,-6.8273
2019-05-31,-0.8621
2019-06-03,-6.5217
2019-06-04,2.7907
2019-06-05,-3.1673999999999998
2019-06-06,-5.6075
2019-06-07,4.4554
2019-06-10,-6.1611
2019-06-11,0.5051
2019-06-12,-1.005
2019-06-13,-1.5228000000000002
2019-06-14,4.1237
2019-06-17,0.0
2019-06-18,2.9703
2019-06-19,-1.9231
2019-06-20,2.9412000000000003
2019-06-21,-0.9524
2019-06-24,1.4423
2019-06-25,-6.1611
2019-06-26,6.0606
2019-06-27,-0.4762
2019-06-28,5.2632
2019-07-01,5.9091000000000005
2019-07-02,-4.2918
2019-07-03,-1.7936999999999999
2019-07-05,7.7626
2019-07-08,-2.5423999999999998
2019-07-09,3.4783
2019-07-10,1.2605
2019-07-11,-2.9046
2019-07-12,14.9573
2019-07-15,-3.7175000000000002
2019-07-16,-8.8803
2019-07-17,1.6949
2019-07-18,-0.8333
2019-07-19,0.8403
2019-07-22,-0.8333
2019-07-23,0.4202
2019-07-24,3.7657
2019-07-25,-6.8548
2019-07-26,-1.2987
2019-07-29,-3.5088
2019-07-30,-2.7273
2019-07-31,2.8037
2019-08-01,-3.6364
2019-08-02,4.2453
2019-08-05,-4.0724
2019-08-06,3.3019
2019-08-07,3.1963
2019-08-08,1.7699
2019-08-09,8.6957
2019-08-12,-0.4
2019-08-13,-0.4016
2019-08-14,-3.629
2019-08-15,2.9289
2019-08-16,1.626
2019-08-19,2.0
2019-08-20,1.5686
2019-08-21,-0.7722
2019-08-22,-0.3891
2019-08-23,-1.5625
2019-08-26,-1.5873
2019-08-27,0.0
2019-08-28,4.8387
2019-08-29,1.1538
2019-08-30,3.8023
2019-09-03,-0.3663
2019-09-04,2.9412000000000003
2019-09-05,1.7856999999999998
2019-09-06,4.2105
2019-09-09,2.3569
2019-09-10,4.6053
2019-09-11,0.9434
2019-09-12,0.3115
2019-09-13,2.1739
2019-09-16,0.6079
2019-09-17,-3.6254
2019-09-18,1.8809
2019-09-19,-3.3846
2019-09-20,3.8217
2019-09-23,-14.4172
2019-09-24,-20.0717
2019-09-25,6.7265
2019-09-26,9.6639
2019-09-27,-3.8314
2019-09-30,-2.3904
2019-10-01,-2.0408
2019-10-02,2.0833
2019-10-03,2.449
2019-10-04,-1.5936
2019-10-07,-0.8097
2019-10-08,-1.6327
2019-10-09,2.9046
2019-10-10,3.2258
2019-10-11,0.3906
2019-10-14,4.6693
2019-10-15,0.3717
2019-10-16,0.0
2019-10-17,-3.7037
2019-10-18,0.7692
2019-10-21,1.145
2019-10-22,2.6414999999999997
2019-10-23,1.1029
2019-10-24,8.0
2019-10-25,-0.3367
2019-10-28,6.0811
2019-10-29,2.8662
2019-10-30,-4.9536
2019-10-31,-2.2801
2019-11-01,3.3333
2019-11-04,2.9032
2019-11-05,1.8809
2019-11-06,-0.6154
2019-11-07,3.4056
2019-11-08,2.3952
2019-11-11,-7.8947
2019-11-12,-9.5238
2019-11-13,-8.0702
2019-11-14,1.9083999999999999
2019-11-15,-4.8689
2019-11-18,1.5748
2019-11-19,-4.6512
2019-11-20,0.813
2019-11-21,0.0
2019-11-22,0.4032
2019-11-25,6.4257
2019-11-26,-1.5093999999999999
2019-11-27,2.682
2019-11-29,-7.0896
2019-12-02,2.8112
2019-12-03,-1.1719
2019-12-04,-1.1858
2019-12-05,0.4
2019-12-06,-0.7968
2019-12-09,2.4096
2019-12-10,4.3137
2019-12-11,1.8797000000000001
2019-12-12,0.0
2019-12-13,7.3801
2019-12-16,6.5292
2019-12-17,-9.0323
2019-12-18,-1.0638
2019-12-19,-1.4337
2019-12-20,-0.7273
2019-12-23,-3.2967
2019-12-24,-8.7121
2019-12-26,-1.6598000000000002
2019-12-27,-2.5316
2019-12-30,-1.2987
2019-12-31,-0.8772
2020-01-02,1.3274
2020-01-03,-1.31
2020-01-06,9.7345
2020-01-07,-3.2258
2020-01-08,0.4167
2020-01-09,2.4896
2020-01-10,4.4534
2020-01-13,10.0775
2020-01-14,2.1127
2020-01-15,-9.6552
2020-01-16,-1.145
2020-01-17,-3.0888
2020-01-21,6.3745
2020-01-22,-2.9962999999999997
2020-01-23,2.3166
2020-01-24,-7.1698
2020-01-27,-6.9106
2020-01-28,1.31
2020-01-29,-1.2931
2020-01-30,-3.4934
2020-01-31,11.3122
2020-02-03,-6.5041
2020-02-04,2.6087
2020-02-05,-2.5423999999999998
2020-02-06,-2.1739
2020-02-07,-0.8889
2020-02-10,2.2422
2020-02-11,0.8772
2020-02-12,-0.8696
2020-02-13,-0.4386
2020-02-14,-3.5242
2020-02-18,-9.1324
2020-02-19,-1.005
2020-02-20,-1.5228000000000002
2020-02-21,3.0928
2020-02-24,-7.5
2020-02-25,-0.5405
2020-02-26,-0.5435
2020-02-27,-4.3716
2020-02-28,-4.5714
2020-03-02,-2.9939999999999998
2020-03-03,-4.9383
2020-03-04,16.8831
2020-03-05,-0.5556
2020-03-06,-2.2346
2020-03-09,-6.2857
2020-03-10,6.0976
2020-03-11,2.8736
2020-03-12,-10.0559
2020-03-13,6.8323
2020-03-16,-7.5581
2020-03-17,4.4025
2020-03-18,-10.241
2020-03-19,-6.0403
2020-03-20,-9.2857
2020-03-23,-3.1496
2020-03-24,13.8211
2020-03-25,8.5714
2020-03-26,14.473700000000001
2020-03-27,-1.7241
2020-03-30,-8.7719
2020-03-31,-1.2821
2020-04-01,-6.4935
2020-04-02,1.3889
2020-04-03,4.7945
2020-04-06,1.9607999999999999
2020-04-07,-1.9231
2020-04-08,3.268
2020-04-09,-2.5316
2020-04-13,1.2987
2020-04-14,1.9231
2020-04-15,3.1447
2020-04-16,-1.8293
2020-04-17,2.4845
2020-04-20,-3.0303
2020-04-21,-5.0
2020-04-22,3.2895
2020-04-23,-1.2739
2020-04-24,-6.4516
2020-04-27,0.0
2020-04-28,2.7586
2020-04-29,5.3690999999999995
2020-04-30,2.5478
2020-05-01,-10.559
2020-05-04,-1.3889
2020-05-05,-6.338
2020-05-06,0.7519
2020-05-07,-1.4925
2020-05-08,1.5152
2020-05-11,8.209
2020-05-12,1.3793
2020-05-13,-3.4013999999999998
2020-05-14,-3.5211
2020-05-15,-1.4599
2020-05-18,1.4815
2020-05-19,2.9196999999999997
2020-05-20,1.4184
2020-05-21,-2.7972
2020-05-22,-4.3165
2020-05-26,0.7519
2020-05-27,5.9701
2020-05-28,-0.7042
2020-05-29,8.5106
2020-06-01,-2.6144
2020-06-02,6.7114
2020-06-03,3.7736
2020-06-04,-3.6364
2020-06-05,3.7736
2020-06-08,4.8485
2020-06-09,-2.8902
2020-06-10,8.9286
2020-06-11,-13.661200000000001
2020-06-12,-6.962
2020-06-15,-0.6803
2020-06-16,-0.6849
2020-06-17,-5.5172
2020-06-18,1.4599
2020-06-19,4.3165
2020-06-22,1.3793
2020-06-23,7.483
2020-06-24,-5.6962
2020-06-25,3.3557
2020-06-26,1.2987
2020-06-29,-8.9744
2020-06-30,0.7042
2020-07-01,3.4965
2020-07-02,7.4324
2020-07-06,0.6289
2020-07-07,-1.875
2020-07-08,16.5605
2020-07-09,-0.5464
2020-07-10,-3.2967
2020-07-13,-6.25
2020-07-14,-0.6061
2020-07-15,-4.2683
2020-07-16,-3.1847
2020-07-17,3.9474
2020-07-20,-8.2278
2020-07-21,3.4483
2020-07-22,-6.6667
2020-07-23,-1.4285999999999999
2020-07-24,-6.5217
2020-07-27,-2.3256
2020-07-28,-3.1746
2020-07-29,1.6393
2020-07-30,-0.8065
2020-07-31,3.252
