ticker,EXBX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-17,0.0
2005-11-10,11.1111
2006-01-12,6.6667
2006-01-13,25.0
2006-01-18,25.0
2006-01-19,20.0
2006-01-20,33.3333
2006-01-23,40.0
2006-01-24,83.0357
2006-01-25,46.3415
2006-01-26,20.0
2006-01-27,-16.6667
2006-01-30,0.0
2006-01-31,-20.0
2006-02-01,8.3333
2006-02-03,1.9231
2006-02-06,3.7736
2006-02-07,0.7273
2006-02-08,1.083
2006-02-09,7.1429
2006-02-10,-6.6667
2006-02-13,-7.1429
2006-02-14,7.6923
2006-02-15,7.1429
2006-02-17,-3.3333
2006-02-21,-10.3448
2006-02-22,1.9231
2006-02-23,13.2075
2006-02-28,0.0
2006-03-03,1.6667
2006-03-07,-1.6393
2006-03-09,-10.0
2006-03-10,-3.7037
2006-03-13,0.0
2006-03-15,-7.6923
2006-03-20,-16.6667
2006-03-21,0.0
2006-03-22,0.0
2006-03-23,0.0
2006-03-24,0.0
2006-03-27,-2.5
2006-03-29,-17.9487
2006-03-30,-49.375
2006-03-31,23.4568
2006-04-07,-70.0
2006-04-10,333.3333
2006-04-11,-57.6923
2006-04-12,-27.2727
2006-04-13,12.5
2006-04-17,-11.1111
2006-04-18,-12.5
2006-04-19,-5.7143
2006-04-20,36.3636
2006-04-21,-22.2222
2006-04-24,-11.4286
2006-04-25,-19.3548
2006-04-26,-12.0
2006-04-27,4.5455
2006-04-28,17.3913
2006-05-01,-14.8148
2006-05-02,8.6957
2006-05-03,0.0
2006-05-04,0.0
2006-05-05,-12.0
2006-05-08,-9.0909
2006-05-09,-25.0
2006-05-10,0.0
2006-05-11,0.0
2006-05-12,-26.6667
2006-05-15,54.5455
2006-05-16,-29.4118
2006-05-17,16.6667
2006-05-18,-14.2857
2006-05-19,-10.0
2006-05-22,-9.2593
2006-05-23,12.2449
2006-05-24,-10.9091
2006-05-25,-8.1633
2006-05-30,0.0
2006-05-31,33.3333
2006-06-01,-25.0
2006-06-02,0.0
2006-06-05,-22.2222
2006-06-06,28.5714
2006-06-07,-33.3333
2006-06-08,-16.6667
2006-06-09,60.0
2006-06-12,-37.5
2006-06-13,0.0
2006-06-14,-16.0
2006-06-15,14.2857
2006-06-16,-16.6667
2006-06-19,-15.0
2006-06-20,17.647100000000002
2006-06-21,60.0
2006-06-22,-21.875
2006-06-23,40.0
2006-06-26,-42.8571
2006-06-27,0.0
2006-06-29,0.0
2006-06-30,-20.0
2006-07-05,25.0
