ticker,KMAG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-13,-80.9524
2006-03-16,275.0
2006-03-24,53.3333
2006-03-31,6182.6087
2006-04-04,17.647100000000002
2006-04-05,-20.0
2006-04-06,6.0
2006-04-07,-5.6604
2006-04-12,6.25
2006-04-13,0.0
2006-04-18,-5.8824
2006-04-24,6.25
2006-04-25,-5.8824
2006-05-16,0.0
2006-06-02,2.5
2006-06-05,8.5366
2006-06-07,0.0
2006-06-08,1.7978
2006-06-12,0.0
2006-06-13,-11.6998
2006-06-22,0.0
2006-06-26,5.0
2006-06-27,1.9048
2006-06-28,2.8037
2006-06-29,-20.4545
2006-06-30,17.7143
2006-07-03,-2.9126
2006-07-05,1.75
2006-07-06,-6.6339
2006-07-07,-7.8947
2006-07-10,-7.1429
2006-07-11,0.0
2006-07-12,2.1538
2006-07-13,5.4217
2006-07-14,-2.2857
2006-07-17,4.9708
2006-07-18,-3.3426
2006-07-19,-2.0173
2006-07-20,2.9412000000000003
2006-07-21,0.0
2006-07-24,-2.2857
2006-07-25,-0.5848
2006-07-26,2.9412000000000003
2006-07-28,-4.2857
2006-07-31,-10.4478
2006-08-01,0.0
2006-08-02,-29.6667
2006-08-03,-17.0616
2006-08-04,11.4286
2006-08-07,0.0
2006-08-08,-12.8205
2006-08-09,0.0
2006-08-10,-26.4706
2006-08-11,0.0
2006-08-14,2.4
2006-08-15,-75.7813
2006-08-16,90.3226
2006-08-17,10.1695
2006-08-18,0.0
2006-08-21,-7.6923
2006-08-22,-15.0
2006-08-23,6.4706
2006-08-25,6.814
2006-08-28,-8.6207
2006-08-29,-16.9811
2006-08-31,-9.0909
2006-09-05,0.0
2006-09-06,-12.5
2006-09-07,-2.8571
2006-09-08,17.647100000000002
2006-09-11,53.25
2006-09-12,-51.0604
2006-09-13,0.0
2006-09-15,10.0
2006-09-18,21.2121
2006-09-19,0.0
2006-09-22,-12.5
2006-09-25,0.0
2006-09-26,0.0
2006-09-27,0.0
2006-09-28,0.0
2006-09-29,0.0
2006-10-02,-34.2857
2006-10-03,-28.2609
2006-10-04,-39.3939
2006-10-05,40.0
2006-10-06,-7.1429
2006-10-09,15.3846
2006-10-10,-16.6667
2006-10-11,12.0
2006-10-12,7.1429
2006-10-13,33.3333
2006-10-16,5.0
2006-10-17,4.7619
2006-10-18,-13.6364
2006-10-19,5.2632
2006-10-20,-5.0
2006-10-23,0.0
2006-10-24,-15.7895
2006-10-25,12.5
2006-10-26,-11.1111
2006-10-27,0.0
