ticker,LYFT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-29,8.7361
2019-04-01,-11.8534
2019-04-02,-0.058
2019-04-03,1.4934
2019-04-04,2.8571
2019-04-05,3.4028
2019-04-08,-5.6682
2019-04-09,-3.9727
2019-04-10,-10.8541
2019-04-11,1.4804
2019-04-12,-1.8276
2019-04-15,-6.3194
2019-04-16,0.2495
2019-04-17,5.7956
2019-04-18,-1.9324
2019-04-22,4.4208
2019-04-23,-1.1323
2019-04-24,-4.0332
2019-04-25,-2.5597
2019-04-26,1.5974
2019-04-29,5.8526
2019-04-30,-1.3038
2019-05-01,-1.7559
2019-05-02,4.6809
2019-05-03,1.6423
2019-05-06,-3.1035
2019-05-07,-2.0307
2019-05-08,-10.8359
2019-05-09,4.2903
2019-05-10,-7.4121
2019-05-13,-5.7546
2019-05-14,4.9221
2019-05-15,6.9675
2019-05-16,2.8868
2019-05-17,-3.2554
2019-05-20,1.5615999999999999
2019-05-21,1.6108
2019-05-22,4.2695
2019-05-23,0.3974
2019-05-24,-1.7381
2019-05-28,-0.3678
2019-05-29,-1.1074
2019-05-30,-2.5418
2019-05-31,5.0885
2019-06-03,3.3322
2019-06-04,-0.6214
2019-06-05,6.4898
2019-06-06,-2.1901
2019-06-07,-3.8455
2019-06-10,-4.2187
2019-06-11,2.308
2019-06-12,0.5855
2019-06-13,4.7937
2019-06-14,-0.4084
2019-06-17,4.3307
2019-06-18,1.2579
2019-06-19,-1.3199
2019-06-20,-1.1172
2019-06-21,2.2597
2019-06-24,-0.7781
2019-06-25,0.4391
2019-06-26,-1.6707999999999998
2019-06-27,3.6525
2019-06-28,0.6741
2019-07-01,-5.646
2019-07-02,-2.6612999999999998
2019-07-03,0.4143
2019-07-05,-1.9967000000000001
2019-07-08,0.6735
2019-07-09,3.4119
2019-07-10,0.7601
2019-07-11,-0.7223
2019-07-12,3.8804
2019-07-15,0.8405
2019-07-16,0.0154
2019-07-17,0.571
2019-07-18,1.2736
2019-07-19,2.197
2019-07-22,-2.1497
2019-07-23,-1.6212
2019-07-24,0.462
2019-07-25,-0.3373
2019-07-26,0.7845
2019-07-29,-2.2741
2019-07-30,-2.452
2019-07-31,-2.5456
2019-08-01,-1.8071000000000002
2019-08-02,-1.9407999999999999
2019-08-05,1.5356
2019-08-06,-1.3611
2019-08-07,2.7087
2019-08-08,3.0022
2019-08-09,-4.7987
2019-08-12,-4.9729
2019-08-13,3.382
2019-08-14,-6.1811
2019-08-15,-3.1015
