ticker,LYFT US Equity
2019-08-16,-0.625
2019-08-19,-1.5056
2019-08-20,3.8119
2019-08-21,0.932
2019-08-22,-5.1524
2019-08-23,-4.3808
2019-08-26,4.2761
2019-08-27,-3.1244
2019-08-28,-1.5521
2019-08-29,1.8223
2019-08-30,-1.5283
2019-09-03,-7.2493
2019-09-04,2.0476
2019-09-05,0.1079
2019-09-06,-4.0948
2019-09-09,-0.2697
2019-09-10,2.411
2019-09-11,2.3762
2019-09-12,0.9886
2019-09-13,-1.8940000000000001
2019-09-16,3.6659
2019-09-17,0.565
2019-09-18,-2.9962999999999997
2019-09-19,1.4157
2019-09-20,-1.7978
2019-09-23,-2.4122
2019-09-24,-7.5701
2019-09-25,-0.2388
2019-09-26,0.2872
2019-09-27,-1.3126
2019-09-30,-1.2334
2019-10-01,-3.1097
2019-10-02,-2.9821
2019-10-03,2.9435000000000002
2019-10-04,-0.9109
2019-10-07,0.2043
2019-10-08,-1.4781
2019-10-09,-1.1899
2019-10-10,-1.3089
2019-10-11,4.7347
2019-10-14,0.7978
2019-10-15,3.2161
2019-10-16,-1.3875
2019-10-17,2.8635
2019-10-18,-2.1118
2019-10-21,0.2206
2019-10-22,6.5558
2019-10-23,-1.1019
2019-10-24,1.4856
2019-10-25,1.8756
2019-10-28,-0.2694
2019-10-29,-1.6659000000000002
2019-10-30,0.9844
2019-10-31,-6.053
2019-11-01,3.7161999999999997
2019-11-04,-0.349
2019-11-05,-3.4088
2019-11-06,3.7467
2019-11-07,0.8621
2019-11-08,-0.1386
2019-11-11,-0.6014
2019-11-12,-1.4894
2019-11-13,2.2915
2019-11-14,-3.1871
2019-11-15,2.6718
2019-11-18,4.2286
2019-11-19,-1.5827
2019-11-20,-0.453
2019-11-21,6.3936
2019-11-22,-0.6416
2019-11-25,5.3379
2019-11-26,0.1226
2019-11-27,0.7551
2019-11-29,-0.79
2019-12-02,-3.2462
2019-12-03,0.2532
2019-12-04,-0.4104
2019-12-05,-4.7554
2019-12-06,0.2996
2019-12-09,0.4867
2019-12-10,-0.3523
2019-12-11,4.6399
2019-12-12,-1.6047
2019-12-13,0.3219
2019-12-16,2.5241
2019-12-17,-0.8971
2019-12-18,-1.0316
2019-12-19,-1.5529
2019-12-20,3.5436
2019-12-23,-4.9666
2019-12-24,0.3513
2019-12-26,0.0656
2019-12-27,0.2405
2019-12-30,-5.1047
2019-12-31,-1.1034
2020-01-02,1.3017
2020-01-03,-0.8949
2020-01-06,-0.2084
2020-01-07,2.6682
2020-01-08,1.8757000000000001
2020-01-09,1.1313
2020-01-10,1.0309
2020-01-13,0.6296
2020-01-14,2.8695
2020-01-15,-1.2584
2020-01-16,-0.531
2020-01-17,-0.662
2020-01-21,3.1384
2020-01-22,-1.0629
2020-01-23,2.1277
2020-01-24,-0.1031
2020-01-27,-2.2094
2020-01-28,1.7948
2020-01-29,-2.8417
2020-01-30,2.0282
2020-01-31,-0.6487
2020-02-03,1.011
2020-02-04,4.2535
2020-02-05,-3.88
2020-02-06,-1.3317
2020-02-07,5.272
2020-02-10,7.6122
2020-02-11,0.4095
2020-02-12,-10.1594
2020-02-13,-2.9509
2020-02-14,-4.9755
2020-02-18,0.9174
2020-02-19,2.5277
2020-02-20,-1.6652
2020-02-21,-1.6934
2020-02-24,-4.877
2020-02-25,-1.6463
2020-02-26,-4.6868
2020-02-27,-5.2183
2020-02-28,0.8999
2020-03-02,-3.1742
2020-03-03,0.1626
2020-03-04,8.9262
2020-03-05,-7.9215
2020-03-06,-2.8587
2020-03-09,-8.9117
2020-03-10,0.2438
2020-03-11,-11.7969
2020-03-12,-17.6836
2020-03-13,1.2144
2020-03-16,-20.8937
2020-03-17,-2.4059
2020-03-18,-13.9871
2020-03-19,28.972
2020-03-20,2.7536
2020-03-23,6.3
2020-03-24,19.6816
2020-03-25,3.289
2020-03-26,7.1199
2020-03-27,-7.8156
2020-03-30,-2.4638
2020-03-31,-0.26
2020-04-01,-12.4767
2020-04-02,-4.4681
2020-04-03,-2.0045
2020-04-06,16.9545
2020-04-07,6.8791
2020-04-08,7.7818000000000005
2020-04-09,2.3279
2020-04-13,1.088
2020-04-14,-0.5219
2020-04-15,-6.918
2020-04-16,-4.4030000000000005
2020-04-17,7.1113
2020-04-20,3.5432
2020-04-21,-2.8239
2020-04-22,4.9573
2020-04-23,-1.987
2020-04-24,6.2147
2020-04-27,7.3842
2020-04-28,-4.6037
2020-04-29,4.0318
2020-04-30,-3.6113
2020-05-01,-9.8233
2020-05-04,-8.6979
2020-05-05,-1.2949
2020-05-06,-2.099
2020-05-07,21.6692
2020-05-08,2.9893
2020-05-11,-4.1858
2020-05-12,-5.8355
2020-05-13,-3.9282
2020-05-14,-2.2912
2020-05-15,1.5512000000000001
2020-05-18,8.0995
2020-05-19,0.8544
2020-05-20,0.4236
2020-05-21,-1.3952
2020-05-22,2.8628
2020-05-26,3.8708
2020-05-27,3.9421
2020-05-28,-5.9852
2020-05-29,-1.4812
2020-06-01,4.2546
2020-06-02,-2.7923
2020-06-03,8.7121
2020-06-04,4.7474
2020-06-05,7.027
2020-06-08,6.1383
2020-06-09,-4.3192
2020-06-10,-1.6577
2020-06-11,-8.4025
2020-06-12,4.4451
2020-06-15,-1.8433000000000002
2020-06-16,1.3808
2020-06-17,-3.7864
2020-06-18,1.4439
2020-06-19,-2.8189
2020-06-22,-1.637
2020-06-23,3.9416
2020-06-24,-7.8792
2020-06-25,1.2045
2020-06-26,-2.7719
2020-06-29,2.4481
2020-06-30,-0.1512
2020-07-01,-3.0597
2020-07-02,-0.5625
2020-07-06,4.3997
2020-07-07,-6.8633
2020-07-08,4.0078
2020-07-09,-7.2716
2020-07-10,2.882
2020-07-13,-6.1564
2020-07-14,-3.0892
2020-07-15,10.2436
2020-07-16,-3.8986
2020-07-17,0.5071
2020-07-20,2.8254
2020-07-21,-0.2617
2020-07-22,1.1479
2020-07-23,0.0649
2020-07-24,-1.4258
2020-07-27,-1.7423
2020-07-28,-1.3382
2020-07-29,1.3564
2020-07-30,-1.3717
2020-07-31,-0.848
