ticker,CASA US Equity
2018-05-10,-0.3093
2018-05-11,-11.2589
2018-05-14,1.998
2018-05-15,0.4407
2018-05-16,2.6816
2018-05-17,-1.9943
2018-05-18,0.5814
2018-05-21,-0.1445
2018-05-22,-3.7627
2018-05-23,0.7519
2018-05-24,-2.9353
2018-05-25,1.9477
2018-05-29,-1.9607999999999999
2018-05-30,-2.5641
2018-05-31,1.1053
2018-06-01,-0.5726
2018-06-04,2.6178
2018-06-05,7.1939
2018-06-06,-0.4284
2018-06-07,-3.3939
2018-06-08,0.7917
2018-06-11,-9.8184
2018-06-12,3.5928
2018-06-13,-3.4682
2018-06-14,0.7077
2018-06-15,-3.6757
2018-06-18,3.8159
2018-06-19,-3.1351
2018-06-20,0.279
2018-06-21,-1.4469
2018-06-22,-0.0565
2018-06-25,-0.113
2018-06-26,-1.9796
2018-06-27,-1.5003
2018-06-28,-6.2097
2018-06-29,1.9988000000000001
2018-07-02,0.3674
2018-07-03,-2.7456
2018-07-05,0.941
2018-07-06,4.4748
2018-07-09,-2.558
2018-07-10,8.486
2018-07-11,-2.6449
2018-07-12,-10.8092
2018-07-13,1.2314
2018-07-16,-0.5122
2018-07-17,0.7722
2018-07-18,0.6386
2018-07-19,-0.1269
2018-07-20,-0.2541
2018-07-23,0.3822
2018-07-24,-2.7919
2018-07-25,2.2193
2018-07-26,-3.5121
2018-07-27,-2.8458
2018-07-30,-1.158
2018-07-31,4.9620999999999995
2018-08-01,-1.0506
2018-08-02,1.1280999999999999
2018-08-03,-0.6562
2018-08-06,1.5852
2018-08-07,3.3810000000000002
2018-08-08,-1.8868
2018-08-09,1.4102999999999999
2018-08-10,-1.2642
2018-08-13,1.0243
2018-08-14,-1.1407
2018-08-15,-22.5641
2018-08-16,3.1457
2018-08-17,0.1605
2018-08-20,5.0481
2018-08-21,-0.0763
2018-08-22,2.0611
2018-08-23,-0.0748
2018-08-24,4.5659
2018-08-27,4.2949
2018-08-28,-1.0295
2018-08-29,1.1789
2018-08-30,0.0
2018-08-31,0.6854
2018-09-04,-0.2723
2018-09-05,2.7304
2018-09-06,-1.3953
2018-09-07,0.6065
2018-09-10,1.0717
2018-09-11,1.6566999999999998
2018-09-12,1.8904999999999998
2018-09-13,2.8151
2018-09-14,-1.6179000000000001
2018-09-17,-0.8855
2018-09-18,1.5954000000000002
2018-09-19,2.3869
2018-09-20,0.184
2018-09-21,-0.7348
2018-09-24,-4.6268
2018-09-25,-0.5821
2018-09-26,0.1952
2018-09-27,-3.6364
2018-09-28,-0.6065
2018-10-01,2.1695
2018-10-02,-5.3749
2018-10-03,0.9818
2018-10-04,-1.0417
2018-10-05,-1.6842000000000001
2018-10-08,1.2134
2018-10-09,-0.6347
2018-10-10,-4.1164
2018-10-11,-0.2221
2018-10-12,1.5579
2018-10-15,-1.607
2018-10-16,4.1574
2018-10-17,2.2096
2018-10-18,-1.8828
2018-10-19,-0.5686
2018-10-22,1.4296
2018-10-23,-1.4094
2018-10-24,-3.0736
2018-10-25,3.1711
2018-10-26,-1.0722
2018-10-29,-3.1792
2018-10-30,2.9851
2018-10-31,4.3478
2018-11-01,1.5278
2018-11-02,0.1368
2018-11-05,0.5464
2018-11-06,1.019
2018-11-07,6.0525
2018-11-08,1.4585
2018-11-09,-1.5
2018-11-12,-3.934
2018-11-13,-0.3303
2018-11-14,2.452
2018-11-15,2.7167
2018-11-16,0.0
2018-11-19,-5.6045
2018-11-20,-2.7352
2018-11-21,2.0576
2018-11-23,1.4113
2018-11-26,3.2472
2018-11-27,-4.9422
2018-11-28,1.2829
2018-11-29,0.5333
2018-11-30,3.1167
2018-12-03,0.836
2018-12-04,-2.1046
2018-12-06,2.0846999999999998
2018-12-07,-3.127
2018-12-10,-0.7905
2018-12-11,0.2656
2018-12-12,-0.9272
2018-12-13,-1.0027
2018-12-14,-6.4821
2018-12-17,-3.3935
2018-12-18,-2.3916
2018-12-19,-0.3063
2018-12-20,-2.765
2018-12-21,-5.6872
2018-12-24,-0.4188
2018-12-26,4.6257
2018-12-27,2.0096
2018-12-28,1.6548
2018-12-31,1.7829000000000002
2019-01-02,-0.6093
2019-01-03,-5.9004
2019-01-04,6.4332
2019-01-07,1.9893
2019-01-08,0.5251
2019-01-09,1.0448
2019-01-10,0.8863
2019-01-11,0.7321
2019-01-14,-1.1628
2019-01-15,0.2206
2019-01-16,4.1086
2019-01-17,1.4094
2019-01-18,-22.1682
2019-01-22,0.0
2019-01-23,5.5357
2019-01-24,2.6227
2019-01-25,1.1542
2019-01-28,-3.26
2019-01-29,-1.6007
2019-01-30,0.0856
2019-01-31,-0.4277
2019-02-01,1.2027
2019-02-04,0.0849
2019-02-05,0.0
2019-02-06,-1.6115
2019-02-07,-2.1552
2019-02-08,-0.1762
2019-02-11,3.8834999999999997
2019-02-12,0.0
2019-02-13,2.209
2019-02-14,0.3325
2019-02-15,-1.7399
2019-02-19,-0.6745
2019-02-20,1.6978
2019-02-21,-0.1669
2019-02-22,-13.461500000000001
2019-02-25,-0.7729
2019-02-26,1.2658
2019-02-27,1.4423
2019-02-28,-3.4123
2019-03-01,1.2758
2019-03-04,-2.7132
2019-03-05,-1.6932
2019-03-06,-2.229
2019-03-07,-2.3834
2019-03-08,0.2123
2019-03-11,0.6356
2019-03-12,-0.8421
2019-03-13,-1.0616
2019-03-14,-3.4335
2019-03-15,-0.5556
2019-03-18,-0.5587
2019-03-19,2.2472
2019-03-20,-0.989
2019-03-21,1.4428
2019-03-22,-3.9387
2019-03-25,-1.7084000000000001
2019-03-26,-1.0429
2019-03-27,-2.1077
2019-03-28,-1.0766
2019-03-29,0.3628
2019-04-01,2.2892
2019-04-02,1.5312000000000001
2019-04-03,0.232
2019-04-04,1.1574
2019-04-05,1.1442
2019-04-08,2.1493
2019-04-09,-1.2182
2019-04-10,-0.2242
2019-04-11,-0.1124
2019-04-12,-0.4499
2019-04-15,-0.226
2019-04-16,4.4168
2019-04-17,3.1453
2019-04-18,0.1052
2019-04-22,2.8361
2019-04-23,1.0215
2019-04-24,0.1011
2019-04-25,-1.0101
2019-04-26,0.0
2019-04-29,0.8163
2019-04-30,-2.9352
2019-05-01,-0.4171
2019-05-02,-19.5812
2019-05-03,-3.6458
2019-05-06,-3.1081
2019-05-07,-0.1395
2019-05-08,-2.2346
2019-05-09,-2.0
2019-05-10,-1.1662
2019-05-13,-3.6873
2019-05-14,-0.4594
2019-05-15,3.5385
2019-05-16,-2.3774
2019-05-17,-3.1963
2019-05-20,-3.4591
2019-05-21,1.7915
2019-05-22,-3.84
2019-05-23,-0.8319
2019-05-24,1.6779
2019-05-28,-1.9802
2019-05-29,-1.6835
2019-05-30,-1.7123
2019-05-31,-2.0906
2019-06-03,1.7793999999999999
2019-06-04,0.3497
2019-06-05,0.1742
2019-06-06,-1.7391
2019-06-07,-0.177
2019-06-10,1.7730000000000001
2019-06-11,-0.5226
2019-06-12,-0.5254
2019-06-13,8.2746
2019-06-14,-0.4878
2019-06-17,-0.1634
2019-06-18,0.8183
2019-06-19,1.461
2019-06-20,0.96
2019-06-21,2.5357
2019-06-24,-3.0912
2019-06-25,-2.0734
2019-06-26,4.3974
2019-06-27,1.092
2019-06-28,-0.7716
2019-07-01,-0.7776
2019-07-02,-0.1567
2019-07-03,-0.157
2019-07-05,0.0
2019-07-08,-3.3019
2019-07-09,0.3252
2019-07-10,3.7277
2019-07-11,-0.3125
2019-07-12,3.4483
2019-07-15,2.7273
2019-07-16,-4.1298
2019-07-17,1.0769
2019-07-18,0.9132
2019-07-19,0.1508
2019-07-22,-0.4518
2019-07-23,0.6051
2019-07-24,2.7068
2019-07-25,-2.489
2019-07-26,1.6517
2019-07-29,0.8863
2019-07-30,-7.1742
2019-07-31,3.9432
2019-08-01,15.478
2019-08-02,-4.4678
2019-08-05,-0.2751
2019-08-06,2.7586
2019-08-07,-2.5503
2019-08-08,-0.2755
2019-08-09,-3.1768
2019-08-12,-0.8559
2019-08-13,-1.8705
2019-08-14,-5.8651
2019-08-15,-2.9595000000000002
2019-08-16,2.2472
2019-08-19,0.314
2019-08-20,-0.313
2019-08-21,2.1978
2019-08-22,0.4608
2019-08-23,-6.5748999999999995
2019-08-26,-5.892
2019-08-27,-5.5652
2019-08-28,3.1308
2019-08-29,1.0714
2019-08-30,1.7668
2019-09-03,-0.3472
2019-09-04,2.439
2019-09-05,6.2925
2019-09-06,3.04
2019-09-09,4.8137
2019-09-10,3.5556
2019-09-11,4.1488
2019-09-12,-1.0989
2019-09-13,2.6389
2019-09-16,1.3532
2019-09-17,-3.3378
2019-09-18,0.2762
2019-09-19,-0.9642
2019-09-20,4.1725
2019-09-23,0.1335
2019-09-24,-2.9333
2019-09-25,2.6099
2019-09-26,1.1379
2019-09-27,3.4414
2019-09-30,0.5118
2019-10-01,-9.357099999999999
2019-10-02,-7.4437999999999995
2019-10-03,-4.8558
2019-10-04,-0.8772
2019-10-07,2.3331
2019-10-08,-1.6509
2019-10-09,0.3197
2019-10-10,3.1873
2019-10-11,1.1583
2019-10-14,-0.7634
2019-10-15,2.6154
2019-10-16,1.7991000000000001
2019-10-17,3.9764
2019-10-18,-2.6912000000000003
2019-10-21,3.6390000000000002
2019-10-22,2.9494
2019-10-23,-3.2742
2019-10-24,-8.1805
2019-10-25,-0.3072
2019-10-28,5.547
2019-10-29,-2.4818
2019-10-30,-1.1976
2019-10-31,1.8182
2019-11-01,-36.0119
2019-11-04,-7.6744
2019-11-05,-1.0076
2019-11-06,-5.3435
2019-11-07,-1.8817
2019-11-08,-3.2877
2019-11-11,-0.2833
2019-11-12,-2.8409
2019-11-13,-2.7778
2019-11-14,-0.1504
2019-11-15,2.4096
2019-11-18,-1.4706000000000001
2019-11-19,-1.791
2019-11-20,-3.0395
2019-11-21,-1.8809
2019-11-22,5.7508
2019-11-25,6.3444
2019-11-26,-0.2841
2019-11-27,4.2735
2019-11-29,0.5464
2019-12-02,-4.8913
2019-12-03,3.7143
2019-12-04,1.3774
2019-12-05,-0.8152
2019-12-06,1.3699
2019-12-09,-2.973
2019-12-10,2.7855
2019-12-11,0.542
2019-12-12,4.5822
2019-12-13,-0.7732
2019-12-16,4.2857
2019-12-17,3.8605
2019-12-18,-2.1583
2019-12-19,-2.2059
2019-12-20,0.7519
2019-12-23,-0.2488
2019-12-24,3.7406
2019-12-26,-4.8077
2019-12-27,2.5253
2019-12-30,-0.2463
2019-12-31,0.9877
2020-01-02,-1.2225
2020-01-03,-0.7426
2020-01-06,2.9925
2020-01-07,-2.9055999999999997
2020-01-08,-3.4913
2020-01-09,2.8424
2020-01-10,-0.7538
2020-01-13,0.5063
2020-01-14,4.0302
2020-01-15,-1.2107
2020-01-16,-3.1863
2020-01-17,-2.2785
2020-01-21,-2.3316
2020-01-22,0.2653
2020-01-23,-3.9683
2020-01-24,29.2011
2020-01-27,-1.0661
2020-01-28,-3.4483
2020-01-29,-7.1429
2020-01-30,-4.8077
2020-01-31,1.2626
2020-02-03,-1.2469000000000001
2020-02-04,-3.5354
2020-02-05,3.4031000000000002
2020-02-06,-2.6582
2020-02-07,-3.251
2020-02-10,0.5376
2020-02-11,4.0107
2020-02-12,11.5681
2020-02-13,-2.765
2020-02-14,6.3981
2020-02-18,-3.118
2020-02-19,2.069
2020-02-20,3.8288
2020-02-21,4.9892
2020-02-24,-13.2231
2020-02-25,-5.0
2020-02-26,-10.0251
2020-02-27,-6.6852
2020-02-28,-2.0896
2020-03-02,2.7439
2020-03-03,-1.1869
2020-03-04,3.6036
2020-03-05,-6.9565
2020-03-06,-6.5421
2020-03-09,-12.0
2020-03-10,-9.0909
2020-03-11,-7.0833
2020-03-12,-13.4529
2020-03-13,21.2435
2020-03-16,-5.9829
2020-03-17,6.8182
2020-03-18,0.4255
2020-03-19,0.8475
2020-03-20,8.4034
2020-03-23,1.938
2020-03-24,14.8289
2020-03-25,12.9139
2020-03-26,7.3314
2020-03-27,-6.5574
2020-03-30,0.0
2020-03-31,2.3392
2020-04-01,-10.0
2020-04-02,-0.9524
2020-04-03,5.4487
2020-04-06,15.1976
2020-04-07,2.3747
2020-04-08,1.8041
2020-04-09,1.5190000000000001
2020-04-13,-8.9776
2020-04-14,1.3699
2020-04-15,-3.7838000000000003
2020-04-16,5.0562
2020-04-17,15.508
2020-04-20,2.3148
2020-04-21,-4.2986
2020-04-22,3.5461
2020-04-23,2.2831
2020-04-24,4.0179
2020-04-27,6.4378
2020-04-28,-0.8065
2020-04-29,5.0813
2020-04-30,-0.7737
2020-05-01,-9.0643
2020-05-04,-9.9678
2020-05-05,-1.9048
2020-05-06,-6.5534
2020-05-07,4.9351
2020-05-08,0.495
2020-05-11,-3.202
2020-05-12,4.0712
2020-05-13,-2.6895
2020-05-14,-1.2563
2020-05-15,-3.5623
2020-05-18,7.124
2020-05-19,3.9409
2020-05-20,-0.4739
2020-05-21,0.2381
2020-05-22,-1.6627
2020-05-26,-2.1739
2020-05-27,8.642
2020-05-28,-0.4545
2020-05-29,-0.6849
2020-06-01,4.8276
2020-06-02,-2.193
2020-06-03,6.7265
2020-06-04,-0.6303
2020-06-05,4.0169
2020-06-08,-1.0163
2020-06-09,-4.3121
2020-06-10,1.073
2020-06-11,-9.5541
2020-06-12,-0.4695
2020-06-15,-1.4151
2020-06-16,6.2201
2020-06-17,-3.6036
2020-06-18,5.1402
2020-06-19,-0.8889
2020-06-22,1.7936999999999999
2020-06-23,-3.5242
2020-06-24,-9.8174
2020-06-25,-2.5316
2020-06-26,2.0779
2020-06-29,2.5445
2020-06-30,3.2258
2020-07-01,2.6442
2020-07-02,0.4684
2020-07-06,2.7972
2020-07-07,-3.4013999999999998
2020-07-08,3.5211
2020-07-09,2.0408
2020-07-10,-6.4444
2020-07-13,0.2375
2020-07-14,0.9479
2020-07-15,5.1643
2020-07-16,0.4464
2020-07-17,1.1111
2020-07-20,1.5385
2020-07-21,-1.2987
2020-07-22,-1.3158
2020-07-23,0.6667
2020-07-24,6.181
2020-07-27,-1.0395
2020-07-28,-2.9412000000000003
2020-07-29,4.329
2020-07-30,16.5975
2020-07-31,-0.1779
