ticker,AMAZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-02-09,383.871
2006-02-15,-56.6667
2006-02-16,0.0
2006-02-23,207.6923
2006-03-01,25.0
2006-03-08,0.0
2006-03-09,0.0
2006-03-10,0.0
2006-03-13,0.0
2006-03-14,0.0
2006-03-15,0.0
2006-03-16,-20.0
2006-03-17,-36.25
2006-03-21,56.8627
2006-03-27,0.0
2006-03-29,-35.0
2006-03-30,0.0
2006-03-31,92.3077
2006-04-19,20.0
2006-04-20,0.0
2006-04-21,10.0
2006-04-24,0.0
2006-04-25,9.0909
2006-04-28,-2.7778
2006-05-05,0.0
2006-05-08,0.0
2006-05-09,0.0
2006-05-11,-11.4286
2006-05-12,0.0
2006-05-15,12.9032
2006-05-18,-14.2857
2006-05-23,0.0
2006-05-25,0.0
2006-05-31,-3.3333
2006-06-01,3.4483
2006-06-02,0.0
2006-06-05,-6.6667
2006-06-06,14.2857
2006-06-08,0.0
2006-06-09,-6.25
2006-06-12,-3.3333
2006-06-13,0.0
2006-06-14,-3.4483
2006-06-15,-17.8571
2006-06-16,21.7391
2006-06-21,-7.1429
2006-06-22,-23.0769
2006-06-23,25.0
2006-06-27,12.0
2006-06-29,7.1429
2006-06-30,16.6667
2006-07-03,0.0
2006-07-07,2.8571
2006-07-13,5.5556
2006-07-14,5.2632
2006-07-17,20.0
2006-07-18,2.0833
2006-07-19,-14.2857
2006-07-24,-4.7619
2006-07-25,12.5
2006-07-27,8.8889
2006-07-28,0.0
2006-07-31,12.2449
2006-08-01,7.2727
2006-08-02,-3.3898
2006-08-03,40.3509
2006-08-04,1.25
2006-08-07,7.4074
2006-08-08,-2.2989
2006-08-09,-9.4118
2006-08-10,-1.9481000000000002
2006-08-11,9.9338
2006-08-14,-9.6386
2006-08-15,2.6667
2006-08-16,0.0
2006-08-17,-9.0909
2006-08-18,-5.7143
2006-08-21,13.6364
2006-08-22,-13.3333
2006-08-23,7.6923
2006-08-24,-1.4285999999999999
2006-08-25,-8.6957
2006-08-28,4.7619
2006-08-29,-6.0606
2006-08-30,-3.2258
2006-08-31,0.0
2006-09-01,1.6667
2006-09-05,1.6393
2006-09-06,-3.2258
2006-09-07,-5.0
2006-09-08,0.0
2006-09-12,1.7544
2006-09-13,-3.4483
2006-09-14,3.5714
2006-09-15,0.0
2006-09-18,3.4483
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,8.3333
2006-09-25,-7.6923
2006-09-26,-1.6667
2006-09-27,10.1695
