ticker,PERL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-27,0.0
2007-12-31,400.0
2008-01-17,-80.0
2008-01-22,100.0
2008-02-04,0.0
2008-02-05,75.0
2008-02-08,-42.8571
2008-02-12,0.0
2008-02-21,150.0
2008-02-27,-60.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,0.0
2008-03-11,-25.0
2008-03-12,0.0
2008-03-17,33.3333
2008-03-18,50.0
2008-03-19,0.0
2008-03-20,-33.3333
2008-03-24,-50.0
2008-03-25,100.0
2008-03-26,0.0
2008-03-27,0.0
2008-03-31,-50.0
2008-04-01,-80.0
2008-04-04,0.0
2008-04-08,250.0
2008-04-10,0.0
2008-04-15,0.0
2008-04-16,42.8571
2008-04-17,-30.0
2008-04-18,0.0
2008-04-21,0.0
2008-04-24,0.0
2008-05-02,-28.5714
2008-05-05,0.0
2008-05-06,0.0
2008-05-08,300.0
2008-05-09,0.0
2008-05-12,50.0
2008-05-13,0.0
2008-05-14,-16.6667
2008-05-15,-20.0
2008-05-16,-50.0
2008-05-20,100.0
2008-05-22,-60.0
2008-05-27,12.5
2008-05-29,0.0
2008-05-30,-11.1111
2008-06-03,0.0
2008-06-09,-12.5
2008-06-10,0.0
2008-06-11,0.0
2008-06-16,0.0
2008-06-17,-28.5714
2008-06-18,-20.0
2008-06-19,25.0
2008-06-27,-20.0
2008-07-16,0.0
2008-07-17,0.0
2008-07-21,0.0
2008-07-30,0.0
2008-08-01,25.0
2008-08-04,40.0
2008-08-05,42.8571
2008-08-07,-10.0
2008-08-08,11.1111
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,-40.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,0.0
2008-08-19,-16.6667
2008-08-20,0.0
2008-08-21,0.0
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,-20.0
2008-08-27,0.0
2008-09-04,0.0
2008-09-05,0.0
2008-09-11,0.0
2008-09-15,0.0
2008-09-16,0.0
2008-09-22,0.0
2008-09-29,0.0
2008-10-07,0.0
2008-10-10,0.0
2008-10-13,0.0
2008-10-15,0.0
2008-10-17,12.5
2008-10-22,-11.1111
2008-10-24,0.0
2008-10-27,0.0
2008-10-28,0.0
2008-11-03,0.0
2008-11-06,0.0
2008-11-10,0.0
2008-11-11,0.0
2008-11-12,12.5
2008-11-17,-11.1111
2008-11-20,0.0
2008-11-24,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-03,0.0
2008-12-05,0.0
2008-12-12,0.0
