ticker,PSN US Equity
2019-09-25,0.8086
2019-09-26,-0.8318
2019-09-27,0.4194
2019-09-30,-1.611
2019-10-01,-0.2122
2019-10-02,-3.1601
2019-10-03,3.2633
2019-10-04,0.2735
2019-10-07,-0.1515
2019-10-08,-1.7906
2019-10-09,-1.0507
2019-10-10,2.9044
2019-10-11,-0.4249
2019-10-14,-1.1277
2019-10-15,0.2158
2019-10-16,0.3999
2019-10-17,0.0613
2019-10-18,-1.0104
2019-10-21,0.7733
2019-10-22,1.105
2019-10-23,3.1875999999999998
2019-10-24,-0.7061
2019-10-25,0.6815
2019-10-28,-0.0294
2019-10-29,1.884
2019-10-30,0.9246
2019-10-31,1.9181
2019-11-01,-0.8146
2019-11-04,3.9366
2019-11-05,1.4986
2019-11-06,1.6107
2019-11-07,0.2114
2019-11-08,0.5273
2019-11-11,-1.049
2019-11-12,0.1855
2019-11-13,1.0847
2019-11-14,-0.4973
2019-11-15,2.3935
2019-11-18,0.1541
2019-11-19,0.3078
2019-11-20,-0.3068
2019-11-21,-1.744
2019-11-22,0.4699
2019-11-25,3.4814
2019-11-26,-0.3013
2019-11-27,0.554
2019-11-29,0.2504
2019-12-02,-0.2748
2019-12-03,-0.3006
2019-12-04,0.6784
2019-12-05,-0.4243
2019-12-06,1.0777
2019-12-09,-0.9422
2019-12-10,0.5757
2019-12-11,2.0159
2019-12-12,3.3179
2019-12-13,-2.2196
2019-12-16,-0.6762
2019-12-17,1.4344999999999999
2019-12-18,-2.373
2019-12-19,0.4174
2019-12-20,-0.0489
2019-12-23,2.6174
2019-12-24,-0.8105
2019-12-26,0.1682
2019-12-27,-1.2955999999999999
2019-12-30,0.7049
2019-12-31,-0.3621
2020-01-02,4.1182
2020-01-03,1.1633
2020-01-06,-1.127
2020-01-07,1.2328000000000001
2020-01-08,-1.9531
2020-01-09,1.2655
2020-01-10,-1.8746
2020-01-13,1.3915
2020-01-14,-0.9072
2020-01-15,-0.4695
2020-01-16,-0.4481
2020-01-17,-0.4264
2020-01-21,2.5696
2020-01-22,-0.8119
2020-01-23,0.2572
2020-01-24,-0.1633
2020-01-27,0.0701
2020-01-28,0.3035
2020-01-29,-0.2328
2020-01-30,-0.8866
2020-01-31,-3.7194000000000003
2020-02-03,0.9046
2020-02-04,2.5927
2020-02-05,0.1889
2020-02-06,0.3772
2020-02-07,-0.0235
2020-02-10,1.245
2020-02-11,1.2993000000000001
2020-02-12,2.0614
2020-02-13,-0.4039
2020-02-14,0.1577
2020-02-18,0.5174
2020-02-19,0.7833
2020-02-20,-4.3304
2020-02-21,-0.0232
2020-02-24,-1.9271
2020-02-25,-6.1316
2020-02-26,-0.3783
2020-02-27,-2.4557
2020-02-28,1.4534
2020-03-02,0.4349
2020-03-03,-1.2736
2020-03-04,2.451
2020-03-05,-5.1372
2020-03-06,-1.0352999999999999
2020-03-09,-10.0054
2020-03-10,-1.9076
2020-03-11,-1.9447
2020-03-12,-11.5277
2020-03-13,2.732
2020-03-16,-6.3416
2020-03-17,7.5719
2020-03-18,-14.3486
2020-03-19,7.823
2020-03-20,-2.7116
2020-03-23,2.2599
2020-03-24,10.2762
2020-03-25,4.342
2020-03-26,11.9718
2020-03-27,-4.9171
2020-03-30,-3.5779
2020-03-31,-0.343
2020-04-01,-5.413
2020-04-02,-0.6285
2020-04-03,2.5632
2020-04-06,9.5099
2020-04-07,-1.4523
2020-04-08,3.0376
2020-04-09,5.0496
2020-04-13,0.0278
2020-04-14,0.6111
2020-04-15,-1.6289
2020-04-16,1.4875
2020-04-17,1.0232
2020-04-20,-1.5056
2020-04-21,-5.8088
2020-04-22,2.7147
2020-04-23,-0.5745
2020-04-24,2.3404
2020-04-27,4.9972
2020-04-28,2.1242
2020-04-29,3.4492
2020-04-30,-4.8104
2020-05-01,-4.1711
2020-05-04,1.2835
2020-05-05,3.0028
2020-05-06,-3.7443
2020-05-07,4.3901
2020-05-08,3.3271
2020-05-11,1.3653
2020-05-12,0.2033
2020-05-13,-1.1413
2020-05-14,0.1539
2020-05-15,-0.6404
2020-05-18,1.5468
2020-05-19,-0.0254
2020-05-20,0.2031
2020-05-21,-0.2534
2020-05-22,-0.0254
2020-05-26,-0.3558
2020-05-27,0.8161
2020-05-28,1.7708
2020-05-29,1.0689
2020-06-01,2.0659
2020-06-02,0.506
2020-06-03,0.5754
2020-06-04,-0.2384
2020-06-05,0.4779
2020-06-08,1.5695999999999999
2020-06-09,-1.8965
2020-06-10,-1.599
2020-06-11,-5.9665
2020-06-12,-0.5159
2020-06-15,-1.7112
2020-06-16,5.091
2020-06-17,-2.2088
2020-06-18,0.8984
2020-06-19,-4.4264
2020-06-22,-0.559
2020-06-23,-1.0439
2020-06-24,-3.2188
2020-06-25,1.2297
2020-06-26,-5.6875
2020-06-29,3.8349
2020-06-30,2.1708
2020-07-01,-1.7384
2020-07-02,-1.7972000000000001
2020-07-06,-1.201
2020-07-07,0.1737
2020-07-08,-0.4334
2020-07-09,-2.6117
2020-07-10,2.205
2020-07-13,-3.5277
2020-07-14,0.8764
2020-07-15,4.1642
2020-07-16,-0.4889
2020-07-17,0.3179
2020-07-20,-0.5762
2020-07-21,-0.4347
2020-07-22,1.3679000000000001
2020-07-23,-1.8375
2020-07-24,-0.9652
2020-07-27,0.4135
2020-07-28,-0.2353
2020-07-29,1.7099
2020-07-30,0.9275
2020-07-31,0.0287
