ticker,PSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-08,11.3704
2019-05-09,0.0998
2019-05-10,3.0233
2019-05-13,0.1612
2019-05-14,2.2215
2019-05-15,2.2047
2019-05-16,-4.4684
2019-05-17,-0.2581
2019-05-20,3.0078
2019-05-21,2.6688
2019-05-22,-0.3976
2019-05-23,-2.0571
2019-05-24,0.5643
2019-05-28,-0.5611
2019-05-29,-1.4107
2019-05-30,-0.5405
2019-05-31,1.5026000000000002
2019-06-03,1.6378
2019-06-04,-0.8367
2019-06-05,-1.2812999999999999
2019-06-06,1.2662
2019-06-07,1.2504
2019-06-10,-1.6981000000000002
2019-06-11,0.2198
2019-06-12,-0.5641
2019-06-13,0.1576
2019-06-14,-0.4091
2019-06-17,-1.0427
2019-06-18,5.2363
2019-06-19,5.8859
2019-06-20,2.3782
2019-06-21,6.2133
2019-06-24,-3.0567
2019-06-25,-0.1087
2019-06-26,0.8435
2019-06-27,-0.1349
2019-06-28,-0.4053
2019-07-01,-0.6782
2019-07-02,-1.2565
2019-07-03,0.8022
2019-07-05,1.3721
2019-07-08,-0.8663
2019-07-09,-0.1912
2019-07-10,0.4104
2019-07-11,1.9619
2019-07-12,0.6681
2019-07-15,0.9291
2019-07-16,-1.8148
2019-07-17,-0.4554
2019-07-18,-2.4758
2019-07-19,1.6556
2019-07-22,2.5244
2019-07-23,-1.615
2019-07-24,0.5382
2019-07-25,-1.3115999999999999
2019-07-26,0.8679
2019-07-29,0.8873
2019-07-30,-1.0128
2019-07-31,-1.1578
2019-08-01,2.3427
2019-08-02,-1.0114
2019-08-05,-2.5276
2019-08-06,-0.6621
2019-08-07,-0.3332
2019-08-08,3.8729
2019-08-09,-0.3755
2019-08-12,-2.4233000000000002
2019-08-13,-0.8554
2019-08-14,-5.1211
2019-08-15,0.9094
2019-08-16,-0.6977
2019-08-19,-0.1464
2019-08-20,-1.0847
2019-08-21,1.6005
2019-08-22,1.196
2019-08-23,-3.4304
2019-08-26,1.7612
2019-08-27,-1.408
2019-08-28,0.4463
2019-08-29,1.4514
2019-08-30,-0.6715
2019-09-03,-1.6167
2019-09-04,-0.239
2019-09-05,5.6005
2019-09-06,-1.6733
2019-09-09,-1.096
2019-09-10,-3.9370000000000003
2019-09-11,6.2234
2019-09-12,0.7431
2019-09-13,4.3972
2019-09-16,1.3315000000000001
2019-09-17,0.0536
2019-09-18,0.6701
2019-09-19,-0.5591
2019-09-20,-6.4793
2019-09-23,-2.7197
2019-09-24,-1.7363
