ticker,CIIX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-31,0.0
2012-02-01,50.0
2012-02-02,16.6667
2012-02-03,68.5714
2012-02-06,10.1695
2012-02-07,-21.5385
2012-02-08,-1.9607999999999999
2012-02-09,18.4
2012-02-10,-12.1622
2012-02-13,-3.8462
2012-02-14,-14.0
2012-02-15,-6.9767
2012-02-16,-17.5
2012-02-17,-8.4848
2012-02-21,8.6093
2012-02-22,0.6098
2012-02-23,-12.1212
2012-02-24,-13.7931
2012-02-27,-20.0
2012-02-28,10.0
2012-02-29,-3.6364
2012-03-01,6.6038
2012-03-02,0.0
2012-03-05,-7.0796
2012-03-06,0.9524
2012-03-07,8.4906
2012-03-08,13.0435
2012-03-09,-3.8462
2012-03-12,0.0
2012-03-13,0.0
2012-03-14,-12.0
2012-03-15,9.0909
2012-03-16,-8.3333
2012-03-19,4.5455
2012-03-20,8.6957
2012-03-21,-10.4
2012-03-22,-1.7856999999999998
2012-03-23,1.8182
2012-03-26,-1.7856999999999998
2012-03-27,-4.5455
2012-03-28,4.7619
2012-03-29,0.0
2012-03-30,-4.5455
2012-04-02,-2.8571
2012-04-03,-0.9804
2012-04-04,-1.9802
2012-04-05,-9.0909
2012-04-09,-4.4444
2012-04-11,10.4651
2012-04-12,5.2632
2012-04-13,2.0
2012-04-16,-15.6863
2012-04-23,4.6512
2012-04-24,0.0
2012-04-25,-11.1111
2012-04-26,8.75
2012-04-27,14.9425
2012-04-30,-5.0
2012-05-01,-38.9474
2012-05-02,12.069
2012-05-03,38.4615
2012-05-04,0.0
2012-05-08,-16.6667
2012-05-09,13.3333
2012-05-10,0.0
2012-05-11,0.0
2012-05-14,-17.647100000000002
2012-05-15,-7.1429
2012-05-16,15.3846
2012-05-18,6.6667
2012-05-21,-6.25
2012-05-22,0.0
2012-05-23,-1.3333
2012-05-24,21.6216
2012-05-25,-1.1111
2012-05-29,-10.1124
2012-05-30,0.0
2012-05-31,11.25
2012-06-01,-4.4944
2012-06-05,-3.5294
2012-06-06,0.0
2012-06-07,-3.6585
2012-06-08,-30.3797
2012-06-11,45.4545
2012-06-12,0.0
2012-06-14,0.0
2012-06-18,-6.25
2012-06-19,0.0
2012-06-22,0.0
2012-06-25,0.0
2012-06-27,-5.3333
2012-06-28,0.0
2012-06-29,15.493
2012-07-02,-2.439
2012-07-03,6.25
2012-07-05,5.8824
2012-07-06,-11.1111
2012-07-09,0.0
2012-07-10,6.25
2012-07-11,5.8824
2012-07-12,-5.5556
