ticker,SWI US Equity
2019-03-15,5.9009
2019-03-18,2.1891
2019-03-19,-1.85
2019-03-20,-3.373
2019-03-21,1.4374
2019-03-22,-3.2389
2019-03-25,-1.9874
2019-03-26,1.7609
2019-03-27,-1.5207000000000002
2019-03-28,0.9585
2019-03-29,2.9536
2019-04-01,-0.2561
2019-04-02,1.6949
2019-04-03,-2.1212
2019-04-04,-2.7348
2019-04-05,-1.1671
2019-04-08,-1.3956
2019-04-09,2.123
2019-04-10,0.9062
2019-04-11,0.317
2019-04-12,-1.3691
2019-04-15,1.1746
2019-04-16,-2.4802
2019-04-17,3.0303
2019-04-18,-2.1534
2019-04-22,2.3081
2019-04-23,2.1511
2019-04-24,1.284
2019-04-25,-1.6227
2019-04-26,0.567
2019-04-29,-1.8452
2019-04-30,2.0888
2019-05-01,-1.3299
2019-05-02,-2.0218
2019-05-03,3.1217
2019-05-06,-1.6419000000000001
2019-05-07,-1.4606
2019-05-08,0.4764
2019-05-09,1.0011
2019-05-10,0.9911
2019-05-13,-3.4607
2019-05-14,1.3911
2019-05-15,0.2639
2019-05-16,1.8420999999999998
2019-05-17,-0.8786
2019-05-20,-0.1043
2019-05-21,-2.5574
2019-05-22,-3.6422
2019-05-23,-1.5008
2019-05-24,1.7494
2019-05-28,-0.2219
2019-05-29,-0.3891
2019-05-30,-0.7813
2019-05-31,-1.5748
2019-06-03,-3.1429
2019-06-04,2.0059
2019-06-05,-0.1157
2019-06-06,1.1581
2019-06-07,1.7745
2019-06-10,4.6682
2019-06-11,-1.7195
2019-06-12,-0.3827
2019-06-13,0.0
2019-06-14,-1.0977
2019-06-17,1.3319
2019-06-18,-1.2048
2019-06-19,2.1619
2019-06-20,2.3874
2019-06-21,-0.5299
2019-06-24,-0.959
2019-06-25,-0.3228
2019-06-26,-3.6696999999999997
2019-06-27,2.3529
2019-06-28,0.3831
2019-07-01,-1.8538999999999999
2019-07-02,2.0
2019-07-03,0.3268
2019-07-05,1.4115
2019-07-08,-1.1242
2019-07-09,2.3822
2019-07-10,-0.6346
2019-07-11,1.4369
2019-07-12,-0.787
2019-07-15,2.3268
2019-07-16,-2.0672
2019-07-17,0.0528
2019-07-18,-0.1582
2019-07-19,-4.1204
2019-07-22,-1.708
2019-07-23,0.2803
2019-07-24,0.6708
2019-07-25,-0.4997
2019-07-26,0.8929
2019-07-29,-1.7699
2019-07-30,0.9009
2019-07-31,0.0
2019-08-01,-0.1116
2019-08-02,-1.1173
2019-08-05,-3.1073
2019-08-06,-1.8075999999999999
2019-08-07,0.8314
2019-08-08,3.6513999999999998
2019-08-09,-0.9659
2019-08-12,-2.1801
2019-08-13,1.1144
2019-08-14,-2.0882
2019-08-15,0.2962
2019-08-16,1.772
2019-08-19,-0.9286
2019-08-20,-0.4101
2019-08-21,2.6471
2019-08-22,-0.6877
2019-08-23,-0.3462
2019-08-26,-0.8107
2019-08-27,-1.2259
2019-08-28,-0.2955
2019-08-29,1.8969
2019-08-30,-0.9889
2019-09-03,-0.9988
2019-09-04,0.7715
2019-09-05,3.1802
2019-09-06,-0.4566
2019-09-09,1.1468
2019-09-10,4.0816
2019-09-11,1.7429000000000001
2019-09-12,0.7495
2019-09-13,-0.2657
2019-09-16,1.7581
2019-09-17,0.2094
2019-09-18,0.5747
2019-09-19,-0.2078
2019-09-20,-1.0932
2019-09-23,-3.2105
2019-09-24,0.3263
2019-09-25,2.1138
2019-09-26,1.4331
2019-09-27,-1.3082
2019-09-30,-2.1739
2019-10-01,1.0298
2019-10-02,-3.6481
2019-10-03,1.8931
2019-10-04,1.4754
2019-10-07,0.1616
2019-10-08,-2.6344
2019-10-09,0.7731
2019-10-10,-0.3836
2019-10-11,2.5303
2019-10-14,0.6438
2019-10-15,1.2793
2019-10-16,-1.4211
2019-10-17,1.3348
2019-10-18,-0.9484
2019-10-21,1.2234
2019-10-22,-0.9984
2019-10-23,0.6369
2019-10-24,3.1646
2019-10-25,0.9202
2019-10-28,0.3546
2019-10-29,1.2115
2019-10-30,1.8454000000000002
2019-10-31,-7.1988
2019-11-01,0.1055
2019-11-04,-1.107
2019-11-05,1.919
2019-11-06,0.6276
2019-11-07,0.9356
2019-11-08,0.0515
2019-11-11,-0.3603
2019-11-12,-2.0145
2019-11-13,-1.845
2019-11-14,1.6112
2019-11-15,1.6385
2019-11-18,-0.104
2019-11-19,-0.1562
2019-11-20,-0.2607
2019-11-21,-0.2091
2019-11-22,-0.3667
2019-11-25,1.2093
2019-11-26,-0.4156
2019-11-27,0.0
2019-11-29,0.8868
2019-12-02,-2.3268
2019-12-03,0.2118
2019-12-04,-0.5811
2019-12-05,-2.0723
2019-12-06,0.9224
2019-12-09,-2.043
2019-12-10,-0.2195
2019-12-11,0.8251
2019-12-12,-4.8554
2019-12-13,2.2362
2019-12-16,2.0752
2019-12-17,-0.8791
2019-12-18,2.5499
2019-12-19,0.0541
2019-12-20,-1.2966
2019-12-23,0.1095
2019-12-24,1.0935
2019-12-26,-0.1082
2019-12-27,0.0541
2019-12-30,0.1082
2019-12-31,0.2703
2020-01-02,1.6173
2020-01-03,-1.9098000000000002
2020-01-06,-0.3786
2020-01-07,0.1629
2020-01-08,1.2466
2020-01-09,1.6059999999999999
2020-01-10,-3.5827
2020-01-13,0.6011
2020-01-14,0.1086
2020-01-15,0.0
2020-01-16,0.8681
2020-01-17,1.6138
2020-01-21,-0.1588
2020-01-22,1.0604
2020-01-23,-1.3115999999999999
2020-01-24,0.1063
2020-01-27,-1.5932
2020-01-28,1.565
2020-01-29,0.1063
2020-01-30,1.5924
2020-01-31,-1.1494
2020-02-03,7.1882
2020-02-04,4.0434
2020-02-05,-8.1043
2020-02-06,-1.5472000000000001
2020-02-07,-1.6763
2020-02-10,-0.6393
2020-02-11,1.9303
2020-02-12,0.8943
2020-02-13,-2.7112
2020-02-14,-0.4823
2020-02-18,-0.1077
2020-02-19,0.2156
2020-02-20,-0.1614
2020-02-21,-2.694
2020-02-24,-0.7752
2020-02-25,-3.683
2020-02-26,2.4913
2020-02-27,-1.8655
2020-02-28,4.9539
2020-03-02,1.427
2020-03-03,-2.5433
2020-03-04,0.9439
2020-03-05,-3.6304
2020-03-06,-0.1142
2020-03-09,-7.7714
2020-03-10,4.0892
2020-03-11,-0.5357
2020-03-12,-12.3279
2020-03-13,8.1229
2020-03-16,-15.6566
2020-03-17,2.1707
2020-03-18,-7.8388
2020-03-19,1.7488000000000001
2020-03-20,-0.4688
2020-03-23,-1.8838
2020-03-24,16.8
2020-03-25,1.7808000000000002
2020-03-26,3.7012
2020-03-27,-0.8436
2020-03-30,0.3927
2020-03-31,2.1512000000000002
2020-04-01,-0.8934
2020-04-02,1.2878
2020-04-03,-8.963799999999999
2020-04-06,13.338
2020-04-07,1.8484
2020-04-08,-0.1815
2020-04-09,3.4545
2020-04-13,-1.8161
2020-04-14,-0.9547
2020-04-15,-1.0843
2020-04-16,-0.7917
2020-04-17,4.2357
2020-04-20,-3.7691
2020-04-21,-4.5288
2020-04-22,0.7692
2020-04-23,0.0
2020-04-24,-1.7176
2020-04-27,4.7249
2020-04-28,-0.0618
2020-04-29,6.2461
2020-04-30,-1.1641
2020-05-01,1.2955999999999999
2020-05-04,-1.7442
2020-05-05,2.071
2020-05-06,-0.9275
2020-05-07,3.9789
2020-05-08,-4.3331
2020-05-11,3.5294
2020-05-12,-3.8068
2020-05-13,-5.0797
2020-05-14,1.9912999999999998
2020-05-15,1.1592
2020-05-18,1.9903
2020-05-19,3.016
2020-05-20,0.9759
2020-05-21,0.0569
2020-05-22,2.5
2020-05-26,-0.1109
2020-05-27,5.2164
2020-05-28,-4.6941
2020-05-29,1.2175
2020-06-01,4.4833
2020-06-02,-0.6279
2020-06-03,2.0011
2020-06-04,-2.1683
2020-06-05,1.7942
2020-06-08,1.0886
2020-06-09,-1.7436
2020-06-10,-2.3486000000000002
2020-06-11,-3.6879
2020-06-12,1.6648
2020-06-15,2.0742
2020-06-16,2.8877
2020-06-17,-0.4678
2020-06-18,-0.1044
2020-06-19,-2.1432
2020-06-22,1.2821
2020-06-23,-0.5274
2020-06-24,-2.7572
2020-06-25,0.4907
2020-06-26,-0.9224
2020-06-29,-0.6024
2020-06-30,-2.6446
2020-07-01,2.2637
2020-07-02,-1.4942
2020-07-06,0.7865
2020-07-07,0.1115
2020-07-08,1.9487999999999999
2020-07-09,-0.9285
2020-07-10,-0.3308
2020-07-13,-3.208
2020-07-14,1.4285999999999999
2020-07-15,0.9577
2020-07-16,-1.2835
2020-07-17,1.1306
2020-07-20,3.9687
2020-07-21,-0.2151
2020-07-22,0.0539
2020-07-23,-0.2693
2020-07-24,-0.8099
2020-07-27,0.5988
2020-07-28,-1.5693000000000001
2020-07-29,2.5838
2020-07-30,-1.179
2020-07-31,-0.4338
